PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Jagpal Singh,Janta Party (SECULAR),638169,415321,65.1 %,26444,6.4%
Hassan,19,GEN,Karnataka,H.N. Nanjegowda,Indian National Congress (I),726335,459611,63.3 %,94748,20.6%
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Chandra Pal Shailani,Janta Party (SECULAR),691283,344695,49.9 %,34853,10.1%
Hazaribagh,48,GEN,Bihar [1947 - 1999],Kunwar Basant Narayan Singh,Janta Party,715407,281511,39.4 %,29364,10.4%
Hindupur,24,GEN,Andhra Pradesh,P. Bayapa Reddy,Indian National Congress (I),713647,298910,41.9 %,78439,26.2%
Hingoli,29,GEN,Maharashtra,Uttamrao Baliramji Rathod,Indian National Congress (I),677384,373518,55.1 %,117224,31.4%
Hissar,9,GEN,Haryana,Mani Ram S/o Harji Ram,Janta Party (SECULAR),659166,428928,65.1 %,92711,21.6%
Hooghly,27,GEN,West Bengal,Rup Chand Pal,Communist Party Of India (MARXIST),701041,510096,72.8 %,78393,15.4%
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Nikhra,Indian National Congress (I),625301,339894,54.4 %,60317,17.7%
Hoshiarpur,6,GEN,Punjab,Zail Singh,Indian National Congress (I),732020,472728,64.6 %,125186,26.5%
Howrah,24,GEN,West Bengal,Samar Mukherjee,Communist Party Of India (MARXIST),776251,508728,65.5 %,58309,11.5%
Hyderabad,30,GEN,Andhra Pradesh,K.S. Narayana,Indian National Congress (I),692650,439388,63.4 %,31564,7.2%
Ichalkaranji,47,GEN,Maharashtra,Mane Rajaram Alias Balasaheb Shankarrao,Indian National Congress (I),686425,459320,66.9 %,151051,32.9%
Idukki,14,GEN,Kerala,M.M. Lawrence,Communist Party Of India (MARXIST),697106,377284,54.1 %,7033,1.9%
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Prakash Chand Sethi,Indian National Congress (I),684494,417224,61.0 %,64733,15.5%
Inner Manipur,1,GEN,Manipur,Ngangom Mohendra,Communist Party Of India,469331,380893,81.2 %,11946,3.1%
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Munder Sharma,Indian National Congress (I),672798,333892,49.6 %,77526,23.2%
Jadavpur,18,GEN,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),796010,527037,66.2 %,146115,27.7%
Jagatsinghpur,7,SC,Orissa,Lakshman Mallick,Indian National Congress (I),730554,462012,63.2 %,59892,13.0%
Jahanabad,41,GEN,Bihar [1947 - 1999],Mahendara Prasad,Indian National Congress (I),863650,571648,66.2 %,28142,4.9%
Jaipur,6,GEN,Rajasthan,Satish Chandra Agarwal,Janta Party,731371,387950,53.0 %,4684,1.2%
Jajpur,4,ST,Orissa,Anadi Charan Das,Indian National Congress (I),672423,362729,53.9 %,84938,23.4%
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Nathuram Shakyawar,Indian National Congress (I),672659,389847,58.0 %,16434,4.2%
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Chaudhary Multan Singh,Janta Party (SECULAR),648874,369281,56.9 %,58480,15.8%
Jalgaon,17,GEN,Maharashtra,Yadav Shivram Mahajan,Indian National Congress (I),698261,422372,60.5 %,96358,22.8%
Jalna,32,GEN,Maharashtra,Balasaheb Pawar,Indian National Congress (I),696767,340041,48.8 %,107126,31.5%
Jalore,22,GEN,Rajasthan,Virda Ram,Indian National Congress (I),740453,348668,47.1 %,146981,42.2%
Jalpaiguri,3,SC,West Bengal,Subodh Sen,Communist Party Of India (MARXIST),656038,446909,68.1 %,90396,20.2%
Jammu,6,GEN,Jammu & Kashmir,Girdhari Lal Dogra,Indian National Congress (I),691358,410072,59.3 %,134257,32.7%
Jamnagar,3,GEN,Gujarat,Jadeja Dolatsinhji Pratapsinhji,Indian National Congress (I),563162,265997,47.2 %,57787,21.7%
Jamshedpur,50,GEN,Bihar [1947 - 1999],Rudra Pratap Sarangi,Janta Party,664802,321959,48.4 %,10457,3.2%
Jangipur,8,GEN,West Bengal,Zainal Abedin,Communist Party Of India (MARXIST),697228,502469,72.1 %,72826,14.5%
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Ramgopal Tiwari,Indian National Congress (I),634444,279814,44.1 %,64310,23.0%
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Azizulla,Janta Party (SECULAR),715727,381122,53.3 %,2763,0.7%
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileep Singh Bhuria,Indian National Congress (I),585979,274710,46.9 %,90136,32.8%
Jhalawar,15,GEN,Rajasthan,Chatur Bhuj,Janta Party,623876,355299,57.0 %,5605,1.6%
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Dhanik Lal Mandal,Janta Party (SECULAR),700394,459432,65.6 %,45483,9.9%
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Vishwa Nath Sharma,Indian National Congress (I),702912,396619,56.4 %,109754,27.7%
Jhargram,33,ST,West Bengal,Hasada Matilal,Communist Party Of India (MARXIST),663395,505746,76.2 %,98169,19.4%
Jhunjhunu,4,GEN,Rajasthan,Bhim Singh,Janta Party,787647,440584,55.9 %,7892,1.8%
Jodhpur,24,GEN,Rajasthan,Ashok Gahlot,Indian National Congress (I),729797,401223,55.0 %,52519,13.1%
Jorhat,12,GEN,Assam,Data Not Available,-,-,-,-,-,-
Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,695468,528333,76.0 %,48529,9.2%
Jullundur,4,SC,Punjab,Rajinder Singh Sparrow,Indian National Congress (I),725205,433193,59.7 %,72321,16.7%
Junagadh,6,GEN,Gujarat,Patel Mohanlal Laljibhai,Indian National Congress (I),597939,341339,57.1 %,10781,3.2%
Kaira,19,ST,Gujarat,Ajitsinh Fulsinhji Dabhi,Indian National Congress (I),665672,407508,61.2 %,107222,26.3%
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Gyatri Devi,Janta Party (SECULAR),646644,420524,65.0 %,59481,14.1%
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rana Bir Singh,Indian National Congress (I),680286,261063,38.4 %,33462,12.8%
Kakinada,7,GEN,Andhra Pradesh,Sanjeevi Rao M.S.,Indian National Congress (I),741257,401031,54.1 %,162977,40.6%
Kalahandi,14,GEN,Orissa,Rasabehari Behara,Indian National Congress (I),577063,263826,45.7 %,45627,17.3%
Kaliabor,11,GEN,Assam,Data Not Available,-,-,-,-,-,-
Kanakapura,11,GEN,Karnataka,M.V. Chandrasekhara Murthy,Indian National Congress (I),785062,486180,61.9 %,128504,26.4%
Kanara,22,SC,Karnataka,Naik Devaray G.,Indian National Congress (I),695492,429493,61.8 %,116700,27.2%
Kangra,3,GEN,Himachal Pradesh,Vikram Chand Mahajan,Indian National Congress (I),526337,336786,64.0 %,30930,9.2%
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress (I),578575,277126,47.9 %,87501,31.6%
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhotey Singh Yadav,Janta Party (SECULAR),688500,413991,60.1 %,39137,9.5%
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Arif Mohammad Khan,Indian National Congress (I),707230,362692,51.3 %,75181,20.7%
Kapadvanj,16,GEN,Gujarat,Solanki Natavarsinhji Kesarisinhji,Indian National Congress (I),651424,351941,54.0 %,50096,14.2%
Karad,45,GEN,Maharashtra,Mohite Yashavantrao Jijava,Indian National Congress (I),704176,477452,67.8 %,25415,5.3%
Karimganj,1,SC,Assam,Nihar Ranjan Laskar,Indian National Congress (I),644438,269552,41.8 %,72787,27.0%
Karimnagar,37,GEN,Andhra Pradesh,M.Satyanarayana Rao,Indian National Congress (I),742524,371428,50.0 %,156328,42.1%
Karnal,3,SC,Haryana,Chiranji Lal,Indian National Congress (I),667048,439470,65.9 %,22328,5.1%
Karol Bagh,7,GEN,Delhi [1977 Onwards],Dharam Dass Shastri,Indian National Congress (I),344847,226541,65.7 %,34998,15.4%
Karur,26,GEN,Tamil Nadu,Dorai Sebastian S.A.,Indian National Congress (I),762973,514544,67.4 %,74134,14.4%
Kasaragod,1,GEN,Kerala,M. Ramanna Rai,Communist Party Of India (MARXIST),678476,466974,68.8 %,73587,15.8%
Katihar,25,GEN,Bihar [1947 - 1999],Shah Tarique Anwar,Indian National Congress (I),612145,318884,52.1 %,38156,12.0%
Katwa,40,GEN,West Bengal,Saifuddin Chwdhury,Communist Party Of India (MARXIST),713420,549368,77.0 %,121160,22.1%
Kendrapara,5,ST,Orissa,Bijoynanda Patanaik,Janta Party (SECULAR),689449,422753,61.3 %,5743,1.4%
Keonjhar,21,ST,Orissa,Harihar Soren,Indian National Congress (I),619778,193748,31.3 %,85048,43.9%
Khagaria,31,GEN,Bihar [1947 - 1999],Satish Pd. Singh,Indian National Congress (I),713675,422876,59.3 %,53769,12.7%
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Chaturvedi Vidyawati,Indian National Congress (I),730654,359078,49.1 %,46436,12.9%
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Krishna Chandra Pandey,Indian National Congress (I),721490,342148,47.4 %,19941,5.8%
Khammam,40,GEN,Andhra Pradesh,Kondala Rao Jalagam,Indian National Congress (I),701335,491008,70.0 %,95483,19.4%
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Shivkumarsingh Nawal Singh,Indian National Congress (I),612411,389185,63.6 %,37356,9.6%
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Subhash Yadav,Indian National Congress (I),585592,356231,60.8 %,46583,13.1%
Khed,41,SC,Maharashtra,More Ramkrishna Sadashiv,Indian National Congress (I),653048,335921,51.4 %,50888,15.1%
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Bal Govind Verma,Indian National Congress (I),725285,280662,38.7 %,81306,29.0%
Khunti,52,ST,Bihar [1947 - 1999],Nirel Enem Horo,Jharkhand Party,593802,211891,35.7 %,19879,9.4%
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Trilok Chand,Janta Party (SECULAR),671586,342075,50.9 %,34269,10.0%
Kishanganj,23,GEN,Bihar [1947 - 1999],Zamilur Rahman,Indian National Congress (I),702809,320666,45.6 %,99049,30.9%
Kodarma,45,GEN,Bihar [1947 - 1999],Reet Lal Pd. Verma,Janta Party,679406,274331,40.4 %,22366,8.2%
Kokrajhar,5,ST,Assam,Data Not Available,-,-,-,-,-,-
Kolaba,3,GEN,Maharashtra,A. T. Patil,Indian National Congress (I),658873,376139,57.1 %,49420,13.1%
Kolar,10,GEN,Karnataka,G.Y. Krishnan,Indian National Congress (I),673699,374057,55.5 %,97512,26.1%
Kolhapur,48,GEN,Maharashtra,Gaikwad Udayasingrao Nanasaheb,Indian National Congress (I),654754,403326,61.6 %,154443,38.3%
Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Vithalrao,Indian National Congress (I),619224,429566,69.4 %,159839,37.2%
Koppal,4,SC,Karnataka,H.G. Ramulu,Indian National Congress (I),731105,381478,52.2 %,161803,42.4%
Koraput,12,ST,Orissa,Giridhar Gomango,Indian National Congress (I),618269,158890,25.7 %,64318,40.5%
Kota,14,GEN,Rajasthan,Krishan Kumar Goyal,Janta Party,639359,352327,55.1 %,6220,1.8%
Kottayam,13,GEN,Kerala,Skaria Thomas,Kerala Congress,659430,383531,58.2 %,5375,1.4%
Krishnagar,11,GEN,West Bengal,Renupada Das,Communist Party Of India (MARXIST),647367,515993,79.7 %,66191,12.8%
Krishnagiri,14,GEN,Tamil Nadu,Ramamurthy K.,Indian National Congress (I),656215,362269,55.2 %,100511,27.7%
Kurnool,26,GEN,Andhra Pradesh,K. Vijayabhaskara Reddi,Indian National Congress (I),679063,306276,45.1 %,204849,66.9%
Kurukshetra,2,GEN,Haryana,Manohar Lal,Janta Party (SECULAR),650213,434978,66.9 %,27929,6.4%
Kutch,1,SC,Gujarat,Mehta Mahipatray Mulshanker,Indian National Congress (I),506980,282123,55.7 %,20951,7.4%
Ladakh,4,GEN,Jammu & Kashmir,Phuntsog Namgyal,Independent,77631,48000,61.8 %,6052,12.6%
Lakhimpur,14,GEN,Assam,Data Not Available,-,-,-,-,-,-
Lakshadweep,1,ST,Lakshadweep,Muhammad Sayeed Padannatha,Indian National Congress (U),20117,17860,88.8 %,2949,16.5%
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Chhagur,Janta Party (SECULAR),754104,381145,50.5 %,9383,2.5%
Latur,35,GEN,Maharashtra,Shivraj Vishwanath Patil,Indian National Congress (I),680543,436280,64.1 %,189867,43.5%
Lohardaga,53,ST,Bihar [1947 - 1999],Kartik Oraon,Indian National Congress (I),638943,260429,40.8 %,69346,26.6%
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul,Indian National Congress (I),687282,262203,38.2 %,30382,11.6%
Ludhiana,9,SC,Punjab,Devinder Singh Garcha,Indian National Congress (I),828069,490516,59.2 %,65506,13.4%
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Sheo Sharan Verma,Janta Party (SECULAR),707794,358197,50.6 %,11220,3.1%
Machilipatnam,12,GEN,Andhra Pradesh,Ankineedu Maganti,Indian National Congress (I),702268,471816,67.2 %,134336,28.5%
Madhepura,21,GEN,Bihar [1947 - 1999],Rajendra Pd. Yadav,Indian National Congress (U),746552,446809,59.9 %,57498,12.9%
Madhubani,13,GEN,Bihar [1947 - 1999],Shafiqullah Ansari,Indian National Congress (I),774006,477545,61.7 %,3223,0.7%
Madras Central,2,GEN,Tamil Nadu,Kalanidhi A.,Dravida Munetra Kazhagam,726953,493806,67.9 %,105049,21.3%
Madras North,1,SC,Tamil Nadu,Lakshmanan G.,Dravida Munetra Kazhagam,739196,527126,71.3 %,99318,18.8%
Madras South,3,GEN,Tamil Nadu,Venkataraman R.,Indian National Congress (I),811849,552796,68.1 %,120362,21.8%
Madurai,24,GEN,Tamil Nadu,Subburaman A.G.,Indian National Congress (I),788417,533277,67.6 %,69195,13.0%
Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress (I),735834,383142,52.1 %,152661,39.8%
Maharajganj,6,GEN,Bihar [1947 - 1999],Krishna Pratap Singh,Indian National Congress (I),764467,329817,43.1 %,30932,9.4%
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Ashfaq Husain,Indian National Congress (I),646075,353655,54.7 %,23536,6.7%
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Vidya Charan Shukla Ravishankar Shukla,Indian National Congress (I),619003,357442,57.7 %,101897,28.5%
Mahendragarh,7,GEN,Haryana,Birender Singh,Indian National Congress (I),779222,498745,64.0 %,91347,18.3%
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Raghunath Singh Verma,Janta Party (SECULAR),656808,356277,54.2 %,83216,23.4%
Malda,7,GEN,West Bengal,Abdul Barkat Ataul Ghani Khan Chawdhury,Indian National Congress (I),666219,503253,75.5 %,12759,2.5%
Malegaon,13,GEN,Maharashtra,Khandole Zamaru Mangalu,Indian National Congress (I),648465,306527,47.3 %,74993,24.5%
Mandi,2,GEN,Himachal Pradesh,Vir Bahadur Singh,Indian National Congress (I),537413,299480,55.7 %,58354,19.5%
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Chhotelal Sonu,Indian National Congress (I),533433,202310,37.9 %,15988,7.9%
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Bhanwarlal Rajmal Nahata,Indian National Congress (I),680189,460132,67.7 %,2683,0.6%
Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress (I),611914,358676,58.6 %,35919,10.0%
Mandya,14,GEN,Karnataka,S.M. Krishna,Indian National Congress (I),669343,442519,66.1 %,115342,26.1%
Mangaldoi,8,GEN,Assam,Data Not Available,-,-,-,-,-,-
Mangalore,17,GEN,Karnataka,Janardhana Poojari,Indian National Congress (I),639192,455328,71.2 %,128897,28.3%
Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,674048,435656,64.6 %,34581,7.9%
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Chaudhary Digamber Singh,Janta Party (SECULAR),695247,349362,50.3 %,82663,23.7%
Mathurapur,16,GEN,West Bengal,Mukundaram Mandal,Communist Party Of India (MARXIST),674577,518577,76.9 %,77842,15.0%
Mavelikara,16,SC,Kerala,P. J. Kurien,Indian National Congress (U),623914,421893,67.6 %,63122,15.0%
Mayiladuturai,29,SC,Tamil Nadu,Kudanthai Ramalingam N.,Indian National Congress (I),676693,520978,77.0 %,92005,17.7%
Mayurbhanj,1,GEN,Orissa,Man Mohan Tudu,Indian National Congress (I),592797,220672,37.2 %,71557,32.4%
Medak,33,GEN,Andhra Pradesh,Indira Gandhi,Indian National Congress (I),724930,458263,63.2 %,219124,47.8%
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Mohsina Kidwai,Indian National Congress (I),693627,432060,62.3 %,57217,13.2%
Mehsana,12,GEN,Gujarat,Chaudhary Motibhai Ranchhodbhai,Janta Party,663649,434100,65.4 %,19428,4.5%
Midnapore,32,GEN,West Bengal,Narayan Choubey,Communist Party Of India,668312,490282,73.4 %,124351,25.4%
Miryalguda,42,GEN,Andhra Pradesh,G. S. Reddy,Indian National Congress (I),772232,512058,66.3 %,48007,9.4%
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Aziz Imam,Indian National Congress (I),723350,375741,51.9 %,34523,9.2%
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Indian National Congress (I),657555,243325,37.0 %,47673,19.6%
Mizoram,1,ST,Mizoram,R. Rothuama,Independent,230795,129533,56.1 %,20539,15.9%
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Kailash Pati,Indian National Congress (I),654503,260268,39.8 %,43065,16.5%
Monghyr,32,GEN,Bihar [1947 - 1999],Devendra Prasad Yadav,Indian National Congress (U),795163,471314,59.3 %,64133,13.6%
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Ghulam Mohammad Khan,Janta Party (SECULAR),625105,310575,49.7 %,10467,3.4%
Morena,1,SC,Madhya Pradesh [1947 - 1999],Babulal Solanki,Indian National Congress (I),662214,272524,41.2 %,32054,11.8%
Mormugao,2,GEN,"Goa, Daman And Diu",Eduardo Martinho Faleiro,Indian National Congress (U),261036,175144,67.1 %,41081,23.5%
Motihari,3,GEN,Bihar [1947 - 1999],Kamla Mishra Madhukar,Communist Party Of India,726964,341342,47.0 %,5506,1.6%
Mukundapuram,10,GEN,Kerala,Balanandan,Communist Party Of India (MARXIST),634533,404796,63.8 %,65131,16.1%
Murshidabad,9,GEN,West Bengal,Masudal Hassain Syed,Communist Party Of India (MARXIST),736299,591337,80.3 %,68755,11.6%
Muvattupuzha,12,GEN,Kerala,George Joseph (Baby Mundackal),Independent,634711,363029,57.2 %,4330,1.2%
Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Ghayoor Ali Khan,Janta Party (SECULAR),655770,450763,68.7 %,50172,11.1%
Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Farnandes,Janta Party (SECULAR),761283,458384,60.2 %,23109,5.0%
Mysore,16,GEN,Karnataka,M. Rajashekaramurthy,Indian National Congress (I),706042,407645,57.7 %,83036,20.4%
Nabadwip,12,GEN,West Bengal,Bidha Gohse (Goswami),Communist Party Of India (MARXIST),718449,562492,78.3 %,83465,14.8%
Nagaland,1,ST,Nagaland,Chingwang,Independent,460083,294009,63.9 %,5759,2.0%
Nagapattinam,30,GEN,Tamil Nadu,Karunanithi-Thazhai,Dravida Munetra Kazhagam,684297,553290,80.9 %,10674,1.9%
Nagarkurnool,28,SC,Andhra Pradesh,Anantharamulu Mallu,Indian National Congress (I),717014,377932,52.7 %,149959,39.7%
Nagaur,25,GEN,Rajasthan,Nathu Ram,Indian National Congress (U),742815,473572,63.8 %,23215,4.9%
Nagercoil,39,GEN,Tamil Nadu,"Dennis, N.",Indian National Congress (I),663322,370796,55.9 %,38408,10.4%
Nagpur,23,GEN,Maharashtra,Dhote Jambuwant Bapurao,Indian National Congress (I),751312,465082,61.9 %,126443,27.2%
Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Narayana Datt Tewari,Indian National Congress (I),645203,333451,51.7 %,104422,31.3%
Nalanda,34,GEN,Bihar [1947 - 1999],Vijay Kumar Yadav,Communist Party Of India,818349,525087,64.2 %,62601,11.9%
Nalgonda,41,GEN,Andhra Pradesh,T. Damodar Reddy,Indian National Congress (I),739503,474746,64.2 %,53669,11.3%
Nanded,30,GEN,Maharashtra,Chavan Shankarrao Bhaurao,Indian National Congress (I),754050,387340,51.4 %,37542,9.7%
Nandurbar,15,GEN,Maharashtra,Surupsing Hirya Naik,Indian National Congress (I),632340,338166,53.5 %,90785,26.8%
Nandyal,27,GEN,Andhra Pradesh,P. Venkata Subbaiah,Indian National Congress (I),737527,405934,55.0 %,78378,19.3%
Narasapur,10,GEN,Andhra Pradesh,Alluri Subhaschandra Bose,Indian National Congress (I),721681,450207,62.4 %,157968,35.1%
Narasaraopet,17,GEN,Andhra Pradesh,K Brahmananda Reddy,Indian National Congress (I),820316,446900,54.5 %,84296,18.9%
Nashik,12,ST,Maharashtra,Wagh Pratap Deoram,Indian National Congress (I),732214,391161,53.4 %,46255,11.8%
Nawada,42,SC,Bihar [1947 - 1999],Kunwar Ram,Indian National Congress (I),850367,442515,52.0 %,56187,12.7%
Nellore,19,SC,Andhra Pradesh,D. Kamakshaiah,Indian National Congress (I),816504,424286,52.0 %,227251,53.6%
New Delhi,1,GEN,Delhi [1977 Onwards],Atal Bihari Vajpayee,Janta Party,301071,196112,65.1 %,5045,2.6%
Nilgiris,18,GEN,Tamil Nadu,Prabhu R.,Indian National Congress (I),734760,488097,66.4 %,85743,17.6%
Nizamabad,34,GEN,Andhra Pradesh,M. Ramgopal Reddy,Indian National Congress (I),668858,391016,58.5 %,200315,51.2%
Nowgong,10,GEN,Assam,Data Not Available,-,-,-,-,-,-
Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress (I),571047,168717,29.6 %,65364,38.7%
Ongole,18,GEN,Andhra Pradesh,Venkata Reddi Puli,Indian National Congress (I),816274,478749,58.7 %,151175,31.6%
Osmanabad,36,GEN,Maharashtra,Sawant Trimbak Marotrao,Indian National Congress (I),631772,338425,53.6 %,92983,27.5%
Ottapalam,8,GEN,Kerala,A.K. Balan,Communist Party Of India (MARXIST),666300,391617,58.8 %,23408,6.0%
Outer Delhi,3,GEN,Delhi [1977 Onwards],Sajjan Kumar,Indian National Congress (I),607825,381475,62.8 %,98452,25.8%
Outer Manipur,2,ST,Manipur,Gouzagin,Indian National Congress (I),439951,361549,82.2 %,22326,6.2%
Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Kunwar Chandra Pratap Narain Singh,Indian National Congress (I),694522,346228,49.9 %,22976,6.6%
Palamau,54,SC,Bihar [1947 - 1999],Kamla Kumari,Indian National Congress (I),673887,274728,40.8 %,45340,16.5%
Palani,22,GEN,Tamil Nadu,Sanapathi Goundar A.,Indian National Congress (I),762601,440801,57.8 %,59568,13.5%
Palghat,7,GEN,Kerala,V.S. Vijaya Raghavan,Indian National Congress (I),705179,415718,59.0 %,12088,2.9%
Pali,21,GEN,Rajasthan,Mool Chand Daga,Indian National Congress (I),699645,383140,54.8 %,108116,28.2%
Panaji,1,GEN,"Goa, Daman And Diu",Rane Sirdessai Sayogita Jaibaa,Maharashtrawadi Gomantak,261616,187982,71.9 %,27700,14.7%
Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress (I),706672,378461,53.6 %,95653,25.3%
Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,617740,518637,84.0 %,98230,18.9%
Parbhani,31,GEN,Maharashtra,Yadav Ramrao Narayanrao,Indian National Congress (I),647714,327980,50.6 %,98950,30.2%
Parvathipuram,2,ST,Andhra Pradesh,K.C.Suryanarayana Deo Vyricherla,Indian National Congress (U),619702,363668,58.7 %,14800,4.1%
Patan,13,GEN,Gujarat,Parmar Hiralal Ranchhoddas,Indian National Congress (I),634437,265057,41.8 %,2754,1.0%
Patiala,8,SC,Punjab,Amarender Singh,Indian National Congress (I),736383,467361,63.5 %,78979,16.9%
Patna,35,GEN,Bihar [1947 - 1999],Ramavatar Shastri,Communist Party Of India,895002,425173,47.5 %,20413,4.8%
Peddapalli,36,SC,Andhra Pradesh,K. Rajamallu,Indian National Congress (I),739865,361428,48.9 %,109840,30.4%
Perambalur,28,GEN,Tamil Nadu,Mani K.B.S.,Indian National Congress (I),694116,490148,70.6 %,99172,20.2%
Periyakulam,25,GEN,Tamil Nadu,Natarajan Cumbum N.,Dravida Munetra Kazhagam,735391,506263,68.8 %,19882,3.9%
Phillaur,5,SC,Punjab,Ch. Sundar Singh,Indian National Congress (I),776522,476741,61.4 %,67437,14.1%
Phulbani,15,GEN,Orissa,Mrutyunjaya Nayak,Indian National Congress (I),679055,265717,39.1 %,79160,29.8%
Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],B.D. Singh,Janta Party (SECULAR),679901,363876,53.5 %,38788,10.7%
Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Harish Kumar Gangwar,Indian National Congress (I),674646,307000,45.5 %,45107,14.7%
Pollachi,21,GEN,Tamil Nadu,Dhandapani C.T.,Dravida Munetra Kazhagam,705793,464211,65.8 %,15735,3.4%
Pondicherry,1,GEN,Pondicherry,P. Shanmugam,Indian National Congress (I),319237,256539,80.4 %,98564,38.4%
Ponnani,6,GEN,Kerala,Banatwala Gulam Mehmood,Muslim Leage,671001,405196,60.4 %,50863,12.6%
Porbandar,5,GEN,Gujarat,Odedra Maldeji Mandlikji,Indian National Congress (I),589036,290284,49.3 %,60308,20.8%
Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Ajit Pratap Singh,Indian National Congress (I),689724,301288,43.7 %,14185,4.7%
Pudukkottai,32,GEN,Tamil Nadu,V.N. Swamynathan,Indian National Congress (I),743763,600327,80.7 %,16099,2.7%
Pune,42,SC,Maharashtra,Gadgil Vitthal Narhar,Indian National Congress (I),741735,429276,57.9 %,28830,6.7%
Puri,8,SC,Orissa,Brajamohan Mohanty,Indian National Congress (I),688901,349320,50.7 %,121803,34.9%
Purnea,24,GEN,Bihar [1947 - 1999],Madhuri Singh,Indian National Congress (I),686099,345746,50.4 %,61956,17.9%
Purulia,34,GEN,West Bengal,Chitta Ranjan Mahata,All India Forward Bloc,697320,426779,61.2 %,104892,24.6%
Quilon,18,GEN,Kerala,B. K. Nair,Indian National Congress (I),661179,420586,63.6 %,36586,8.7%
Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Indira Gandhi,Indian National Congress (I),699064,396214,56.7 %,173654,43.8%
Raichur,3,GEN,Karnataka,B.V. Desai,Indian National Congress (I),679284,278149,41.0 %,129050,46.4%
Raiganj,5,GEN,West Bengal,Golam Yazdani,Indian National Congress (I),693127,482483,69.6 %,1305,0.3%
Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Pushpa Devi Singh,Indian National Congress (I),586692,264122,45.0 %,81095,30.7%
Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Kayur Bhushan Mathura Prasad,Indian National Congress (I),581585,313917,54.0 %,66309,21.1%
Rajahmundry,8,GEN,Andhra Pradesh,S.B.P.Pattabhi Rama Rao,Indian National Congress (I),756814,477868,63.1 %,118491,24.8%
Rajampet,22,GEN,Andhra Pradesh,P. Parthasarathy,Indian National Congress (I),710540,367287,51.7 %,41401,11.3%
