PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Jabalpur,188,GEN,Madhya Pradesh [1947 - 1999],Govind Das,Indian National Congress,518961,207959,40.1 %,92121,44.3%
Jainagar,68,GEN,Bihar [1947 - 1999],Bhogendra Jha,Communist Party Of India,626757,344597,55.0 %,30930,9.0%
Jaipur,314,GEN,Rajasthan,Gyatri Devi,Swatantra,591100,328143,55.5 %,50644,15.4%
Jajpur,280,SC,Orissa,Anandi Charan Das,Indian National Congress,594393,308875,52.0 %,76138,24.7%
Jalaun,433,SC,Uttar Pradesh [1947 - 1999],Chowdhary Ram Sewak,Indian National Congress,530682,302530,57.0 %,25888,8.6%
Jalgaon,218,GEN,Maharashtra,Krishnarao Madhavrao Patil,Indian National Congress,529930,312260,58.9 %,127969,41.0%
Jalna,233,GEN,Maharashtra,Baburao Janglu Kale,Indian National Congress,531700,260630,49.0 %,126576,48.6%
Jalore,329,GEN,Rajasthan,Narendra Kumar Sanghi,Indian National Congress,569889,269275,47.3 %,41017,15.2%
Jalpaiguri,458,ST,West Bengal,Tuna Oraon,Indian National Congress,488587,306173,62.7 %,52967,17.3%
Jammu,147,GEN,Jammu & Kashmir,Inderjit Malhotra,Indian National Congress,483472,292392,60.5 %,84796,29.0%
Jamnagar,112,GEN,Gujarat,Daulatsinhji Pratapsnji Jadeja,Indian National Congress,456276,224567,49.2 %,83944,37.4%
Jamshedpur,104,GEN,Bihar [1947 - 1999],Sardar Swaran Singh,Indian National Congress,602867,180720,30.0 %,206,0.1%
Jamui,85,SC,Bihar [1947 - 1999],Bhola Manjhi,Communist Party Of India,654630,339077,51.8 %,41129,12.1%
Jangipur,463,GEN,West Bengal,Lutfal Haque,Indian National Congress,556704,317319,57.0 %,49356,15.6%
Janjgir,178,SC,Madhya Pradesh [1947 - 1999],Minimata Agamdas,Indian National Congress,519962,146113,28.1 %,39718,27.2%
Jaunpur,419,GEN,Uttar Pradesh [1947 - 1999],Rajdeo Singh,Indian National Congress,544769,274070,50.3 %,103592,37.8%
Jehanabad,96,GEN,Bihar [1947 - 1999],Chandra Shekhar Sinha,Communist Party Of India,608878,394254,64.8 %,22418,5.7%
Jhabua,202,ST,Madhya Pradesh [1947 - 1999],Bhagirath Bhanwar,Samyukta Socialist Party,498047,196183,39.4 %,26593,13.6%
Jhajjar,137,GEN,Haryana,Sher Singh,Indian National Congress,551818,370363,67.1 %,46615,12.6%
Jhalawar,323,GEN,Rajasthan,Brij Raj Singh,Bhartiya Jan Sangh,508045,297520,58.6 %,90945,30.6%
Jhansi,432,GEN,Uttar Pradesh [1947 - 1999],Govind Dass Richharia,Indian National Congress,536539,277973,51.8 %,74571,26.8%
Jhargram,487,ST,West Bengal,Amiya Kumar Kisku,Indian National Congress,528392,359606,68.1 %,14693,4.1%
Jhun Jhunu,312,GEN,Rajasthan,Shivnath Singh,Indian National Congress,604320,380835,63.0 %,98949,26.0%
Jodhpur,331,GEN,Rajasthan,Krishna Kumari,Independent,597682,373589,62.5 %,21497,5.8%
Jorhat,53,GEN,Assam,Tarun Gogoi,Indian National Congress,425987,194353,45.6 %,71010,36.5%
Joynagar,470,SC,West Bengal,Sakti Kumar Sarkar,Indian National Congress,561119,393696,70.2 %,74236,18.9%
Jullundur,303,GEN,Punjab,Swaran Singh,Indian National Congress,509737,323374,63.4 %,93469,28.9%
Junagadh,113,GEN,Gujarat,Nanjibhai Ravjibhai Vekaria,Indian National Congress,444069,209908,47.3 %,54530,26.0%
Kaira,125,GEN,Gujarat,Dharmasinh Dadubhai Desai,Indian National Congress (ORGANISATION),479256,306863,64.0 %,34451,11.2%
Kairana,454,GEN,Uttar Pradesh [1947 - 1999],Shafquat Jang,Indian National Congress,560709,317198,56.6 %,72766,22.9%
Kaisarganj,401,GEN,Uttar Pradesh [1947 - 1999],Shakuntala Nayar,Bhartiya Jan Sangh,515726,190431,36.9 %,2598,1.4%
Kaithal,135,GEN,Haryana,Gulzari Lal Nanda,Indian National Congress,519031,351635,67.8 %,25538,7.3%
Kakinada,7,GEN,Andhra Pradesh,M. S. Sanjeevi Rao,Indian National Congress,566461,366066,64.6 %,292926,80.0%
Kalahandi,289,GEN,Orissa,Pratap Keshari Deo,Swatantra,436752,169068,38.7 %,65874,39.0%
Kaliabor,52,GEN,Assam,Bedabrata Barua,Indian National Congress,430809,205287,47.7 %,100688,49.0%
Kallakurichi,344,GEN,Tamil Nadu,M. Devekan,Dravida Munetra Kazhagam,558064,404015,72.4 %,21976,5.4%
Kanakapura,260,GEN,Mysore,C. K. Jaffer Sharief,Indian National Congress,484298,313659,64.8 %,186519,59.5%
Kanara,269,GEN,Mysore,Naik Balakrishna Venkanna,Indian National Congress,493908,247689,50.2 %,96779,39.1%
Kangra,499,GEN,Himachal Pradesh,Vikram Chand,Indian National Congress,409838,174472,42.6 %,70888,40.6%
Kanker,182,ST,Madhya Pradesh [1947 - 1999],Arvind Vishramsingh,Indian National Congress,483374,216958,44.9 %,7443,3.4%
Kannauj,438,GEN,Uttar Pradesh [1947 - 1999],S. N. Misra,Indian National Congress,568938,259651,45.6 %,43115,16.6%
Kanpur,436,GEN,Uttar Pradesh [1947 - 1999],S. M. Banerjee,Independent,506045,247530,48.9 %,89199,36.0%
Karad,245,GEN,Maharashtra,Dajisaheb Ramrao Chavan,Indian National Congress,503710,314605,62.5 %,243463,77.4%
Karimganj,43,SC,Assam,Nihar Ranjan Laskar,Indian National Congress,497720,210476,42.3 %,121746,57.8%
Karimnagar,37,GEN,Andhra Pradesh,M. Satyanarayan Rao,Telangana Praja Samithi,548849,263288,48.0 %,10021,3.8%
Karnal,134,GEN,Haryana,Madho Ram,Indian National Congress,504480,327638,65.0 %,35261,10.8%
Karol Bagh,510,SC,Delhi,Sohan Lal,Indian National Congress,254558,163162,64.1 %,61180,37.5%
Karur,357,GEN,Tamil Nadu,Gopal,Indian National Congress,593409,422396,71.2 %,73293,17.4%
Kasargod,148,GEN,Kerala,Ramachandran Kadannappalli,Indian National Congress,579127,415761,71.8 %,28404,6.8%
Kasganj,441,GEN,Uttar Pradesh [1947 - 1999],Maha Deepak Singh,Bhartiya Jan Sangh,557818,288871,51.8 %,15976,5.5%
Katihar,78,GEN,Bihar [1947 - 1999],Gyaneshwar Prasad Yadav,Bhartiya Jan Sangh,563718,286377,50.8 %,12889,4.5%
Katwa,494,GEN,West Bengal,Saroj Mukherjee,Communist Party Of India (MARXIST),530377,382733,72.2 %,68487,17.9%
Kavali,18,GEN,Andhra Pradesh,Puli Venkata Reddy,Indian National Congress,596790,335095,56.2 %,131114,39.1%
Kendrapara,281,GEN,Orissa,Surendra Mohanty,Utkal Congress,612635,370982,60.6 %,2973,0.8%
Keonjhar,294,ST,Orissa,Kumar Majhi,Indian National Congress,481496,154501,32.1 %,19512,12.6%
Kesaria,63,GEN,Bihar [1947 - 1999],Kamla Mishra Madhukar,Communist Party Of India,586266,247546,42.2 %,50287,20.3%
Khagaria,86,GEN,Bihar [1947 - 1999],Shivshankar Prasad Yadav,Samyukta Socialist Party,633193,352054,55.6 %,548,0.2%
Khalilabad,407,GEN,Uttar Pradesh [1947 - 1999],Krishna Chandra Pandey,Indian National Congress,545491,275929,50.6 %,44809,16.2%
Khamgaon,220,SC,Maharashtra,Arjun Shripat Kasture,Indian National Congress,507976,294987,58.1 %,180845,61.3%
Khammam,39,GEN,Andhra Pradesh,T. Lakshmi Kantamma,Indian National Congress,544329,381802,70.1 %,16461,4.3%
Khandwa,200,GEN,Madhya Pradesh [1947 - 1999],Gangacharan Dikshit,Indian National Congress,521637,296130,56.8 %,40890,13.8%
Khargone,201,GEN,Madhya Pradesh [1947 - 1999],Ramchandra Bade,Bhartiya Jan Sangh,491606,280267,57.0 %,35621,12.7%
Khed,241,GEN,Maharashtra,Anantrao Vithalrao Patil,Indian National Congress,516433,271969,52.7 %,145095,53.3%
Kheri,385,GEN,Uttar Pradesh [1947 - 1999],Balgovind,Indian National Congress,560203,179312,32.0 %,70625,39.4%
Khunti,106,ST,Bihar [1947 - 1999],Nirel Enem Horo,Independent,491621,171726,34.9 %,2814,1.6%
Khurja,448,SC,Uttar Pradesh [1947 - 1999],Hari Singh,Indian National Congress,566810,219661,38.8 %,100915,45.9%
Kishanganj,76,GEN,Bihar [1947 - 1999],Jamilur Rahman,Indian National Congress,513860,214771,41.8 %,80914,37.7%
Kokrajhar,46,ST,Assam,Dharanidhar Basumatary,Indian National Congress,469738,274983,58.5 %,57686,21.0%
Kolaba,206,GEN,Maharashtra,Sawant Shankar Babaji,Indian National Congress,507724,308606,60.8 %,46199,15.0%
Kolar,257,SC,Mysore,G. V. Krishnan,Indian National Congress,490492,276204,56.3 %,194519,70.4%
Kolhapur,248,GEN,Maharashtra,Rajaram Dadasaheb Nimbalkar,Indian National Congress,494379,321216,65.0 %,107664,33.5%
Kopargaon,240,GEN,Maharashtra,Eknath Vithalrao Vikhe,Indian National Congress,514941,307367,59.7 %,69442,22.6%
Koppal,252,GEN,Mysore,Sidrameshwar Swamy Bassayya,Indian National Congress,556614,287499,51.7 %,136600,47.5%
Koraput,287,ST,Orissa,Bhagirathi Gomango,Indian National Congress,527842,172916,32.8 %,16674,9.6%
Kota,322,SC,Rajasthan,Onkar Lal,Bhartiya Jan Sangh,560904,294344,52.5 %,33251,11.3%
Kottayam,160,GEN,Kerala,Varkey George,Kerala Congress,491252,330399,67.3 %,26015,7.9%
Kozhikode,151,GEN,Kerala,Ibrahim Sulaiman Sait,Muslim Leage,595499,367454,61.7 %,72076,19.6%
Krishnagiri,345,GEN,Tamil Nadu,T. Thirthagiri Gounder,Indian National Congress,549124,356423,64.9 %,34920,9.8%
Krishnanagar,466,GEN,West Bengal,Renupada Das,Communist Party Of India (MARXIST),503387,312342,62.1 %,33631,10.8%
Kumbakonam,361,GEN,Tamil Nadu,Era Sezhiyan,Dravida Munetra Kazhagam,572159,457883,80.0 %,38753,8.5%
Kurnool,26,GEN,Andhra Pradesh,Kodanda Rami Reddy,Indian National Congress,540978,317429,58.7 %,241353,76.0%
Kutch,109,GEN,Gujarat,Mahipatray M. Mehta,Indian National Congress,391123,223389,57.1 %,1979,0.9%
L M And A Islands,513,GEN,"Laccadive, Minicoy And Amindivi Islands",Sadanatha Mohammed Sayeed,Indian National Congress,14977,RU,,RU,
Ladakh,145,GEN,Jammu & Kashmir,Kushok Bakula,Indian National Congress,52654,37521,71.3 %,4057,10.8%
Lakhimpur,54,GEN,Assam,Biswanarayan Shastri,Indian National Congress,444779,220051,49.5 %,43712,19.9%
Lalganj,417,SC,Uttar Pradesh [1947 - 1999],Ram Dhan,Indian National Congress,559069,222655,39.8 %,89646,40.3%
Latur,231,SC,Maharashtra,Tulshiram Dashrath Kamble,Indian National Congress,575350,250242,43.5 %,91494,36.6%
Lohardaga,107,ST,Bihar [1947 - 1999],Kartik Oraon,Indian National Congress,503999,198981,39.5 %,66486,33.4%
Lucknow,390,GEN,Uttar Pradesh [1947 - 1999],Sheela Kaul,Indian National Congress,513722,242017,47.1 %,119201,49.3%
Ludhiana,305,GEN,Punjab,Devinder Singh Garcha,Indian National Congress,597432,372487,62.4 %,73106,19.6%
Machhlishahr,418,GEN,Uttar Pradesh [1947 - 1999],Nageshwar Dwivedi,Indian National Congress,552443,235472,42.6 %,56454,24.0%
Machilipatnam,14,GEN,Andhra Pradesh,Meduri Nageswarrao,Indian National Congress,548112,375631,68.5 %,204874,54.5%
Madhipura,74,GEN,Bihar [1947 - 1999],Rajendra Prasad Yadav,Indian National Congress,597248,320914,53.7 %,27909,8.7%
Madhubani,69,GEN,Bihar [1947 - 1999],Jagannath Mishra,Indian National Congress,595485,358036,60.1 %,87901,24.6%
Madhugiri,256,GEN,Mysore,K. Mallanna,Indian National Congress,539026,304314,56.5 %,210993,69.3%
Madras North,333,GEN,Tamil Nadu,K. Manoharan,Dravida Munetra Kazhagam,691938,457154,66.1 %,51594,11.3%
Madras South,334,GEN,Tamil Nadu,Murasoli Naran,Dravida Munetra Kazhagam,741660,499274,67.3 %,20341,4.1%
Madurai,356,GEN,Tamil Nadu,R. V. Swaminathan,Indian National Congress,657203,468822,71.3 %,72359,15.4%
Maharajganj,62,GEN,Bihar [1947 - 1999],Ramdeo Singh,Samyukta Socialist Party,603066,294836,48.9 %,1008,0.3%
Maharajganj,410,GEN,Uttar Pradesh [1947 - 1999],Sibban Lal Saxena,Independent,493201,197531,40.1 %,39418,20.0%
Mahasamund,180,GEN,Madhya Pradesh [1947 - 1999],Krishna Agrawal,Indian National Congress,522393,180531,34.6 %,15557,8.6%
Mahbubnagar,29,GEN,Andhra Pradesh,J. Rameshwar Rao,Telangana Praja Samithi,560682,275093,49.1 %,17490,6.4%
Mahendragarh,139,GEN,Haryana,Birender Singh,Vishal Haryana,527551,349098,66.2 %,1899,0.5%
Mainpuri,440,GEN,Uttar Pradesh [1947 - 1999],Maharaj Singh,Indian National Congress,532460,209587,39.4 %,69363,33.1%
Malda,462,GEN,West Bengal,Dinesh Chandrajoarder,Communist Party Of India (MARXIST),492836,340623,69.1 %,33766,9.9%
Malegaon,215,ST,Maharashtra,Zamru Manglu Kahandole,Indian National Congress,502086,280612,55.9 %,148079,52.8%
Mandi,498,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,449572,164193,36.5 %,89177,54.3%
Mandla,187,ST,Madhya Pradesh [1947 - 1999],Mangru Uikey,Indian National Congress,493013,122004,24.8 %,10903,8.9%
Mandsaur,203,GEN,Madhya Pradesh [1947 - 1999],Laxminarayan Pandey,Bhartiya Jan Sangh,524764,316436,60.3 %,7603,2.4%
Mandvi,131,ST,Gujarat,Amarsinhbhai Zinabhai Chaudhari,Indian National Congress,456996,275590,60.3 %,11573,4.2%
Mandya,261,GEN,Mysore,S. M. Krishna,Indian National Congress,549931,392751,71.4 %,162162,41.3%
Mangaldai,49,GEN,Assam,Dharani Dhar Das,Indian National Congress,470149,189652,40.3 %,39573,20.9%
Mangalore,264,GEN,Mysore,K. K. Shetty,Indian National Congress,503353,325762,64.7 %,121230,37.2%
Manjeri,152,GEN,Kerala,Muhammad Ismail Sahib,Muslim Leage,560669,256834,45.8 %,119837,46.7%
Marmagao,512,GEN,"Goa, Daman And Diu",Sequeira Erasmo De Jesus Jack,United Goans - Seqveria Group,226313,120226,53.1 %,14245,11.8%
Mathura,445,GEN,Uttar Pradesh [1947 - 1999],Chakleshwar Singh,Indian National Congress,563279,284354,50.5 %,21439,7.5%
Mathurapur,471,SC,West Bengal,Madhurjya Haldar,Communist Party Of India (MARXIST),577659,431325,74.7 %,1585,0.4%
Mavelikara,162,GEN,Kerala,R. Balakrishna Pillai,Kerala Congress,514087,381567,74.2 %,55527,14.6%
Mayuram,362,SC,Tamil Nadu,K. Subravelu,Dravida Munetra Kazhagam,503830,399879,79.4 %,66373,16.6%
Mayurbhanj,277,ST,Orissa,Manmohan Tudu,Indian National Congress,491440,184295,37.5 %,7647,4.1%
Medak,33,GEN,Andhra Pradesh,Mallikarjun,Telangana Praja Samithi,536747,269393,50.2 %,53431,19.8%
Meerut,451,GEN,Uttar Pradesh [1947 - 1999],Shah Nawaz Khan,Indian National Congress,538341,359501,66.8 %,81799,22.8%
Mehsana,119,GEN,Gujarat,Natwarlal Amrutlal Patel,Indian National Congress (ORGANISATION),541900,332863,61.4 %,97314,29.2%
Mettur,347,GEN,Tamil Nadu,G. Bhuvarahan,Indian National Congress,593427,351437,59.2 %,66140,18.8%
Midnapore,486,GEN,West Bengal,Subodh Chandra Hansda,Indian National Congress,529679,364697,68.9 %,22009,6.0%
Miryalguda,41,GEN,Andhra Pradesh,Bhimreddy Narsimha Reddy,Communist Party Of India (MARXIST),532803,338486,63.5 %,7684,2.3%
Mirzapur,425,GEN,Uttar Pradesh [1947 - 1999],Aziz Imam,Indian National Congress,555429,289774,52.2 %,64474,22.2%
Misrikh,388,SC,Uttar Pradesh [1947 - 1999],Sankata Prasad,Indian National Congress,656597,168879,25.7 %,47579,28.2%
Mohanlalganj,391,SC,Uttar Pradesh [1947 - 1999],Ganga Devi,Indian National Congress,512747,171734,33.5 %,59280,34.5%
Monghyr,84,GEN,Bihar [1947 - 1999],Deonandan Prasad Yadav,Indian National Congress,592073,386652,65.3 %,25676,6.6%
Moradabad,378,GEN,Uttar Pradesh [1947 - 1999],Virendra Agarwal,Bhartiya Jan Sangh,524864,244812,46.6 %,21428,8.8%
Morena,167,SC,Madhya Pradesh [1947 - 1999],Hukamchand Kachhway,Bhartiya Jan Sangh,548674,222052,40.5 %,26097,11.8%
Motihari,57,GEN,Bihar [1947 - 1999],Bibhuti Mishra,Indian National Congress,540484,233205,43.2 %,129906,55.7%
Mukundapuram,156,GEN,Kerala,A. C. George,Indian National Congress,527041,375929,71.3 %,72610,19.3%
Murshidabad,464,GEN,West Bengal,Chowdhury Abu Taleb,Independent,498691,287999,57.8 %,20382,7.1%
Muvattpuzha,158,GEN,Kerala,C. M. Stephen,Indian National Congress,500735,321367,64.2 %,38137,11.9%
Muzaffarnagar,453,GEN,Uttar Pradesh [1947 - 1999],Vijay Pal Singh,Communist Party Of India,538144,382202,71.0 %,50279,13.2%
Muzaffarpur,65,GEN,Bihar [1947 - 1999],Nawal Kishore Sinha,Indian National Congress,608535,408728,67.2 %,88574,21.7%
Mysore,263,GEN,Mysore,M. D. Tulsidas,Indian National Congress,503687,297698,59.1 %,145505,48.9%
Nabadwip,467,SC,West Bengal,Bibha Ghosh,Communist Party Of India (MARXIST),576005,391659,68.0 %,10600,2.7%
Nagaland,276,GEN,Nagaland,A. Kevichusa,United Front Of Nagaland,275459,148125,53.8 %,31003,20.9%
Nagapattinam,363,GEN,Tamil Nadu,M. Kathamuthu,Communist Party Of India,517251,416846,80.6 %,87727,21.0%
Nagarkurnool,28,SC,Andhra Pradesh,M. Bheeshmadev,Telangana Praja Samithi,522004,274515,52.6 %,45400,16.5%
Nagaur,332,GEN,Rajasthan,Nathoo Ram,Indian National Congress,622941,417256,67.0 %,100895,24.2%
Nagercoil,371,GEN,Tamil Nadu,K. Kamaraj Nadar,Indian National Congress (ORGANISATION),553220,376278,68.0 %,100553,26.7%
Nagpur,224,GEN,Maharashtra,Jambuwantrao Bapurao Bhote,Forward Bloc,621689,346092,55.7 %,2056,0.6%
Nainital,375,GEN,Uttar Pradesh [1947 - 1999],Krishan Chandra Pant,Indian National Congress,510436,237730,46.6 %,99997,42.1%
Nalanda,88,GEN,Bihar [1947 - 1999],Sedheshwar Prasad,Indian National Congress,631607,391876,62.0 %,129700,33.1%
Nalgonda,40,GEN,Andhra Pradesh,Kancherla Ram Krishna Reddy,Telangana Praja Samithi,544193,323022,59.4 %,5398,1.7%
Nanded,230,GEN,Maharashtra,Venkatrao Babarao Tarodekar,Indian National Congress,590182,350298,59.4 %,130091,37.1%
Nandurbar,216,ST,Maharashtra,Tukaram Huraji Gavit,Indian National Congress,501575,252935,50.4 %,92034,36.4%
Nandyal,27,GEN,Andhra Pradesh,Rendekanti Venkata Subbaiah,Indian National Congress,589874,348303,59.1 %,130456,37.5%
Narasapur,10,GEN,Andhra Pradesh,M. T. Raju,Indian National Congress,610909,400110,65.5 %,192755,48.2%
Narasaraopet,17,GEN,Andhra Pradesh,Maddi Sudarsanam,Indian National Congress,631608,374093,59.2 %,130851,35.0%
Nasik,214,GEN,Maharashtra,Bhanudas Ramchandra Kavde,Indian National Congress,504050,289071,57.4 %,145741,50.4%
Nawada,97,GEN,Bihar [1947 - 1999],Sukhdeo Prasad Verma,Indian National Congress,634509,400431,63.1 %,53281,13.3%
Nellore,19,SC,Andhra Pradesh,Doddav Arapukamakshiah,Indian National Congress,596687,364197,61.0 %,173934,47.8%
New Delhi,504,GEN,Delhi,Mukul Banerji,Indian National Congress,217319,128700,59.2 %,44533,34.6%
Nilgiris,349,GEN,Tamil Nadu,J. Matha Gowder,Dravida Munetra Kazhagam,553870,385628,69.6 %,61094,15.8%
Nizamabad,34,GEN,Andhra Pradesh,Ram Gopal Reddy M.,Indian National Congress,556666,313584,56.3 %,59737,19.0%
Nowgong,51,GEN,Assam,Liladhar Kotoki,Indian National Congress,432645,238326,55.1 %,82817,34.7%
Nowrangpur,288,ST,Orissa,Khagipathi Pradhani,Indian National Congress,554847,140243,25.3 %,9617,6.9%
Ongole,15,GEN,Andhra Pradesh,P. Ankineedu Prasada Rao,Indian National Congress,598524,409854,68.5 %,179894,43.9%
Osmanabad,236,GEN,Maharashtra,Tulshiram Abaji Patil,Indian National Congress,542186,322000,59.4 %,57145,17.7%
Outer Delhi,506,GEN,Delhi,Dalip Singh,Indian National Congress,348585,219317,62.9 %,112302,51.2%
Outer Manipur,515,ST,Manipur,Paokai,Indian National Congress,257421,123090,47.8 %,2042,1.7%
Padrauna,411,GEN,Uttar Pradesh [1947 - 1999],Genda Singh,Indian National Congress,551566,231946,42.1 %,149882,64.6%
Palamau,108,SC,Bihar [1947 - 1999],Kamla Kumari,Indian National Congress,552932,170773,30.9 %,34223,20.0%
Palghat,154,GEN,Kerala,A. K. Gopalan,Communist Party Of India (MARXIST),564890,341486,60.5 %,52266,15.3%
Pali,328,GEN,Rajasthan,Mool Chand Daga,Indian National Congress,591836,311278,52.6 %,38660,12.4%
Panaji,511,GEN,"Goa, Daman And Diu",Kakodkar Purshottam,Indian National Congress,208855,123115,59.0 %,3030,2.5%
Pandharpur,238,SC,Maharashtra,Nivrutti Satvaji Kamble,Republican Party Of India,502026,227757,45.4 %,112372,49.3%
Paravathipuram,2,ST,Andhra Pradesh,Biddika Satyannarayana,Indian National Congress,517345,267804,51.8 %,152128,56.8%
Parbhani,232,GEN,Maharashtra,Shivaji Rao Shankar Rao Deshmukh,Indian National Congress,548794,256728,46.8 %,57295,22.3%
Patan,120,SC,Gujarat,Khemchanbhai Somabhai Chavda,Indian National Congress (ORGANISATION),513692,258340,50.3 %,53482,20.7%
Patiala,307,GEN,Punjab,Sat Pal,Indian National Congress,512694,315949,61.6 %,41697,13.2%
Patna,90,GEN,Bihar [1947 - 1999],Ramavatar Shastri,Communist Party Of India,670979,384186,57.3 %,77426,20.2%
Peddapalli,36,SC,Andhra Pradesh,V. Tulasiram,Telangana Praja Samithi,528948,255637,48.3 %,108731,42.5%
Peermade,159,GEN,Kerala,M. M. Joseph,Kerala Congress,528326,269222,51.0 %,74624,27.7%
Perambalur,359,SC,Tamil Nadu,A. Durairasu,Dravida Munetra Kazhagam,590866,468629,79.3 %,61569,13.1%
Periakulam,354,GEN,Tamil Nadu,S. M. Mohammed Sheriff,Independent,589743,418710,71.0 %,41925,10.0%
Phillaur,304,SC,Punjab,Sadhu Ram,Indian National Congress,521465,310909,59.6 %,105658,34.0%
Phulbani,290,SC,Orissa,Boksi Nayak,Swatantra,515484,161845,31.4 %,20702,12.8%
Phulpur,426,GEN,Uttar Pradesh [1947 - 1999],Vishwa Nath Pratap Singh,Indian National Congress,518385,247593,47.8 %,66780,27.0%
Pilibhit,383,GEN,Uttar Pradesh [1947 - 1999],Mohan Swaroop,Indian National Congress,547076,256630,46.9 %,35530,13.8%
Pollachi,351,GEN,Tamil Nadu,Narayanan,Dravida Munetra Kazhagam,604191,431388,71.4 %,126206,29.3%
Pondicherry,516,GEN,Pondicherry,S. Mohan Kumaramangalam,Indian National Congress,246789,172992,70.1 %,65164,37.7%
Ponnani,153,SC,Kerala,M. K. Krishnan,Communist Party Of India (MARXIST),529191,302569,57.2 %,11923,3.9%
Poona,242,GEN,Maharashtra,Mohan Manikchand Dharia,Indian National Congress,529041,359485,68.0 %,94488,26.3%
Pratapgarh,394,GEN,Uttar Pradesh [1947 - 1999],Dinesh Singh,Indian National Congress,542156,250137,46.1 %,80186,32.1%
Pudukkottai,360,GEN,Tamil Nadu,K. Veeriah,Dravida Munetra Kazhagam,604445,467404,77.3 %,48395,10.4%
Pupri,67,GEN,Bihar [1947 - 1999],Hari Kishore Singh,Indian National Congress,632544,410319,64.9 %,85033,20.7%
Puri,283,GEN,Orissa,Banamali Patanaik,Indian National Congress,570745,303373,53.2 %,46777,15.4%
Purnea,77,GEN,Bihar [1947 - 1999],Mohammad Tahir,Indian National Congress,551113,213754,38.8 %,20164,9.4%
Purulia,488,GEN,West Bengal,Debendra Nath Mahata,Indian National Congress,539571,263046,48.8 %,76043,28.9%
Quilon,164,GEN,Kerala,N. Sreekantan Nair,Revolutionary Socialist Party,543033,314953,58.0 %,112384,35.7%
Rae Bareli,393,GEN,Uttar Pradesh [1947 - 1999],Indira Nehru Gandhi,Indian National Congress,515711,284752,55.2 %,111810,39.3%
Raichur,251,GEN,Mysore,Pampangodda Sakreppa Gowda Athnoor,Indian National Congress,514266,225782,43.9 %,103853,46.0%
Raiganj,460,GEN,West Bengal,Sidhartha Sankar Ray,Indian National Congress,568200,311567,54.8 %,64007,20.5%
Raigarh,177,ST,Madhya Pradesh [1947 - 1999],Umedsingh,Indian National Congress,535544,216043,40.3 %,27655,12.8%
Raipur,181,GEN,Madhya Pradesh [1947 - 1999],Vidyacharan Shukla,Indian National Congress,562162,247737,44.1 %,84904,34.3%
Rajahmundry,8,GEN,Andhra Pradesh,S. B. P. Pattabhi Ramarao,Indian National Congress,575708,394577,68.5 %,196482,49.8%
Rajampet,22,GEN,Andhra Pradesh,Parthasarathi Pothuraju,Indian National Congress,549202,342401,62.4 %,177868,51.9%
Rajapur,204,GEN,Maharashtra,Madhu Dandavate,Praja Socialist Party,399365,225608,56.5 %,3194,1.4%
Rajkot,111,GEN,Gujarat,Ghanshyambhai Oza,Indian National Congress,534724,236888,44.3 %,67479,28.5%
Rajmahal,79,ST,Bihar [1947 - 1999],Iswar Marandi,Indian National Congress,490794,129061,26.3 %,18765,14.5%
Rajnandgaon,185,GEN,Madhya Pradesh [1947 - 1999],Ramsahai Pandey,Indian National Congress,540124,276578,51.2 %,98970,35.8%
Ramanathapuram,366,GEN,Tamil Nadu,P. K. Mookkiah Thevar,Forward Bloc,570111,371556,65.2 %,69155,18.6%
Rampur,379,GEN,Uttar Pradesh [1947 - 1999],Zulfiquar Ali Khan,Indian National Congress,552912,359825,65.1 %,64340,17.9%
Ramsanehighat,399,SC,Uttar Pradesh [1947 - 1999],Baij Nath Kureel,Indian National Congress,521620,184524,35.4 %,39829,21.6%
Ramtek,223,GEN,Maharashtra,Amrut Ganpat Sonar,Indian National Congress,527016,348770,66.2 %,231742,66.4%
Ranchi,103,GEN,Bihar [1947 - 1999],Prashant Kumar Ghosh,Indian National Congress,546790,189739,34.7 %,16420,8.7%
Ratnagiri,205,GEN,Maharashtra,Shantaram Laxuman Peje,Indian National Congress,474731,284476,59.9 %,88238,31.0%
Rewa,173,GEN,Madhya Pradesh [1947 - 1999],Maharaja Martand Singh,Independent,598292,368366,61.6 %,199694,54.2%
Robertsganj,424,SC,Uttar Pradesh [1947 - 1999],Ram Swaroop,Indian National Congress,554094,200856,36.3 %,34577,17.2%
Rohtak,136,GEN,Haryana,Mukhtiar Singh,Bhartiya Jan Sangh,514278,329327,64.0 %,4671,1.4%
Ropar,306,SC,Punjab,Buta Singh,Indian National Congress,524476,325587,62.1 %,41250,12.7%
Rosera,72,SC,Bihar [1947 - 1999],Ram Bhagat Paswan,Indian National Congress,577300,245755,42.6 %,31707,12.9%
Sabarkantha,122,GEN,Gujarat,Chandulal Chunilal Desai,Indian National Congress (ORGANISATION),450410,284190,63.1 %,14378,5.1%
Sagar,190,SC,Madhya Pradesh [1947 - 1999],Sahodra Bai Rai,Indian National Congress,531923,267100,50.2 %,59722,22.4%
Saharanpur,455,SC,Uttar Pradesh [1947 - 1999],Sunder Lall,Indian National Congress,541422,250997,46.4 %,147390,58.7%
