pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
Sikar,5,GEN,Rajasthan,Amraram,Communist Party Of India (Marxist),2214900,1300856,58.70%,72896.0,5.60%,DALLA RAM,male,68.0,RJ2024PC05
Tonk-Sawai Mad,12,GEN,Rajasthan,Harish Chandra Meena,Indian National Congress,2148128,1226584,57.10%,64949.0,5.30%,Shrinarayan,male,69.0,RJ2024PC12
Udaipur,19,ST,Rajasthan,Manna Lal Rawat,Bharatiya Janta Party,2230971,1498376,67.20%,261608.0,17.50%,GOTAM LAL,male,52.0,RJ2024PC19
Sikkim,1,GEN,Sikkim,Indra Hang Subba,Sikkim Krantikari Morcha,464140,384893,82.90%,80830.0,21.00%,INDRA BDR SUBBA,male,35.0,SK2024PC01
Arakkonam,7,GEN,Tamil Nadu,S Jagathratchakan,Dravida Munnetra Kazhagam,1562871,1163822,74.50%,306559.0,26.30%,SWAMIKANNU,male,76.0,TN2024PC07
Arani,12,GEN,Tamil Nadu,Tharaniventhan M S,Dravida Munnetra Kazhagam,1496118,1140261,76.20%,208766.0,18.30%,SWAMYNATHAN,male,59.0,TN2024PC12
Chennai Centra,4,GEN,Tamil Nadu,Dayanidhi Maran,Dravida Munnetra Kazhagam,1350161,730549,54.10%,244689.0,33.50%,MURASOLI MARAN,male,57.0,TN2024PC04
Chennai North,2,GEN,Tamil Nadu,Dr.Kalanidhi Veeraswamy,Dravida Munnetra Kazhagam,1496224,902489,60.30%,339222.0,37.60%,ARCOT N VEERASAMI,male,54.0,TN2024PC02
Chennai South,3,GEN,Tamil Nadu,T.Sumathy (ALIAS) THAMIZHACHI THANGAPANDIAN,Dravida Munnetra Kazhagam,2023133,1099321,54.30%,225945.0,20.60%,THANGAPANDIAN V,female,61.0,TN2024PC03
Chidambaram,27,SC,Tamil Nadu,Thirumaavalavan Thol,Viduthalai Chiruthaigal Katchi,1519847,1167071,76.80%,103554.0,8.90%,THOLKAAPPIYAN,male,61.0,TN2024PC27
Coimbatore,20,GEN,Tamil Nadu,Ganapathy Rajkumar P,Dravida Munnetra Kazhagam,2106124,1372833,65.20%,118068.0,8.60%,Palanisamy,male,58.0,TN2024PC20
Cuddalore,26,GEN,Tamil Nadu,M.K. Vishnuprasad,Indian National Congress,1412746,1031563,73.00%,185896.0,18.00%,KRISHNASAMY,male,51.0,TN2024PC26
Dharmapuri,10,GEN,Tamil Nadu,Mani. A.,Dravida Munnetra Kazhagam,1524896,1247832,81.80%,21300.0,1.70%,Aarimuthugoundar,male,55.0,TN2024PC10
Dindigul,22,GEN,Tamil Nadu,Sachithanantham R,Communist Party Of India (Marxist),1607051,1149621,71.50%,443821.0,38.60%,Rathinavel,male,53.0,TN2024PC22
Erode,17,GEN,Tamil Nadu,K E Prakash,Dravida Munnetra Kazhagam,1538778,1093423,71.10%,236566.0,21.60%,,,,TN2024PC17
Kallakurichi,14,GEN,Tamil Nadu,Malaiyarasan D,Dravida Munnetra Kazhagam,1568681,1249568,79.70%,53784.0,4.30%,DEVARASU,male,48.0,TN2024PC14
Kancheepuram,6,SC,Tamil Nadu,Selvam. G,Dravida Munnetra Kazhagam,1748866,1259578,72.00%,221473.0,17.60%,GANESAN,male,49.0,TN2024PC06
Kanniyakumari,39,GEN,Tamil Nadu,Vijayakumar (Alias) VIJAY VASANTH,Indian National Congress,1557915,1029055,66.10%,179907.0,17.50%,Vasantha Kumar H,male,40.0,TN2024PC39
Karur,23,GEN,Tamil Nadu,Jothimani. S,Indian National Congress,1429790,1132045,79.10%,166816.0,14.70%,Sennimalai,female,48.0,TN2024PC23
Krishnagiri,9,GEN,Tamil Nadu,Gopinath K,Indian National Congress,1623179,1166156,71.80%,192486.0,16.50%,Kondappa Naidu,male,61.0,TN2024PC09
Madurai,32,GEN,Tamil Nadu,Venkatesan S,Communist Party Of India (Marxist),1582271,986969,62.40%,209409.0,21.20%,SUBBURAM,male,54.0,TN2024PC32
Mayiladuthurai,28,GEN,Tamil Nadu,Sudha R,Indian National Congress,1545568,1087708,70.40%,271183.0,24.90%,RAMAKRISHNAN,female,46.0,TN2024PC28
Nagapattinam,29,SC,Tamil Nadu,Selvaraj V,Communist Party Of India,1345120,973011,72.30%,208957.0,21.50%,VAITHILINGAM,male,62.0,TN2024PC29
Namakkal,16,GEN,Tamil Nadu,Matheswaran V S,Dravida Munnetra Kazhagam,1452562,1146303,78.90%,29112.0,2.50%,SELLAPPAN,male,51.0,TN2024PC16
Nilgiris,19,SC,Tamil Nadu,Raja A,Dravida Munnetra Kazhagam,1428387,1018906,71.30%,240585.0,23.60%,ANDIMUTHU S K,male,60.0,TN2024PC19
Perambalur,25,GEN,Tamil Nadu,Arun Nehru,Dravida Munnetra Kazhagam,1446352,1129226,78.00%,389107.0,34.50%,K N NEHRU,male,40.0,TN2024PC25
Pollachi,21,GEN,Tamil Nadu,Eswarasamy K,Dravida Munnetra Kazhagam,1597467,1126045,70.40%,252042.0,22.40%,KARUPPUSAMY,male,47.0,TN2024PC21
Ramanathapuram,35,GEN,Tamil Nadu,Navaskani K,Indian Union Muslim League,1617688,1109853,68.60%,166782.0,15.00%,KHADER MEERA KANI,male,44.0,TN2024PC35
Salem,15,GEN,Tamil Nadu,Selvaganapathi T M,Dravida Munnetra Kazhagam,1658681,1304844,78.70%,70357.0,5.40%,MUTHUSAMY,male,65.0,TN2024PC15
Sivaganga,31,GEN,Tamil Nadu,Karti P Chidambaram,Indian National Congress,1633857,1053419,64.50%,205664.0,19.50%,P CHIDAMBARAM,male,52.0,TN2024PC31
Sriperumbudur,5,GEN,Tamil Nadu,T R Baalu,Dravida Munnetra Kazhagam,2382119,1440935,60.50%,487029.0,33.80%,RAJU THEVAR,male,82.0,TN2024PC05
Tenkasi,37,SC,Tamil Nadu,Dr Rani Sri Kumar,Dravida Munnetra Kazhagam,1525439,1039119,68.10%,196199.0,18.90%,,,,TN2024PC37
Thanjavur,30,GEN,Tamil Nadu,Murasoli S,Dravida Munnetra Kazhagam,1501226,1028706,68.50%,319583.0,31.10%,SHANMUGASUNDARAM K,male,46.0,TN2024PC30
Theni,33,GEN,Tamil Nadu,Thanga Tamilselvan,Dravida Munnetra Kazhagam,1622949,1141219,70.30%,278825.0,24.40%,THANGAVEL,male,63.0,TN2024PC33
Thiruvallur,1,SC,Tamil Nadu,Sasikanth Senthil,Indian National Congress,2085991,1417812,68.00%,572155.0,40.40%,SHANMUGAM,male,44.0,TN2024PC01
Thoothukkudi,36,GEN,Tamil Nadu,Kanimozhi Karunanidhi,Dravida Munnetra Kazhagam,1458430,978526,67.10%,392738.0,40.10%,Karunanidhi,female,56.0,TN2024PC36
Tiruchirappall,24,GEN,Tamil Nadu,Durai Vaiko,Marumalarchi Dravida Munnetra Kazhagam,1553985,1055964,68.00%,313094.0,29.70%,Vaiko,male,51.0,TN2024PC24
Tirunelveli,38,GEN,Tamil Nadu,Robert Bruce C,Indian National Congress,1654503,1067448,64.50%,165620.0,15.50%,Chellappan,male,62.0,TN2024PC38
Tiruppur,18,GEN,Tamil Nadu,"Subbarayan, K.",Communist Party Of India,1608521,1142549,71.00%,125928.0,11.00%,Kuppusamy,male,76.0,TN2024PC18
Tiruvannamalai,11,GEN,Tamil Nadu,"Annadurai, C.N.",Dravida Munnetra Kazhagam,1533099,1146273,74.70%,233931.0,20.40%,C NATARAJAN,male,50.0,TN2024PC11
Vellore,8,GEN,Tamil Nadu,Dm Kathir Anand,Dravida Munnetra Kazhagam,1528273,1129458,73.90%,215702.0,19.10%,Duraimurugan,male,48.0,TN2024PC08
Viluppuram,13,SC,Tamil Nadu,Ravikumar. D,Viduthalai Chiruthaigal Katchi,1503115,1152667,76.70%,70703.0,6.10%,DURAISAMY,male,63.0,TN2024PC13
Virudhunagar,34,GEN,Tamil Nadu,Manickam Tagore B,Indian National Congress,1501942,1061901,70.70%,4379.0,0.40%,BAGIRATHA NATCHIAPPAN,male,49.0,TN2024PC34
Adilabad,1,ST,Telangana,Godam Nagesh,Bharatiya Janta Party,1650175,1235597,74.90%,90652.0,7.30%,GODAM RAMA RAO,male,59.0,TG2024PC01
Bhongir,14,GEN,Telangana,Chamala Kiran Kumar Reddy,Indian National Congress,1808585,1401396,77.50%,222170.0,15.90%,CHAMALA VASU DEVA REDDY,male,47.0,TG2024PC14
Chelvella,10,GEN,Telangana,Konda Vishweshwar Reddy,Bharatiya Janta Party,2938370,1675354,57.00%,172897.0,10.30%,K MADHAVA REDDY,male,64.0,TG2024PC10
Hyderabad,9,GEN,Telangana,Asaduddin Owaisi,All India Majlis-E-Ittehadul Muslimeen,2217094,1080324,48.70%,338087.0,31.30%,LATE SULTAN SALAHUDDIN OWAISI,male,54.0,TG2024PC09
Karimnagar,3,GEN,Telangana,Bandi Sanjay Kumar,Bharatiya Janta Party,1797150,1312852,73.10%,225209.0,17.20%,LATE NARSAIAH,male,52.0,TG2024PC03
Khammam,17,GEN,Telangana,Ramasahayam Raghuram Reddy,Indian National Congress,1631039,1251283,76.70%,467847.0,37.40%,RAMASAHAYAM SURENDER REDDY,male,63.0,TG2024PC17
Mahabubabad,16,ST,Telangana,Balram Naik Porika,Indian National Congress,1532366,1108786,72.40%,349165.0,31.50%,LACHU NAIK,male,60.0,TG2024PC16
Mahbubnagar,11,GEN,Telangana,Aruna. D. K,Bharatiya Janta Party,1682470,1226078,72.90%,4500.0,0.40%,D.K. BHARAT SIMHA REDDY,female,64.0,TG2024PC11
Malkajgiri,7,GEN,Telangana,Eatala Rajender,Bharatiya Janta Party,3779596,1933843,51.20%,391475.0,20.20%,MALLAIAH ALIAS PEDDA MALLAIAH,male,60.0,TG2024PC07
Medak,6,GEN,Telangana,Madhavaneni Raghunandan Rao,Bharatiya Janta Party,1828210,1386239,75.80%,39139.0,2.80%,M. BHAGAVANTHA RAO,male,59.0,TG2024PC06
Nagarkurnool,12,SC,Telangana,Dr.Mallu Ravi,Indian National Congress,1738254,1219223,70.10%,94414.0,7.70%,MALLU AKHILANDA,male,73.0,TG2024PC12
Nalgonda,13,GEN,Telangana,Kunduru Raghuveer,Indian National Congress,1725465,1296324,75.10%,559905.0,43.20%,JANAREDDY,male,44.0,TG2024PC13
Nizamabad,4,GEN,Telangana,Arvind Dharmapuri,Bharatiya Janta Party,1704867,1233581,72.40%,109241.0,8.90%,DHARMAPURI SRINIVAS,male,47.0,TG2024PC04
Peddapalle,2,SC,Telangana,Vamsi Krishna Gaddam,Indian National Congress,1596430,1095295,68.60%,131364.0,12.00%,VIVEKANAND GADDAM,male,35.0,TG2024PC02
Secundrabad,8,GEN,Telangana,G. Kishan Reddy,Bharatiya Janta Party,2120401,1047659,49.40%,49944.0,4.80%,Late Sri Gangapuram Swamy Reddy,male,63.0,TG2024PC08
Warangal,15,SC,Telangana,Kadiyam Kavya,Indian National Congress,1824466,1267946,69.50%,220339.0,17.40%,MOHAMMAD NAZEERULLA,female,41.0,TG2024PC15
Zahirabad,5,GEN,Telangana,Suresh Kumar Shetkar,Indian National Congress,1641410,1236593,75.30%,46188.0,3.70%,SHIV RAO SHETKAR,male,63.0,TG2024PC05
Tripura East,2,ST,Tripura,Kriti Devi Debbarman,Bharatiya Janta Party,1396761,1134345,81.20%,486819.0,42.90%,Yogeshwar Raj Singh,female,52.0,TR2024PC02
Tripura West,1,GEN,Tripura,Biplab Kumar Deb,Bharatiya Janta Party,1463526,1209809,82.70%,611578.0,50.60%,Late Hirudhan Deb,male,53.0,TR2024PC01
Agra,18,SC,Uttar Pradesh [2000 Onwards],Prof S P Singh Baghel,Bharatiya Janta Party,2072685,1123779,54.20%,271294.0,24.10%,RAM BHAROSE DHANGAR,male,63.0,UP2024PC18
Akbarpur,44,GEN,Uttar Pradesh [2000 Onwards],Devendra Singh Alias Bhole Singh,Bharatiya Janta Party,1869167,1086953,58.20%,44345.0,4.10%,DARSHAN SINGH,male,70.0,UP2024PC44
Aligarh,15,GEN,Uttar Pradesh [2000 Onwards],Satish Kumar Gautam,Bharatiya Janta Party,1997234,1133366,56.70%,15647.0,1.40%,DAMODAR GAUTAM,male,51.0,UP2024PC15
Allahabad,52,GEN,Uttar Pradesh [2000 Onwards],Ujjwal Raman Singh,Indian National Congress,1825730,947000,51.90%,58795.0,6.20%,KU REWATI RAMAN SINGH,male,51.0,UP2024PC52
Ambedkar Nagar,55,GEN,Uttar Pradesh [2000 Onwards],Lalji Verma,Samajwadi Party,1911297,1177062,61.60%,137247.0,11.70%,Ram Adhar Verma,male,68.0,UP2024PC55
Amethi,37,GEN,Uttar Pradesh [2000 Onwards],Kishori Lal,Indian National Congress,1796098,980671,54.60%,167196.0,17.00%,Amarnath,male,62.0,UP2024PC37
Amroha,9,GEN,Uttar Pradesh [2000 Onwards],Kanwar Singh Tanwar,Bharatiya Janta Party,1716641,1110690,64.70%,28670.0,2.60%,HUKUM CHAND TANWAR,male,63.0,UP2024PC09
Aonla,24,GEN,Uttar Pradesh [2000 Onwards],Neeraj Maurya,Samajwadi Party,1891713,1088896,57.60%,15969.0,1.50%,NALINISH KUMAR,male,55.0,UP2024PC24
Azamgarh,69,GEN,Uttar Pradesh [2000 Onwards],Dharmendra Yadav,Samajwadi Party,1868165,1054520,56.50%,161035.0,15.30%,ABHAY RAM,male,45.0,UP2024PC69
Badaun,23,GEN,Uttar Pradesh [2000 Onwards],Aditya Yadav,Samajwadi Party,2008758,1091764,54.40%,34991.0,3.20%,SHIVPAL SINGH YADAV,male,35.0,UP2024PC23
Baghpat,11,GEN,Uttar Pradesh [2000 Onwards],Dr Rajkumar Sangwan,Rashtriya Lok Dal,1653146,933773,56.50%,159459.0,17.10%,SAHAB SINGH,male,63.0,UP2024PC11
Baharaich,56,SC,Uttar Pradesh [2000 Onwards],Anand Kumar,Bharatiya Janta Party,1838684,1056566,57.50%,64227.0,6.10%,AKSHAIBAR LAL,male,49.0,UP2024PC56
Ballia,72,GEN,Uttar Pradesh [2000 Onwards],Sanatan Pandey,Samajwadi Party,1923645,1007322,52.40%,43384.0,4.30%,RAMJI,male,61.0,UP2024PC72
Banda,48,GEN,Uttar Pradesh [2000 Onwards],Krishna Devi Shivshanker Patel,Samajwadi Party,1747425,1044132,59.80%,71210.0,6.80%,Shivshankar,female,54.0,UP2024PC48
Bansgaon,67,SC,Uttar Pradesh [2000 Onwards],Kamlesh Paswan,Bharatiya Janta Party,1820854,944763,51.90%,3150.0,0.30%,LATE-OM PRAKASH PASWAN,male,47.0,UP2024PC67
Barabanki,53,SC,Uttar Pradesh [2000 Onwards],Tanuj Punia,Indian National Congress,1918491,1290634,67.30%,215704.0,16.70%,P. L. PUNIA,male,39.0,UP2024PC53
Bareilly,25,GEN,Uttar Pradesh [2000 Onwards],Chhatra Pal Singh Gangwar,Bharatiya Janta Party,1924434,1119558,58.20%,34804.0,3.10%,RAM LAL,male,68.0,UP2024PC25
Basti,61,GEN,Uttar Pradesh [2000 Onwards],Ram Prasad Chaudhary,Samajwadi Party,1902898,1082870,56.90%,100994.0,9.30%,MANIK RAM CHAUDHARY,male,70.0,UP2024PC61
Bhadohi,78,GEN,Uttar Pradesh [2000 Onwards],Dr. Vinod Kumar Bind,Bharatiya Janta Party,2037925,1084993,53.20%,44072.0,4.10%,SACHANU,male,50.0,UP2024PC78
Bijnor,4,GEN,Uttar Pradesh [2000 Onwards],Chandan Chauhan,Rashtriya Lok Dal,1738307,1024432,58.90%,37508.0,3.70%,SANJAY CHAUHAN,male,35.0,UP2024PC04
Bulandshahr,14,SC,Uttar Pradesh [2000 Onwards],Dr Bhola Singh,Bharatiya Janta Party,1859462,1054399,56.70%,275134.0,26.10%,KISHAN LAL,male,46.0,UP2024PC14
Chandauli,76,GEN,Uttar Pradesh [2000 Onwards],Birendra Singh,Samajwadi Party,1843196,1116499,60.60%,21565.0,1.90%,JAGDISH SINGH,male,65.0,UP2024PC76
Deoria,66,GEN,Uttar Pradesh [2000 Onwards],Shashank Mani,Bharatiya Janta Party,1873821,1043308,55.70%,34842.0,3.30%,SHRIPRAKASH,male,54.0,UP2024PC66
Dhaurahra,29,GEN,Uttar Pradesh [2000 Onwards],Anand Bhadauriya,Samajwadi Party,1719345,1111847,64.70%,4449.0,0.40%,LAL BAHADUR SINGH,male,46.0,UP2024PC29
Domariyaganj,60,GEN,Uttar Pradesh [2000 Onwards],Jagdambika Pal,Bharatiya Janta Party,1961845,1018965,51.90%,42728.0,4.20%,SURYA BAKSH,male,74.0,UP2024PC60
Etah,22,GEN,Uttar Pradesh [2000 Onwards],Devesh Shakya,Samajwadi Party,1700524,1010381,59.40%,28052.0,2.80%,LATE SHRI BABURAM SHAKYA,male,42.0,UP2024PC22
Etawah,41,SC,Uttar Pradesh [2000 Onwards],Jitendra Kumar Dohare,Samajwadi Party,1828498,1033784,56.50%,58419.0,5.70%,RAMAUTAR,male,57.0,UP2024PC41
Faizabad,54,GEN,Uttar Pradesh [2000 Onwards],Awadhesh Prasad,Samajwadi Party,1927459,1140661,59.20%,54567.0,4.80%,DUKHIRAM,male,79.0,UP2024PC54
Farrukhabad,40,GEN,Uttar Pradesh [2000 Onwards],Mukesh Rajput,Bharatiya Janta Party,1747182,1033794,59.20%,2678.0,0.30%,Lajjaram,male,55.0,UP2024PC40
Fatehpur,49,GEN,Uttar Pradesh [2000 Onwards],Naresh Chandra Uttam Patel,Samajwadi Party,1938563,1106944,57.10%,33199.0,3.00%,ROSHAN LAL UTTAM,male,68.0,UP2024PC49
Fatehpur Sikri,19,GEN,Uttar Pradesh [2000 Onwards],Rajkumar Chahar,Bharatiya Janta Party,1798823,1034155,57.50%,43405.0,4.20%,DEEWAN SINGH,male,56.0,UP2024PC19
Firozabad,20,GEN,Uttar Pradesh [2000 Onwards],Akshaya Yadav,Samajwadi Party,1890772,1107296,58.60%,89312.0,8.10%,PROF RAM GOPAL YADAV,male,37.0,UP2024PC20
Gautam Buddha Nagar,13,GEN,Uttar Pradesh [2000 Onwards],Dr. Mahesh Sharma,Bharatiya Janta Party,2675148,1437244,53.70%,559472.0,38.90%,KAILASH CHAND SHARMA,male,64.0,UP2024PC13
Ghaziabad,12,GEN,Uttar Pradesh [2000 Onwards],Atul Garg,Bharatiya Janta Party,2945487,1470430,49.90%,336965.0,22.90%,LATE SRI DINESH CHANDER GARG,male,66.0,UP2024PC12
Ghazipur,75,GEN,Uttar Pradesh [2000 Onwards],Afzal Ansari,Samajwadi Party,2074883,1153094,55.60%,124861.0,10.80%,SUBHANULLAH ANSARI,male,70.0,UP2024PC75
Ghosi,70,GEN,Uttar Pradesh [2000 Onwards],Rajeev Rai,Samajwadi Party,2083928,1150590,55.20%,162943.0,14.20%,RAJNARAIN RAI,male,54.0,UP2024PC70
Gonda,59,GEN,Uttar Pradesh [2000 Onwards],Kirtivardhan Singh,Bharatiya Janta Party,1843121,952884,51.70%,46224.0,4.90%,KUNWAR ANAND SINGH,male,58.0,UP2024PC59
Gorakhpur,64,GEN,Uttar Pradesh [2000 Onwards],Ravindra Shukla Alias Ravi Kishan,Bharatiya Janta Party,2097202,1154413,55.10%,103526.0,9.00%,SHYAM NARAYAN SHUKLA,male,55.0,UP2024PC64
Hamirpur,47,GEN,Uttar Pradesh [2000 Onwards],Ajendra Singh Lodhi,Samajwadi Party,1839761,1115299,60.60%,2629.0,0.20%,CHANDRA NARAYAN SINGH,male,53.0,UP2024PC47
Hardoi,31,SC,Uttar Pradesh [2000 Onwards],Jai Prakash,Bharatiya Janta Party,1910485,1100116,57.60%,27856.0,2.50%,LATE JAGANNATH PRASAD,male,66.0,UP2024PC31
Hathras,16,SC,Uttar Pradesh [2000 Onwards],Anoop Pradhan Balmiki,Bharatiya Janta Party,1938080,1082720,55.90%,247318.0,22.80%,LAHORI,male,44.0,UP2024PC16
Jalaun,45,SC,Uttar Pradesh [2000 Onwards],Narayan Das Ahirwar,Samajwadi Party,2006161,1128949,56.30%,53898.0,4.80%,RAJA RAM,male,63.0,UP2024PC45
Jaunpur,73,GEN,Uttar Pradesh [2000 Onwards],Babu Singh Kushwaha,Samajwadi Party,1977237,1101788,55.70%,99335.0,9.00%,BHAGVAT PRASAD,male,57.0,UP2024PC73
Jhansi,46,GEN,Uttar Pradesh [2000 Onwards],Anurag Sharma,Bharatiya Janta Party,2161221,1380506,63.90%,102614.0,7.40%,Pt Vishwanath Sharma,male,59.0,UP2024PC46
Kairana,2,GEN,Uttar Pradesh [2000 Onwards],Iqra Choudhary,Samajwadi Party,1722432,1079806,62.70%,69116.0,6.40%,Munawwar Hasan,female,29.0,UP2024PC02
Kaiserganj,57,GEN,Uttar Pradesh [2000 Onwards],Karan Bhushan Singh,Bharatiya Janta Party,1904726,1062099,55.80%,148843.0,14.00%,BRIJBHUSHAN SHARAN SINGH,male,33.0,UP2024PC57
Kannauj,42,GEN,Uttar Pradesh [2000 Onwards],Akhilesh Yadav,Samajwadi Party,1988925,1217833,61.20%,170922.0,14.00%,Mulayam Singh Yadav,male,50.0,UP2024PC42
Kanpur,43,GEN,Uttar Pradesh [2000 Onwards],Ramesh Awasthi,Bharatiya Janta Party,1662859,887396,53.40%,20968.0,2.40%,RAJENDRA PRASAD,male,56.0,UP2024PC43
Kaushambi,50,SC,Uttar Pradesh [2000 Onwards],Pushpendra Saroj,Samajwadi Party,1909620,1009329,52.90%,103944.0,10.30%,INDRAJEET SAROJ,male,25.0,UP2024PC50
Kheri,28,GEN,Uttar Pradesh [2000 Onwards],Utkarsh Verma Madhur,Samajwadi Party,1870170,1213359,64.90%,34329.0,2.80%,,,,UP2024PC28
Kushi Nagar,65,GEN,Uttar Pradesh [2000 Onwards],Vijay Kumar Dubay,Bharatiya Janta Party,1875222,1080483,57.60%,81790.0,7.60%,HARI PRASAD,male,57.0,UP2024PC65
Lalganj,68,SC,Uttar Pradesh [2000 Onwards],Daroga Prasad Saroj,Samajwadi Party,1838882,1003438,54.60%,115023.0,11.50%,TILESSAR,male,71.0,UP2024PC68
Lucknow,35,GEN,Uttar Pradesh [2000 Onwards],Raj Nath Singh,Bharatiya Janta Party,2172171,1136892,52.30%,135159.0,11.90%,Late Ram Badan Singh,male,72.0,UP2024PC35
Machhlishahr,74,SC,Uttar Pradesh [2000 Onwards],Priya Saroj,Samajwadi Party,1940605,1060063,54.60%,35850.0,3.40%,TUFANI SAROJ,female,25.0,UP2024PC74
Maharajganj,63,GEN,Uttar Pradesh [2000 Onwards],Pankaj Chaudhary,Bharatiya Janta Party,2004050,1210451,60.40%,35451.0,2.90%,BHAGWATI CHAUDHARY,male,59.0,UP2024PC63
Mainpuri,21,GEN,Uttar Pradesh [2000 Onwards],Dimple Yadav,Samajwadi Party,1790797,1054011,58.90%,221639.0,21.00%,AKHILESH YADAV,female,46.0,UP2024PC21
Mathura,17,GEN,Uttar Pradesh [2000 Onwards],Hemamalini Dharmendra Deol,Bharatiya Janta Party,1929550,957046,49.60%,293407.0,30.70%,DHARMENDRA DEOL,female,74.0,UP2024PC17
Meerut,10,GEN,Uttar Pradesh [2000 Onwards],Arun Govil,Bharatiya Janta Party,2000530,1182479,59.10%,10585.0,0.90%,CHANDRAPRAKASH GOVIL,male,72.0,UP2024PC10
Mirzapur,79,GEN,Uttar Pradesh [2000 Onwards],Anupriya Patel,Apna Dal (Soneylal),1906327,1105405,58.00%,37810.0,3.40%,ASHISH KUMAR SINGH,female,43.0,UP2024PC79
Misrikh,32,SC,Uttar Pradesh [2000 Onwards],Ashok Kumar Rawat,Bharatiya Janta Party,1878195,1051983,56.00%,33406.0,3.20%,GOVARDHAN LAL,male,57.0,UP2024PC32
Mohanlalganj,34,SC,Uttar Pradesh [2000 Onwards],R.K. Chaudhary,Samajwadi Party,2187232,1377452,63.00%,70292.0,5.10%,,,,UP2024PC34
Moradabad,6,GEN,Uttar Pradesh [2000 Onwards],Ruchi Vira,Samajwadi Party,2059578,1283185,62.30%,105762.0,8.20%,UDAYAN VIRA,female,62.0,UP2024PC06
Muzaffarnagar,3,GEN,Uttar Pradesh [2000 Onwards],Harendra Singh Malik,Samajwadi Party,1817472,1078669,59.40%,24672.0,2.30%,JAGJIT SINGH,male,69.0,UP2024PC03
Nagina,5,SC,Uttar Pradesh [2000 Onwards],Chandrashekhar,Aazad Samaj Party (Kanshi Ram),1644909,1001303,60.90%,151473.0,15.10%,GORDHAN DAS,male,36.0,UP2024PC05
Phulpur,51,GEN,Uttar Pradesh [2000 Onwards],Praveen Patel,Bharatiya Janta Party,2067043,1014824,49.10%,4332.0,0.40%,MAHENDRA PRATAP SINGH,male,45.0,UP2024PC51
Pilibhit,26,GEN,Uttar Pradesh [2000 Onwards],Jitin Prasada,Bharatiya Janta Party,1831699,1160947,63.40%,164935.0,14.20%,Kunwar Jitendra Prasad,male,50.0,UP2024PC26
Pratapgarh,39,GEN,Uttar Pradesh [2000 Onwards],Shiv Pal Singh Patel (DR. S P SINGH),Samajwadi Party,1833312,947288,51.70%,66206.0,7.00%,RAM LAL SINGH,male,68.0,UP2024PC39
Rae Bareli,36,GEN,Uttar Pradesh [2000 Onwards],Rahul Gandhi,Indian National Congress,1784314,1039219,58.20%,390030.0,37.50%,RAJIV GANDHI,male,53.0,UP2024PC36
Rampur,7,GEN,Uttar Pradesh [2000 Onwards],Mohibbullah,Samajwadi Party,1731836,968079,55.90%,87434.0,9.00%,MOHAMMAD ALI,male,48.0,UP2024PC07
Robertsganj,80,SC,Uttar Pradesh [2000 Onwards],Chhotelal,Samajwadi Party,1779189,1009545,56.70%,129234.0,12.80%,RAMDHANI,male,51.0,UP2024PC80
Saharanpur,1,GEN,Uttar Pradesh [2000 Onwards],Imran Masood,Indian National Congress,1855310,1229455,66.30%,64542.0,5.20%,,,,UP2024PC01
Salempur,71,GEN,Uttar Pradesh [2000 Onwards],Ramashankar Rajbhar,Samajwadi Party,1776982,917362,51.60%,3573.0,0.40%,BANGALI,male,63.0,UP2024PC71
Sambhal,8,GEN,Uttar Pradesh [2000 Onwards],Zia Ur Rehman,Samajwadi Party,1898202,1194983,63.00%,121494.0,10.20%,Mamlook Ur Rahman,male,35.0,UP2024PC08
Sant Kabir Nagar,62,GEN,Uttar Pradesh [2000 Onwards],Laxmikant Pappu Nishad,Samajwadi Party,2071964,1091202,52.70%,92170.0,8.40%,SATAI PRASAD,male,51.0,UP2024PC62
Shahjahanpur,27,SC,Uttar Pradesh [2000 Onwards],Arun Kumar Sagar,Bharatiya Janta Party,2331834,1247902,53.50%,55379.0,4.40%,CHHOTE LAL,male,47.0,UP2024PC27
Shrawasti,58,GEN,Uttar Pradesh [2000 Onwards],Ram Shiromani Verma,Samajwadi Party,1980381,1046528,52.80%,76673.0,7.30%,,,,UP2024PC58
Sitapur,30,GEN,Uttar Pradesh [2000 Onwards],Rakesh Rathor,Indian National Congress,1759943,1102015,62.60%,89641.0,8.10%,SUNDAR LAL,male,60.0,UP2024PC30
Sultanpur,38,GEN,Uttar Pradesh [2000 Onwards],Rambhual Nishad,Samajwadi Party,1852590,1033387,55.80%,43174.0,4.20%,JAGDISH,male,64.0,UP2024PC38
Unnao,33,GEN,Uttar Pradesh [2000 Onwards],Swami Sachchidanand Hari Sakshi,Bharatiya Janta Party,2341740,1302271,55.60%,35818.0,2.80%,SWAMI ATMANAND JI MAHARAJ,male,68.0,UP2024PC33
Varanasi,77,GEN,Uttar Pradesh [2000 Onwards],Narendra Modi,Bharatiya Janta Party,1997578,1130143,56.60%,152513.0,13.50%,DAMODARDAS MODI,male,73.0,UP2024PC77
Almora,3,SC,Uttarakhand,Ajay Tamta,Bharatiya Janta Party,1339327,668497,49.90%,234097.0,35.00%,MANOHAR LAL TAMTA,male,51.0,UK2024PC03
