PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Ganga Charan S/o Ram Swaroop,Bharatiya Janta Party,1041426,587089,56.4 %,18137,3.1%
Hanamkonda,38,GEN,Andhra Pradesh,Chada Suresh Reddy,Telugu Desam,1116538,630487,56.5 %,45491,7.2%
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chand Tomar,Bharatiya Janta Party,1529259,774838,50.7 %,161962,20.9%
Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Usha Varma,Samajwadi Party,1086533,568582,52.3 %,15426,2.7%
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Harpal Singh Sathi,Bharatiya Janta Party,1170000,720377,61.6 %,129873,18.0%
Hassan,19,GEN,Karnataka,H D Devegowda,Janata Dal,1172571,864621,73.7 %,31654,3.7%
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Kishan Lal Diler,Bharatiya Janta Party,1130805,537999,47.6 %,142580,26.5%
Hazaribagh,48,GEN,Bihar [1947 - 1999],Yashwant Sinha,Bharatiya Janta Party,1213735,704206,58.0 %,163506,23.2%
Hindupur,24,GEN,Andhra Pradesh,S.Gangadhar,Indian National Congress,1152897,671283,58.2 %,26138,3.9%
Hingoli,29,GEN,Maharashtra,Suryakanta Patil,Indian National Congress,1036294,671786,64.8 %,77666,11.6%
Hissar,9,GEN,Haryana,Surender Singh Barwala,Haryana Lok Dal (RASTRIYA),1026332,733865,71.5 %,80491,11.0%
Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),1137353,943670,83.0 %,6116,0.6%
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,1089201,746475,68.5 %,68981,9.2%
Hoshiarpur,6,GEN,Punjab,Kamal Chaudhury,Bharatiya Janta Party,1080594,596831,55.2 %,65332,10.9%
Howrah,24,GEN,West Bengal,Dr Bikram Sarkar,West Bengal Trinamool Congress,1367313,1027782,75.2 %,6535,0.6%
Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,All India Majlis-E-Ittehadul Muslimoon,1507135,1102649,73.2 %,71612,6.5%
Ichalkaranji,47,GEN,Maharashtra,Awade Kallappa Baburao,Indian National Congress,1099466,732536,66.6 %,12194,1.7%
Idukki,14,GEN,Kerala,P.C.Chacko,Indian National Congress,1053290,719111,68.3 %,6350,0.9%
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan,Bharatiya Janta Party,1423528,855802,60.1 %,49852,5.8%
Inner Manipur,1,GEN,Manipur,Thounaojam Chaoba Singh,Manipur State Congress Party,640500,436131,68.1 %,16187,3.7%
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Dada Baburao Paranjpe,Bharatiya Janta Party,1194689,652151,54.6 %,84115,12.9%
Jadavpur,18,GEN,West Bengal,Krishna Bose,West Bengal Trinamool Congress,1379055,1067448,77.4 %,78201,7.3%
Jagatsinghpur,7,SC,Orissa,Ranjib Biswal,Indian National Congress,1183473,759243,64.2 %,19929,2.6%
Jahanabad,41,GEN,Bihar [1947 - 1999],Surendra Prasad Yadav,Rashtriya Janata Dal,1096143,848510,77.4 %,58907,6.9%
Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,1622629,799930,49.3 %,138971,17.4%
Jajpur,4,ST,Orissa,Rama Chandra Mallick,Indian National Congress,1138819,626155,55.0 %,91864,14.7%
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Bhanu Pratap Singh,Bharatiya Janta Party,1153989,615288,53.3 %,45640,7.4%
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Professor. S.P. Singh Baghel,Samajwadi Party,1108249,681911,61.5 %,2734,0.4%
Jalgaon,17,GEN,Maharashtra,Dr.Ulhas Vasudeo Patil,Indian National Congress,1087623,637925,58.7 %,56814,8.9%
Jalna,32,GEN,Maharashtra,Pawar Uttamsinh Rajdharsinh,Bharatiya Janta Party,1094048,646550,59.1 %,1808,0.3%
Jalore,22,GEN,Rajasthan,Buta Singh,Independent,1222674,687949,56.3 %,166085,24.1%
Jalpaiguri,3,SC,West Bengal,Minati Sen,Communist Party Of India (MARXIST),1085257,887722,81.8 %,174975,19.7%
Jammu,6,GEN,Jammu & Kashmir,Vaid Vishno Dutt,Bharatiya Janta Party,1442853,789529,54.7 %,127901,16.2%
Jamnagar,3,GEN,Gujarat,Koradia Chandreshbhai Valjibhai (CHANDRESH PATEL),Bharatiya Janta Party,926820,493374,53.2 %,60119,12.2%
Jamshedpur,50,GEN,Bihar [1947 - 1999],Abha Mahato,Bharatiya Janta Party,1160562,724308,62.4 %,97433,13.5%
Jangipur,8,GEN,West Bengal,Abul Hasnat Khan,Communist Party Of India (MARXIST),1071189,840406,78.5 %,72501,8.6%
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Charandas Mahant,Indian National Congress,1170919,729788,62.3 %,44586,6.1%
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Paras Nath Yadav,Samajwadi Party,1263162,708565,56.1 %,13426,1.9%
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Kantilal Bhuriya,Indian National Congress,1069543,602636,56.4 %,82373,13.7%
Jhalawar,15,GEN,Rajasthan,Vasundhara Raje,Bharatiya Janta Party,1033593,643983,62.3 %,63567,9.9%
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Surendra Prasad Yadav,Rashtriya Janata Dal,1053245,705635,67.0 %,37268,5.3%
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,1298180,782854,60.3 %,50368,6.4%
Jhargram,33,ST,West Bengal,Murmu Rupchand,Communist Party Of India (MARXIST),971208,821526,84.6 %,287188,35.0%
Jhunjhunu,4,GEN,Rajasthan,Sisram Ola,All India Indira Congress (SECULAR),1153561,773794,67.1 %,37859,4.9%
Jodhpur,24,GEN,Rajasthan,Ashok Gahlot,Indian National Congress,1313063,772855,58.9 %,5444,0.7%
Jorhat,12,GEN,Assam,Bijoy Krishna Handique,Indian National Congress,1003081,346461,34.5 %,162009,46.8%
Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,1100779,858356,78.0 %,176061,20.5%
Jullundur,4,SC,Punjab,Inder Kumar Gujral,Janata Dal,1112633,650836,58.5 %,131016,20.1%
Junagadh,6,GEN,Gujarat,Chikhaliya Bhavanaben Devrajbhai,Bharatiya Janta Party,1058322,622755,58.8 %,90311,14.5%
Kaira,19,ST,Gujarat,Dinsha Patel,Indian National Congress,1036850,650649,62.8 %,40215,6.2%
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Virendra Verma,Bharatiya Janta Party,1091741,725265,66.4 %,62175,8.6%
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Beni Prasad Verma,Samajwadi Party,1109345,679338,61.2 %,24971,3.7%
Kakinada,7,GEN,Andhra Pradesh,Krishnamraju U.V.,Bharatiya Janta Party,1159644,815242,70.3 %,67799,8.3%
Kalahandi,14,GEN,Orissa,Bikram Keshari Deo,Bharatiya Janta Party,1016062,621213,61.1 %,119914,19.3%
Kaliabor,11,GEN,Assam,Tarun Gogoi,Indian National Congress,1110399,664635,59.9 %,232335,35.0%
Kanakapura,11,GEN,Karnataka,M.Srinivas,Bharatiya Janta Party,1921886,1228049,63.9 %,16441,1.3%
Kanara,22,SC,Karnataka,Anant Kumar,Bharatiya Janta Party,1086420,730812,67.3 %,87047,11.9%
Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,896183,642612,71.7 %,59235,9.2%
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Sohan Potai,Bharatiya Janta Party,999132,608280,60.9 %,54370,8.9%
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Pradeep Kumar Yadav,Samajwadi Party,1155629,706324,61.1 %,42504,6.0%
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Jagat Veer Singh Dron,Bharatiya Janta Party,1401922,687998,49.1 %,136009,19.8%
Kapadvanj,16,GEN,Gujarat,Chauhan Jaysinhji Manshingji,Bharatiya Janta Party,1103937,711794,64.5 %,51294,7.2%
Karad,45,GEN,Maharashtra,Chavan Prithviraj Dajisaheb,Indian National Congress,1026239,656187,63.9 %,172907,26.4%
Karimganj,1,SC,Assam,Nepal Chandra Das,Indian National Congress,942749,746525,79.2 %,10468,1.4%
Karimnagar,37,GEN,Andhra Pradesh,Chennamaneni Vidyasagar Rao,Bharatiya Janta Party,1248019,784303,62.8 %,95997,12.2%
Karnal,3,SC,Haryana,Bhajan Lal,Indian National Congress,1137817,806138,70.9 %,52061,6.5%
Karol Bagh,7,GEN,Delhi [1977 Onwards],Meira Kumar,Indian National Congress,553436,301788,54.5 %,4826,1.6%
Karur,26,GEN,Tamil Nadu,Thambi Durai.M,All India Anna Dravida Munnetra Kazhagam,1130361,676450,59.8 %,43673,6.5%
Kasaragod,1,GEN,Kerala,T. Govindan,Communist Party Of India (MARXIST),1141067,871934,76.4 %,48240,5.5%
Katihar,25,GEN,Bihar [1947 - 1999],Tariq Anawar,Indian National Congress,1038547,715223,68.9 %,20437,2.9%
Katwa,40,GEN,West Bengal,Zahedi Mahboob,Communist Party Of India (MARXIST),1156542,965238,83.5 %,138707,14.4%
Kendrapara,5,ST,Orissa,Prabhat Kumar Samantaray,Biju Janata Dal,1099066,658175,59.9 %,7825,1.2%
Keonjhar,21,ST,Orissa,Upendranath Nayak,Bharatiya Janta Party,1056441,659477,62.4 %,86275,13.1%
Khagaria,31,GEN,Bihar [1947 - 1999],Shakuni Choudhury,Samata Party,1044743,754620,72.2 %,83187,11.0%
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Uma Bharti,Bharatiya Janta Party,1302697,831222,63.8 %,103847,12.5%
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Indrajeet Mishra,Bharatiya Janta Party,1205516,648340,53.8 %,2100,0.3%
Khammam,40,GEN,Andhra Pradesh,Nadendla Bhaskar Rao,Indian National Congress,1228959,917369,74.7 %,11664,1.3%
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Nandkumar Singh Chouhan (NANDU BHAIYA),Bharatiya Janta Party,1050679,659265,62.8 %,44520,6.8%
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Patidar,Bharatiya Janta Party,1071528,659552,61.6 %,20679,3.1%
Khed,41,SC,Maharashtra,Mohol Ashok Namdeorao,Indian National Congress,1059209,629904,59.5 %,101430,16.1%
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Ravi Prakash Verma,Samajwadi Party,1233463,645790,52.4 %,57881,9.0%
Khunti,52,ST,Bihar [1947 - 1999],Kariya Munda,Bharatiya Janta Party,833558,476050,57.1 %,39949,8.4%
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Ashok Kumar Pradhan,Bharatiya Janta Party,1257489,579644,46.1 %,229399,39.6%
Kishanganj,23,GEN,Bihar [1947 - 1999],Taslim Uddin,Rashtriya Janata Dal,1129066,739665,65.5 %,6488,0.9%
Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Janta Party,1139228,680671,59.8 %,97911,14.4%
Kokrajhar,5,ST,Assam,Sansuma Khunggur Bwiswmuthiary,Independent,1169792,786072,67.2 %,41432,5.3%
Kolaba,3,GEN,Maharashtra,Ramsheth Thakur,Peasants And Workers Party Of India,1120507,721677,64.4 %,9126,1.3%
Kolar,10,GEN,Karnataka,K.H.Muniyappa,Indian National Congress,1080364,780806,72.3 %,77972,10.0%
Kolhapur,48,GEN,Maharashtra,Mandlik Sadashiv Rao Dadoba,Indian National Congress,1041201,720381,69.2 %,61598,8.6%
Kopargaon,40,GEN,Maharashtra,Tanpure Prasad Baburao,Indian National Congress,935133,606478,64.9 %,79240,13.1%
Koppal,4,SC,Karnataka,H.G.Ramulu,Indian National Congress,1212089,726342,59.9 %,83122,11.4%
Koraput,12,ST,Orissa,Giridhar Gamang,Indian National Congress,1084705,513511,47.3 %,81516,15.9%
Kota,14,GEN,Rajasthan,Ram Narain Meena,Indian National Congress,1159032,744645,64.3 %,17428,2.3%
Kottayam,13,GEN,Kerala,Suresh Kurup,Communist Party Of India (MARXIST),982587,719864,73.3 %,5446,0.8%
Krishnagar,11,GEN,West Bengal,Ajoy Mukhopadhyay,Communist Party Of India (MARXIST),1068080,897928,84.1 %,40672,4.5%
Krishnagiri,14,GEN,Tamil Nadu,Munusamy K.P.,All India Anna Dravida Munnetra Kazhagam,1115876,648144,58.1 %,49349,7.6%
Kurnool,26,GEN,Andhra Pradesh,Kotla Vijaya Bhaskara Reddy,Indian National Congress,1137417,766572,67.4 %,12836,1.7%
Kurukshetra,2,GEN,Haryana,Kailasho Devi,Haryana Lok Dal (RASTRIYA),1089508,773841,71.0 %,141520,18.3%
Kutch,1,SC,Gujarat,Gadhvi Pushpadan Shambhudan,Bharatiya Janta Party,827837,483208,58.4 %,61025,12.6%
Ladakh,4,GEN,Jammu & Kashmir,Syed Hussain,Jammu & Kashmir National Conference,143492,105265,73.4 %,30557,29.0%
Lakhimpur,14,GEN,Assam,Ranee Narah,Indian National Congress,1057801,705158,66.7 %,120782,17.1%
Lakshadweep,1,ST,Lakshadweep,P.M. Sayeed,Indian National Congress,36738,31264,85.1 %,964,3.1%
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Daroga Prasad Saroj,Samajwadi Party,1306839,707276,54.1 %,16996,2.4%
Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,1060340,723116,68.2 %,3327,0.5%
Lohardaga,53,ST,Bihar [1947 - 1999],Indra Nath Bhagat,Indian National Congress,938513,524858,55.9 %,19397,3.7%
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Atal Bihari Vajpayee,Bharatiya Janta Party,1512907,753528,49.8 %,216263,28.7%
Ludhiana,9,SC,Punjab,Amrik Singh Aliwal,Shiromani Akali Dal,1416557,753990,53.2 %,9212,1.2%
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Chinmayanand,Bharatiya Janta Party,1251473,698408,55.8 %,41534,5.9%
Machilipatnam,12,GEN,Andhra Pradesh,Kavuru Sambasiva Rao,Indian National Congress,993538,700195,70.5 %,81092,11.6%
Madhepura,21,GEN,Bihar [1947 - 1999],Lalu Prasad,Rashtriya Janata Dal,997175,644414,64.6 %,51983,8.1%
Madhubani,13,GEN,Bihar [1947 - 1999],Dr.Shakeel Ahmad,Indian National Congress,1102007,727952,66.1 %,16485,2.3%
Madras Central,2,GEN,Tamil Nadu,Murasoli Maran,Dravida Munetra Kazhagam,1206719,597280,49.5 %,71727,12.0%
Madras North,1,SC,Tamil Nadu,Kuppusami C,Dravida Munetra Kazhagam,1880857,876109,46.6 %,69093,7.9%
Madras South,3,GEN,Tamil Nadu,Baalu T.R.,Dravida Munetra Kazhagam,1936771,917040,47.4 %,20014,2.2%
Madurai,24,GEN,Tamil Nadu,Subramanian Swamy,Janta Party,1349265,676204,50.1 %,20897,3.1%
Mahabubnagar,29,GEN,Andhra Pradesh,S.Jaipal Reddy,Janata Dal,1231361,761072,61.8 %,22641,3.0%
Maharajganj,6,GEN,Bihar [1947 - 1999],Prabhunath Singh,Samata Party,982307,672280,68.4 %,205553,30.6%
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Pankaj Choudhari,Bharatiya Janta Party,1102118,658727,59.8 %,26940,4.1%
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Chandrashekhar Sahu (CHAMPU),Bharatiya Janta Party,1034321,683110,66.0 %,47732,7.0%
Mahendragarh,7,GEN,Haryana,Inderjit Singh,Indian National Congress,1225797,803923,65.6 %,68136,8.5%
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Balram Singh Yadav,Samajwadi Party,1092406,648244,59.3 %,10366,1.6%
Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,1030986,846069,82.1 %,49082,5.8%
Malegaon,13,GEN,Maharashtra,Kahandole Zamaru Mangalu,Indian National Congress,1072090,515597,48.1 %,61196,11.9%
Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,931708,490660,52.7 %,131832,26.9%
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Faggan Singh Kulaste,Bharatiya Janta Party,964951,587431,60.9 %,13512,2.3%
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Dr. Laxminarayan Pandey,Bharatiya Janta Party,1168925,848305,72.6 %,17702,2.1%
Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,1042988,659311,63.2 %,16486,2.5%
Mandya,14,GEN,Karnataka,Ambareesh,Janata Dal,1067217,794821,74.5 %,180523,22.7%
Mangaldoi,8,GEN,Assam,Madhab Rajbangshi,Indian National Congress,1178102,705749,59.9 %,130577,18.5%
Mangalore,17,GEN,Karnataka,V.Dhananjaya Kumar,Bharatiya Janta Party,971958,715912,73.7 %,6907,1.0%
Manjeri,5,GEN,Kerala,E. Ahamed,Muslim League Kerala State Committee,1174799,813036,69.2 %,106009,13.0%
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Tejveer,Bharatiya Janta Party,1175879,631582,53.7 %,190030,30.1%
Mathurapur,16,GEN,West Bengal,Radhika Ranjan Pramanik,Communist Party Of India (MARXIST),1061625,860017,81.0 %,101876,11.8%
Mavelikara,16,SC,Kerala,Prof. P.J. Kurien,Indian National Congress,893600,625038,70.0 %,1261,0.2%
Mayiladuturai,29,SC,Tamil Nadu,"Krishnamoorthy, K.",Tamil Maanila Congress (MOOPANAR),990666,643606,65.0 %,42456,6.6%
Mayurbhanj,1,GEN,Orissa,Salkhan Murmu,Bharatiya Janta Party,928074,605559,65.3 %,74319,12.3%
Medak,33,GEN,Andhra Pradesh,M.Baga Reddy,Indian National Congress,1221385,803484,65.8 %,16480,2.1%
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Amar Pal Singh,Bharatiya Janta Party,1263086,762363,60.4 %,48805,6.4%
Mehsana,12,GEN,Gujarat,Dr. A.K.Patel,Bharatiya Janta Party,1080869,772492,71.5 %,125334,16.2%
Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,1081863,874531,80.8 %,275519,31.5%
Miryalguda,42,GEN,Andhra Pradesh,Baddam Narsimha Reddy,Indian National Congress,1227647,869759,70.9 %,14498,1.7%
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Virendra Singh,Bharatiya Janta Party,1339838,865268,64.6 %,52777,6.1%
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Shanker,Bahujan Samaj Party,1086906,617269,56.8 %,1495,0.2%
Mizoram,1,ST,Mizoram,Dr. H. Lallungmuana,Independent,442457,307767,69.6 %,41,0.0%
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Reena Chaudhary,Samajwadi Party,1129438,594616,52.7 %,11164,1.9%
Monghyr,32,GEN,Bihar [1947 - 1999],"Bijoy Kumar ""bijoy""",Rashtriya Janata Dal,1147447,784083,68.3 %,4065,0.5%
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Dr. Shafiqur Rahman Barq,Samajwadi Party,1145086,738542,64.5 %,36481,4.9%
Morena,1,SC,Madhya Pradesh [1947 - 1999],Ashok Chhabiram,Bharatiya Janta Party,1241633,647386,52.1 %,68121,10.5%
Mormugao,2,GEN,Goa,Sardinha Francisco Caetano,Indian National Congress,485339,294509,60.7 %,7850,2.7%
Motihari,3,GEN,Bihar [1947 - 1999],Rama Devi,Rashtriya Janata Dal,1112139,671416,60.4 %,88074,13.1%
Mukundapuram,10,GEN,Kerala,A.C. Jose,Indian National Congress,1034337,752317,72.7 %,8949,1.2%
Mumbai North,9,SC,Maharashtra,Ram Naik,Bharatiya Janta Party,2179254,1031198,47.3 %,75017,7.3%
Mumbai North Central,6,GEN,Maharashtra,Ramdas Athawale,Republican Party Of India,1124726,569116,50.6 %,25232,4.4%
Mumbai North East,7,SC,Maharashtra,Gurudas Kamat,Indian National Congress,1942261,1038423,53.5 %,47452,4.6%
Mumbai North West,8,GEN,Maharashtra,Madhukar Sirpotdar,Shiv Sena,1524258,787764,51.7 %,19235,2.4%
Mumbai South,4,GEN,Maharashtra,Deora Murli,Indian National Congress,709425,343299,48.4 %,21065,6.1%
Mumbai South Central,5,GEN,Maharashtra,Mohan Vishnu Rawale,Shiv Sena,801740,402149,50.2 %,153,0.0%
Murshidabad,9,GEN,West Bengal,Moinul Hassan,Communist Party Of India (MARXIST),1154100,939684,81.4 %,190466,20.3%
Muvattupuzha,12,GEN,Kerala,Adv. P.C. Thomas,Kerala Congress(M),998846,660851,66.2 %,113809,17.2%
Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Sohanveer Singh,Bharatiya Janta Party,1205588,712577,59.1 %,22724,3.2%
Muzaffarpur,10,GEN,Bihar [1947 - 1999],Captain Jai Na. Pd. Nishad,Rashtriya Janata Dal,1061584,758135,71.4 %,21923,2.9%
Mysore,16,GEN,Karnataka,C.H.Vijayashankar,Bharatiya Janta Party,1240108,858402,69.2 %,103024,12.0%
Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),1298438,1089650,83.9 %,41154,3.8%
Nagaland,1,ST,Nagaland,K. Asungba Sangtam,Indian National Congress,926569,420714,45.4 %,291438,69.3%
Nagapattinam,30,GEN,Tamil Nadu,"Selvarasu, M.",Communist Party Of India,1021037,661129,64.8 %,131303,19.9%
Nagarkurnool,28,SC,Andhra Pradesh,Dr.Mallu Ravi,Indian National Congress,1187292,784503,66.1 %,19675,2.5%
Nagaur,25,GEN,Rajasthan,Ramraghunath,Indian National Congress,1180477,742298,62.9 %,106399,14.3%
Nagercoil,39,GEN,Tamil Nadu,"Dennis, N.",Tamil Maanila Congress (MOOPANAR),1028393,599800,58.3 %,29185,4.9%
Nagpur,23,GEN,Maharashtra,Vilas Muttemwar,Indian National Congress,1523437,853523,56.0 %,163282,19.1%
Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Ila Pant,Bharatiya Janta Party,1347246,768446,57.0 %,15577,2.0%
Nalanda,34,GEN,Bihar [1947 - 1999],George Fernandes,Samata Party,1178070,894028,75.9 %,115670,12.9%
Nalgonda,41,GEN,Andhra Pradesh,Suravaram Sudhakar Reddy,Communist Party Of India,1395535,910685,65.3 %,24455,2.7%
Nanded,30,GEN,Maharashtra,Patil Bhaskarrao Bapurao,Indian National Congress,1179482,720358,61.1 %,47287,6.6%
Nandurbar,15,GEN,Maharashtra,Gavit Manikrao Hodlya,Indian National Congress,1072592,583260,54.4 %,65711,11.3%
Nandyal,27,GEN,Andhra Pradesh,Bhuma Nagi Reddy,Telugu Desam,1102794,712047,64.6 %,4650,0.7%
Narasapur,10,GEN,Andhra Pradesh,Kanumuru Bapi Raju,Indian National Congress,1012477,735245,72.6 %,47970,6.5%
Narasaraopet,17,GEN,Andhra Pradesh,Konijeti Rosaiah,Indian National Congress,1255993,758061,60.4 %,47819,6.3%
Nashik,12,ST,Maharashtra,Patil Madhav Balwant,Indian National Congress,1311540,677395,51.7 %,102392,15.1%
Nawada,42,SC,Bihar [1947 - 1999],Malti Devi,Rashtriya Janata Dal,1172729,877588,74.8 %,14384,1.6%
Nellore,19,SC,Andhra Pradesh,Panabaka Lakshmi,Indian National Congress,1166301,752917,64.6 %,46527,6.2%
New Delhi,1,GEN,Delhi [1977 Onwards],Jagmohan,Bharatiya Janta Party,517319,259721,50.2 %,32647,12.6%
Nilgiris,18,GEN,Tamil Nadu,Mathan M. Alias Master Mathan M.,Bharatiya Janta Party,1294110,718202,55.5 %,60385,8.4%
Nizamabad,34,GEN,Andhra Pradesh,Gangareddy Gaddam,Telugu Desam,1136178,745538,65.6 %,32756,4.4%
Nowgong,10,GEN,Assam,Nripen Goswami,Indian National Congress,1113124,661448,59.4 %,37784,5.7%
Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,1049764,586689,55.9 %,73935,12.6%
Ongole,18,GEN,Andhra Pradesh,Magunta Sreenivasulu Reddy,Indian National Congress,1179290,745553,63.2 %,20866,2.8%
Osmanabad,36,GEN,Maharashtra,Arvind Tulshiram Kamble,Indian National Congress,929013,547336,58.9 %,47018,8.6%
Ottapalam,8,GEN,Kerala,S. Ajayakumar,Communist Party Of India (MARXIST),1052499,721960,68.6 %,19800,2.7%
Outer Delhi,3,GEN,Delhi [1977 Onwards],Krishan Lal Sharma,Bharatiya Janta Party,2926563,1433303,49.0 %,98350,6.9%
Outer Manipur,2,ST,Manipur,Kim Gangte,Communist Party Of India,689709,319829,46.4 %,2469,0.8%
Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Ram Nagina Mishra,Bharatiya Janta Party,1188664,679662,57.2 %,50775,7.5%
Palamau,54,SC,Bihar [1947 - 1999],Braj Mohan Ram,Bharatiya Janta Party,1079582,603591,55.9 %,80827,13.4%
Palani,22,GEN,Tamil Nadu,Ganeshamurthi A.,Marumalarchi Dravida Munnetra Kazhagam,1117611,626656,56.1 %,27437,4.4%
Palghat,7,GEN,Kerala,N.N. Krishnadas,Communist Party Of India (MARXIST),1076444,745183,69.2 %,25022,3.4%
Pali,21,GEN,Rajasthan,Mitha Lal Jain,Indian National Congress,1030601,569948,55.3 %,27436,4.8%
Panaji,1,GEN,Goa,Ravi Sitaram Naik,Indian National Congress,395407,244155,61.8 %,417,0.2%
Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,1093414,587626,53.7 %,97432,16.6%
Panskura,29,SC,West Bengal,Geeta Mukherjee,Communist Party Of India,966739,831273,86.0 %,179543,21.6%
Parbhani,31,GEN,Maharashtra,Warpudkar Sureshrao Ambadasrao,Indian National Congress,1044093,623758,59.7 %,45493,7.3%
Parvathipuram,2,ST,Andhra Pradesh,Vijaya Ramaraju Setrucharla,Telugu Desam,911746,604975,66.4 %,23277,3.8%
Patan,13,GEN,Gujarat,Kanodiya Maheshkumar Mithabhai,Bharatiya Janta Party,976716,658110,67.4 %,129519,19.7%
Patiala,8,SC,Punjab,Prem Singh Chandumajra,Shiromani Akali Dal,1313159,816611,62.2 %,33251,4.1%
Patna,35,GEN,Bihar [1947 - 1999],C.P.Thakur,Bharatiya Janta Party,1464430,654670,44.7 %,52606,8.0%
Peddapalli,36,SC,Andhra Pradesh,C. Suguna Kumari,Telugu Desam,1307830,831920,63.6 %,6174,0.7%
Perambalur,28,GEN,Tamil Nadu,"Rajarethinam, P",All India Anna Dravida Munnetra Kazhagam,1025125,661791,64.6 %,60436,9.1%
Periyakulam,25,GEN,Tamil Nadu,Muthiah .R,All India Anna Dravida Munnetra Kazhagam,1079255,617136,57.2 %,70580,11.4%
Phillaur,5,SC,Punjab,Satnam Singh Kainth,Independent,1110552,667385,60.1 %,68053,10.2%
Phulbani,15,GEN,Orissa,Padmanava Behera,Biju Janata Dal,1094059,615132,56.2 %,91072,14.8%
Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Jang Bahadur Singh Patel,Samajwadi Party,1185454,682970,57.6 %,14520,2.1%
Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Maneka Gandhi,Independent,1129987,704856,62.4 %,211876,30.1%
Pollachi,21,GEN,Tamil Nadu,Thiyagarajan M.,All India Anna Dravida Munnetra Kazhagam,1026056,578887,56.4 %,95401,16.5%
Pondicherry,1,GEN,Pondicherry,S. Arumugham,Dravida Munetra Kazhagam,665486,417786,62.8 %,36774,8.8%
