PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Hamirpur,4,SC,Himachal Pradesh,Ranjit Singh,Bharatiya Lok Dal,524805,323501,61.6 %,50122,15.5%
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Tej Pratap Singh,Bharatiya Lok Dal,549096,317289,57.8 %,81275,25.6%
Hanamkonda,38,GEN,Andhra Pradesh,P. V. Narsimha Rao,Indian National Congress,615143,403940,65.7 %,77683,19.2%
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Kunwar Mahood Ali Khan,Bharatiya Lok Dal,631729,432445,68.5 %,135397,31.3%
Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Parmai Lal,Bharatiya Lok Dal,595289,310249,52.1 %,114287,36.8%
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Bhagwan Dass,Bharatiya Lok Dal,554184,363336,65.6 %,177203,48.8%
Hassan,19,GEN,Karnataka,S. Nanjesha Gowda,Bharatiya Lok Dal,619773,429300,69.3 %,1081,0.3%
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Ram Prasad Deshmukh,Bharatiya Lok Dal,648461,401699,62.0 %,207925,51.8%
Hazaribagh,48,GEN,Bihar [1947 - 1999],Kunwar Basant Narain Singh,Bharatiya Lok Dal,618989,295432,47.7 %,141117,47.8%
Hindupur,24,GEN,Andhra Pradesh,P. Bayapa Reddy,Indian National Congress,650347,402073,61.8 %,90033,22.4%
Hingoli,29,GEN,Maharashtra,Patil Chandrakant Ramkrishna,Bharatiya Lok Dal,596387,322463,54.1 %,35751,11.1%
Hissar,9,GEN,Haryana,Inder Singh,Bharatiya Lok Dal,553756,409400,73.9 %,243384,59.4%
Hooghly,27,GEN,West Bengal,Bijoy Krishna Modak,Communist Party Of India (MARXIST),560707,367205,65.5 %,106259,28.9%
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Kamath Hari Vishnu,Bharatiya Lok Dal,561979,327492,58.3 %,108171,33.0%
Hoshiarpur,6,GEN,Punjab,Balbir Singh,Bharatiya Lok Dal,626330,427246,68.2 %,114617,26.8%
Howrah,24,GEN,West Bengal,Samar Mukherjee 11dharmatala Lane,Communist Party Of India (MARXIST),669642,389263,58.1 %,104731,26.9%
Hyderabad,30,GEN,Andhra Pradesh,K. S. Narayana,Indian National Congress,586201,351047,59.9 %,65068,18.5%
Ichalkaranji,47,GEN,Maharashtra,Mane Rajaram Alias Balasaheb Shankarrao,Indian National Congress,575336,399422,69.4 %,33364,8.4%
Idukki,14,GEN,Kerala,C. M. Stephen,Indian National Congress,578434,426869,73.8 %,79257,18.6%
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Kalyan Jain,Bharatiya Lok Dal,560665,363014,64.8 %,36636,10.1%
Inner Manipur,1,GEN,Manipur,N. Tombi Singh,Indian National Congress,407918,251631,61.7 %,25659,10.2%
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Sharad Yadav,Bharatiya Lok Dal,587198,341316,58.1 %,75891,22.2%
Jadavpur,18,GEN,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),624264,356636,57.1 %,138635,38.9%
Jagatsinghpur,7,SC,Orissa,Pradyumna Kishore Bal,Bharatiya Lok Dal,654214,410182,62.7 %,109951,26.8%
Jahanabad,41,GEN,Bihar [1947 - 1999],Hari Lal Prasad Sinha,Bharatiya Lok Dal,751428,499226,66.4 %,250970,50.3%
Jaipur,6,GEN,Rajasthan,Satish Chander,Bharatiya Lok Dal,610124,357974,58.7 %,189482,52.9%
Jajpur,4,ST,Orissa,Rama Chandra Mallick,Bharatiya Lok Dal,611181,316767,51.8 %,49660,15.7%
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Ramcharan,Bharatiya Lok Dal,602642,375548,62.3 %,185275,49.3%
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Multan Singh Chaudhary,Bharatiya Lok Dal,576262,370895,64.4 %,206546,55.7%
Jalgaon,17,GEN,Maharashtra,Borole Yashwant Mansaram,Bharatiya Lok Dal,589742,362064,61.4 %,12186,3.4%
Jalna,32,GEN,Maharashtra,Pundalik Hari Danve,Bharatiya Lok Dal,615197,326829,53.1 %,24574,7.5%
Jalore,22,GEN,Rajasthan,Hukam Ram,Bharatiya Lok Dal,648497,299420,46.2 %,56002,18.7%
Jalpaiguri,3,SC,West Bengal,Khagendra Nath Dasgupta,Independent,529606,315866,59.6 %,57698,18.3%
Jammu,6,GEN,Jammu & Kashmir,Thakur Baldev Singh,Independent,601007,355660,59.2 %,27939,7.9%
Jamnagar,3,GEN,Gujarat,Vinodbhai B. Sheth,Bharatiya Lok Dal,479585,251803,52.5 %,2670,1.1%
Jamshedpur,50,GEN,Bihar [1947 - 1999],Rudra Pratap Sarangi,Bharatiya Lok Dal,575923,269834,46.9 %,63753,23.6%
Jangipur,8,GEN,West Bengal,Sasankasekher Sanyal,Communist Party Of India (MARXIST),565255,328222,58.1 %,2186,0.7%
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Madan Bhaiya,Bharatiya Lok Dal,581342,258652,44.5 %,13569,5.2%
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Yadvendra Dutta Dubey,Bharatiya Lok Dal,616192,340943,55.3 %,99872,29.3%
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Bhagirath Bhawar,Bharatiya Lok Dal,518465,267704,51.6 %,62672,23.4%
Jhalawar,15,GEN,Rajasthan,Chaturbhuj,Bharatiya Lok Dal,549344,343827,62.6 %,131617,38.3%
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Dhanik Lal Mandal,Bharatiya Lok Dal,629783,470515,74.7 %,157481,33.5%
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Sushila Naiyar,Bharatiya Lok Dal,633446,351040,55.4 %,130485,37.2%
Jhargram,33,ST,West Bengal,Jadunath Kisku,Communist Party Of India (MARXIST),575907,358585,62.3 %,47595,13.3%
Jhunjhunu,4,GEN,Rajasthan,Kanhaiya Lal,Bharatiya Lok Dal,681587,368888,54.1 %,126951,34.4%
Jodhpur,24,GEN,Rajasthan,Ranchordas Gattani,Bharatiya Lok Dal,610912,352632,57.7 %,21685,6.1%
Jorhat,12,GEN,Assam,Tarun Gogoi,Indian National Congress,585721,311008,53.1 %,28687,9.2%
Joynagar,15,GEN,West Bengal,Sakti Kumar Sarkar,Bharatiya Lok Dal,626050,380213,60.7 %,60637,15.9%
Jullundur,4,SC,Punjab,Iqbal Singh Dhillon,Shiromani Akali Dal,592262,427902,72.3 %,118108,27.6%
Junagadh,6,GEN,Gujarat,Nathwani Narendra Pragji,Bharatiya Lok Dal,516292,335230,64.9 %,11853,3.5%
Kaira,19,ST,Gujarat,Desai Dharmsingh Dadubhai,Indian National Congress,573138,404195,70.5 %,41844,10.4%
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Chandan Singh,Bharatiya Lok Dal,570885,381053,66.8 %,146858,38.5%
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rudra Sen,Bharatiya Lok Dal,641526,307332,47.9 %,124796,40.6%
Kakinada,7,GEN,Andhra Pradesh,Sanjeevirao M. S.,Indian National Congress,656501,446438,68.0 %,123268,27.6%
Kalahandi,14,GEN,Orissa,Pratap Keshari Deo,Independent,542033,193140,35.6 %,53261,27.6%
Kaliabor,11,GEN,Assam,Bedabrata Barua,Indian National Congress,585312,299220,51.1 %,71157,23.8%
Kanakapura,11,GEN,Karnataka,M. V. Chandrasekhara Murthy,Indian National Congress,673583,418814,62.2 %,4652,1.1%
Kanara,22,SC,Karnataka,Kadam Balsu Pursu,Indian National Congress,583855,391234,67.0 %,34394,8.8%
Kangra,3,GEN,Himachal Pradesh,Durga Chand,Bharatiya Lok Dal,477075,305117,64.0 %,39004,12.8%
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Aghansingh,Bharatiya Lok Dal,546877,278807,51.0 %,53777,19.3%
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Ram Prakash Tripathi,Bharatiya Lok Dal,618335,418893,67.8 %,171042,40.8%
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Manohar Lal,Bharatiya Lok Dal,657627,383842,58.4 %,174289,45.4%
Kapadvanj,16,GEN,Gujarat,Vaghela Shankarji Laxmanji,Bharatiya Lok Dal,561342,330969,59.0 %,67971,20.5%
Karad,45,GEN,Maharashtra,Chavan Premlabai Dajisaheb,Indian National Congress,629569,339680,54.0 %,170815,50.3%
Karimganj,1,SC,Assam,Nihar Ranjan Laskar,Indian National Congress,535378,239772,44.8 %,30300,12.6%
Karimnagar,37,GEN,Andhra Pradesh,M. Satyanarayan Rao,Indian National Congress,650519,370915,57.0 %,114048,30.7%
Karnal,3,SC,Haryana,Bhagwat Dayal,Bharatiya Lok Dal,556203,422745,76.0 %,276836,65.5%
Karol Bagh,7,GEN,Delhi [1977 Onwards],Shiv Narain Sarsonia,Bharatiya Lok Dal,315305,217380,68.9 %,65068,29.9%
Karur,26,GEN,Tamil Nadu,Gopal K.,Indian National Congress,732872,517913,70.7 %,145520,28.1%
Kasaragod,1,GEN,Kerala,Ramachandran Kadannappally,Indian National Congress,578474,462875,80.0 %,5042,1.1%
Katihar,25,GEN,Bihar [1947 - 1999],Yuvraj,Bharatiya Lok Dal,528137,317800,60.2 %,129789,40.8%
Katwa,40,GEN,West Bengal,Dhirendra Nath Basu,Indian National Congress,575293,369898,64.3 %,11880,3.2%
Kendrapara,5,ST,Orissa,Bijayananda Pattanayak,Bharatiya Lok Dal,629067,396224,63.0 %,144376,36.4%
Keonjhar,21,ST,Orissa,Govinda Munda,Bharatiya Lok Dal,561230,194821,34.7 %,47745,24.5%
Khagaria,31,GEN,Bihar [1947 - 1999],Gyaneshwar Prasad Yadav,Bharatiya Lok Dal,653356,412527,63.1 %,149292,36.2%
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Laxmi Narain Nayak,Bharatiya Lok Dal,666008,348780,52.4 %,161785,46.4%
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Brij Bhushan Tiwari,Bharatiya Lok Dal,641772,387762,60.4 %,177460,45.8%
Khammam,40,GEN,Andhra Pradesh,Jalagam Kondala Rao,Indian National Congress,596499,419829,70.4 %,85989,20.5%
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Parmanand Thakurdas Govindjiwala,Bharatiya Lok Dal,524670,330516,63.0 %,54023,16.3%
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Patidar,Bharatiya Lok Dal,537398,344491,64.1 %,35858,10.4%
Khed,41,SC,Maharashtra,Annasaheb Magar,Indian National Congress,553342,308317,55.7 %,19526,6.3%
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],S.B. Shah,Bharatiya Lok Dal,612725,294415,48.1 %,74304,25.2%
Khunti,52,ST,Bihar [1947 - 1999],Karia Munda,Bharatiya Lok Dal,560524,190162,33.9 %,34883,18.3%
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Mohan Lal,Bharatiya Lok Dal,611632,364979,59.7 %,225817,61.9%
Kishanganj,23,GEN,Bihar [1947 - 1999],Halimuddin Ahmed,Bharatiya Lok Dal,598944,292961,48.9 %,80130,27.4%
Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Lok Dal,602764,261508,43.4 %,116028,44.4%
Kokrajhar,5,ST,Assam,Charan Narzary,Independent,550061,344818,62.7 %,42903,12.4%
Kolaba,3,GEN,Maharashtra,Dinkar Balu Patil,Peasants & Workers Party,587580,363056,61.8 %,53321,14.7%
Kolar,10,GEN,Karnataka,G. Y. Krishnan,Indian National Congress,594814,361610,60.8 %,73016,20.2%
Kolhapur,48,GEN,Maharashtra,Desai Dajiba Balwantrao,Peasants & Workers Party,551595,384229,69.7 %,165,0.0%
Kopargaon,40,GEN,Maharashtra,Vikhe Eknathrao Vithalrao,Indian National Congress,510732,277932,54.4 %,98544,35.5%
Koppal,4,SC,Karnataka,Sidrameshwara Swamy Basayya,Indian National Congress,613378,344340,56.1 %,125779,36.5%
Koraput,12,ST,Orissa,Giridhar Gomango,Indian National Congress,581428,151124,26.0 %,14429,9.5%
Kota,14,GEN,Rajasthan,Krishna Kumar Goyal,Bharatiya Lok Dal,549045,357258,65.1 %,149384,41.8%
Kottayam,13,GEN,Kerala,Skariah Thomas,Kerala Congress,575946,469180,81.5 %,68695,14.6%
Krishnagar,11,GEN,West Bengal,Renupada Das,Communist Party Of India (MARXIST),534845,331367,62.0 %,91368,27.6%
Krishnagiri,14,GEN,Tamil Nadu,Periasamy P.V.,All India Anna Dravida Munnetra Kazhagam,583179,349648,60.0 %,119228,34.1%
Kurnool,26,GEN,Andhra Pradesh,K. Vijaya Bhaskara Reddy,Indian National Congress,722409,370223,51.3 %,199356,53.8%
Kurukshetra,2,GEN,Haryana,Raghbir Singh,Bharatiya Lok Dal,538852,425945,79.1 %,250842,58.9%
Kutch,1,SC,Gujarat,Dave Anantray Devshankar,Bharatiya Lok Dal,438528,240319,54.8 %,10817,4.5%
Ladakh,4,GEN,Jammu & Kashmir,Parvati Devi,Indian National Congress,64706,45581,70.4 %,2877,6.3%
Lakhimpur,14,GEN,Assam,Lalit Kumar Doley,Indian National Congress,555812,287875,51.8 %,65232,22.7%
Lakshadweep,1,ST,Lakshadweep,Muhammed Sayeed Padannatha,Indian National Congress,19471,16480,84.6 %,2814,17.1%
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Ramdhan,Bharatiya Lok Dal,666278,349841,52.5 %,164080,46.9%
Latur,35,GEN,Maharashtra,Patil Uddhavrao Sahebrrao,Peasants & Workers Party,605229,361142,59.7 %,7851,2.2%
Lohardaga,53,ST,Bihar [1947 - 1999],Lalu Oraon,Bharatiya Lok Dal,566103,258952,45.7 %,64883,25.1%
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Hemwati Nandan Bahuguna,Bharatiya Lok Dal,620406,336306,54.2 %,165345,49.2%
Ludhiana,9,SC,Punjab,Jagdev Singh Talwandi,Shiromani Akali Dal,665954,502599,75.5 %,103594,20.6%
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Raj Keshar Singh,Bharatiya Lok Dal,633108,328690,51.9 %,127056,38.7%
Machilipatnam,12,GEN,Andhra Pradesh,Ankineedu Maganti,Indian National Congress,642258,465844,72.5 %,76929,16.5%
Madhepura,21,GEN,Bihar [1947 - 1999],Bindhyeshwari Prasad Mandal,Bharatiya Lok Dal,655834,469461,71.6 %,200717,42.8%
Madhubani,13,GEN,Bihar [1947 - 1999],Hukmdeo Narain Yadav,Bharatiya Lok Dal,694797,475219,68.4 %,57121,12.0%
Madras Central,2,GEN,Tamil Nadu,Ramachandran P.,Indian National Congress (ORGANISATION),860316,465600,54.1 %,73411,15.8%
Madras North,1,SC,Tamil Nadu,Asai Thambi A.V.P.,Dravida Munetra Kazhagam,852627,470323,55.2 %,45103,9.6%
Madras South,3,GEN,Tamil Nadu,Venkataraman R.,Indian National Congress,818878,480835,58.7 %,14829,3.1%
Madurai,24,GEN,Tamil Nadu,Swaminathan R.V.,Indian National Congress,761202,489074,64.3 %,134345,27.5%
Mahabubnagar,29,GEN,Andhra Pradesh,J. Rameshwara Rao,Indian National Congress,698700,355740,50.9 %,94489,26.6%
Maharajganj,6,GEN,Bihar [1947 - 1999],Ram Deo Singh,Bharatiya Lok Dal,682823,448583,65.7 %,251898,56.2%
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Shibban Lal Saksena,Bharatiya Lok Dal,567992,303976,53.5 %,131991,43.4%
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Brijlal Verma,Bharatiya Lok Dal,567454,325640,57.4 %,79527,24.4%
Mahendragarh,7,GEN,Haryana,Manoharlal,Bharatiya Lok Dal,652913,472459,72.4 %,63014,13.3%
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Raghunath Singh Verma,Bharatiya Lok Dal,603450,374342,62.0 %,225122,60.1%
Malda,7,GEN,West Bengal,Dinesh Chandra Joardar,Communist Party Of India (MARXIST),550001,368914,67.1 %,29708,8.1%
Malegaon,13,GEN,Maharashtra,Mahale Hari Shankar,Bharatiya Lok Dal,553698,286484,51.7 %,15437,5.4%
Mandi,2,GEN,Himachal Pradesh,Ganga Singh,Bharatiya Lok Dal,493450,265820,53.9 %,35505,13.4%
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Shyamlal Dhurve,Bharatiya Lok Dal,497295,195129,39.2 %,72799,37.3%
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Laxminarayan Pandey,Bharatiya Lok Dal,598330,409872,68.5 %,51107,12.5%
Mandvi,25,GEN,Gujarat,Gamit Chhitubhai Devjibhai,Indian National Congress,541832,340473,62.8 %,39603,11.6%
Mandya,14,GEN,Karnataka,K. Chickalingaiah,Indian National Congress,604439,425086,70.3 %,5321,1.3%
Mangaldoi,8,GEN,Assam,Hiralal Patowary,Bharatiya Lok Dal,560297,303095,54.1 %,50002,16.5%
Mangalore,17,GEN,Karnataka,Janardhana Poojari,Indian National Congress,555815,396203,71.3 %,78328,19.8%
Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,569228,442328,77.7 %,97201,22.0%
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Maniram,Bharatiya Lok Dal,624422,392137,62.8 %,215265,54.9%
Mathurapur,16,GEN,West Bengal,Mukunda Kumar Mondal,Communist Party Of India (MARXIST),601885,397485,66.0 %,41592,10.5%
Mavelikara,16,SC,Kerala,B. K. Nair,Indian National Congress,569041,452188,79.5 %,56552,12.5%
Mayiladuturai,29,SC,Tamil Nadu,Kudanthai Ramalingam N.,Indian National Congress,647843,496486,76.6 %,74265,15.0%
Mayurbhanj,1,GEN,Orissa,Chandra Mohan Sinha,Bharatiya Lok Dal,557848,215006,38.5 %,11349,5.3%
Medak,33,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,635388,371104,58.4 %,143510,38.7%
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Kailash Prakash,Bharatiya Lok Dal,595444,404051,67.9 %,124732,30.9%
Mehsana,12,GEN,Gujarat,Patel Maniben Vallabhbhai,Bharatiya Lok Dal,596154,388731,65.2 %,122112,31.4%
Midnapore,32,GEN,West Bengal,Ghosal Sudhir Kumar,Bharatiya Lok Dal,578798,338254,58.4 %,34124,10.1%
Miryalguda,42,GEN,Andhra Pradesh,G. S. Reddy,Indian National Congress,667777,451295,67.6 %,49679,11.0%
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Faqir Ali,Bharatiya Lok Dal,627411,321471,51.2 %,100960,31.4%
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Bharatiya Lok Dal,608431,293393,48.2 %,126153,43.0%
Mizoram,1,ST,Mizoram,R. Rothuama,Independent,204480,102075,49.9 %,16008,15.7%
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Ram Lal Kuril,Bharatiya Lok Dal,600008,273880,45.7 %,155742,56.9%
Monghyr,32,GEN,Bihar [1947 - 1999],Shri Krishna Singh,Bharatiya Lok Dal,699735,517831,74.0 %,173617,33.5%
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Gulam Mohd. Khan,Bharatiya Lok Dal,551951,309125,56.0 %,138851,44.9%
Morena,1,SC,Madhya Pradesh [1947 - 1999],Chhabiram Argal,Bharatiya Lok Dal,588278,281908,47.9 %,81304,28.8%
Mormugao,2,GEN,"Goa, Daman And Diu",Faleiro Eduardo Martinho,Indian National Congress,233965,144942,62.0 %,9468,6.5%
Motihari,3,GEN,Bihar [1947 - 1999],Thakur Rampati Singh,Bharatiya Lok Dal,658880,366506,55.6 %,73953,20.2%
Mukundapuram,10,GEN,Kerala,A. C. George,Indian National Congress,562082,472364,84.0 %,4220,0.9%
Murshidabad,9,GEN,West Bengal,Syed Kazim Ali Meerza,Bharatiya Lok Dal,587057,363744,62.0 %,36089,9.9%
Muvattupuzha,12,GEN,Kerala,George J. Mathew,Kerala Congress,560833,460769,82.2 %,44820,9.7%
Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Saeed Murtaza,Bharatiya Lok Dal,573365,405916,70.8 %,182659,45.0%
Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Fernandes,Bharatiya Lok Dal,675405,512978,76.0 %,334217,65.2%
Mysore,16,GEN,Karnataka,H. D. Tulsidas,Indian National Congress,596468,375720,63.0 %,41668,11.1%
Nabadwip,12,GEN,West Bengal,Bibha Ghosh (Goswami ),Communist Party Of India (MARXIST),635456,371933,58.5 %,87286,23.5%
Nagaland,1,ST,Nagaland,Rano M. Shaiza,United Democratic Front,473257,250016,52.8 %,8100,3.2%
Nagapattinam,30,GEN,Tamil Nadu,Murugaiyan S.G.,Communist Party Of India,663463,523928,79.0 %,40810,7.8%
Nagarkurnool,28,SC,Andhra Pradesh,Mailala Bheeshma Dev,Indian National Congress,643692,368824,57.3 %,122763,33.3%
Nagaur,25,GEN,Rajasthan,Nathu Ram,Indian National Congress,639881,375278,58.7 %,20154,5.4%
Nagercoil,39,GEN,Tamil Nadu,Kumari Ananthan,Indian National Congress (ORGANISATION),646525,435474,67.4 %,74236,17.0%
Nagpur,23,GEN,Maharashtra,Awari Gev Mancharsha,Indian National Congress,608981,392163,64.4 %,41553,10.6%
Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Bharat Bhushan,Bharatiya Lok Dal,540445,326678,60.5 %,84646,25.9%
Nalanda,34,GEN,Bihar [1947 - 1999],Birendra Prasad,Bharatiya Lok Dal,749243,536717,71.6 %,141022,26.3%
Nalgonda,41,GEN,Andhra Pradesh,Mohd. Abdul Lateef,Indian National Congress,631059,403761,64.0 %,107034,26.5%
Nanded,30,GEN,Maharashtra,Dhondge Keshavrao Shankarrao,Peasants & Workers Party,649735,385300,59.3 %,133820,34.7%
Nandurbar,15,GEN,Maharashtra,Naik Surupsingh Hariya,Indian National Congress,520515,322606,62.0 %,67440,20.9%
Nandyal,27,GEN,Andhra Pradesh,Neelam Sanjeeva Reddy,Bharatiya Lok Dal,675340,496200,73.5 %,35743,7.2%
Narasapur,10,GEN,Andhra Pradesh,Alluri Subhash Chandra Bose,Indian National Congress,670999,472161,70.4 %,114357,24.2%
Narasaraopet,17,GEN,Andhra Pradesh,K Brahmananda Reddy,Indian National Congress,750248,434640,57.9 %,88071,20.3%
Nashik,12,ST,Maharashtra,Hande Vithalrao Ganpatrao,Bharatiya Lok Dal,611491,334516,54.7 %,11241,3.4%
Nawada,42,SC,Bihar [1947 - 1999],Nathuni Ram,Bharatiya Lok Dal,741486,518053,69.9 %,362701,70.0%
Nellore,19,SC,Andhra Pradesh,Kamakshaiah Doddavarapu,Indian National Congress,752778,423182,56.2 %,142780,33.7%
New Delhi,1,GEN,Delhi [1977 Onwards],Atal Bihari Vajpayee,Bharatiya Lok Dal,270702,178112,65.8 %,77186,43.3%
Nilgiris,18,GEN,Tamil Nadu,Ramalingam P.S.,All India Anna Dravida Munnetra Kazhagam,695566,444544,63.9 %,59346,13.3%
Nizamabad,34,GEN,Andhra Pradesh,Mudaganti Ram Gopal Reddy,Indian National Congress,568014,372331,65.6 %,159393,42.8%
Nowgong,10,GEN,Assam,Dev Kanta Borooah,Indian National Congress,577927,319288,55.3 %,54219,17.0%
Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,522394,144408,27.6 %,3031,2.1%
Ongole,18,GEN,Andhra Pradesh,Puli Venkata Reddy,Indian National Congress,741462,462001,62.3 %,89325,19.3%
Osmanabad,36,GEN,Maharashtra,Shrangare Tukaram Sadashiv,Indian National Congress,566631,281661,49.7 %,61544,21.9%
Ottapalam,8,GEN,Kerala,K. Kunhambu,Indian National Congress,574543,440315,76.6 %,35721,8.1%
Outer Delhi,3,GEN,Delhi [1977 Onwards],Brahm Perkash,Bharatiya Lok Dal,443858,316256,71.3 %,104366,33.0%
Outer Manipur,2,ST,Manipur,Yangmaso Shaiza,Indian National Congress,380305,222264,58.4 %,76062,34.2%
Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Ram Dhari Shastri,Bharatiya Lok Dal,620038,322441,52.0 %,119098,36.9%
Palamau,54,SC,Bihar [1947 - 1999],Ramdeni Ram,Bharatiya Lok Dal,579353,265364,45.8 %,162839,61.4%
Palani,22,GEN,Tamil Nadu,Subramaniam C.,Indian National Congress,738018,503041,68.2 %,221768,44.1%
Palghat,7,GEN,Kerala,A. Sunnasahib,Indian National Congress,589253,439779,74.6 %,14871,3.4%
Pali,21,GEN,Rajasthan,Amrit Nehata,Bharatiya Lok Dal,608370,334670,55.0 %,88247,26.4%
Panaji,1,GEN,"Goa, Daman And Diu",Kasar Amrut Shivram,Maharashtrawadi Gomantak,243439,154844,63.6 %,11066,7.1%
Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,618058,318855,51.6 %,98452,30.9%
Panskura,29,SC,West Bengal,Abha Maiti,Bharatiya Lok Dal,519863,373170,71.8 %,98137,26.3%
Parbhani,31,GEN,Maharashtra,Deshmukh Sheshrao Apparao,Peasants & Workers Party,574877,310487,54.0 %,31539,10.2%
Parvathipuram,2,ST,Andhra Pradesh,Vyrichorla Kishore Chandra Suryanarayana Deo,Indian National Congress,655999,330291,50.4 %,31744,9.6%
Patan,13,GEN,Gujarat,Chavda Khemchandbhai Somabhai,Bharatiya Lok Dal,573367,303870,53.0 %,73566,24.2%
Patiala,8,SC,Punjab,Gurcharan Sing Tohra,Shiromani Akali Dal,606187,462560,76.3 %,90317,19.5%
Patna,35,GEN,Bihar [1947 - 1999],Maha Maya Prasad Sinha,Bharatiya Lok Dal,744724,506567,68.0 %,323125,63.8%
Peddapalli,36,SC,Andhra Pradesh,V. Tulsiram,Indian National Congress,638114,332640,52.1 %,105077,31.6%
Perambalur,28,GEN,Tamil Nadu,Asokaraj A.,All India Anna Dravida Munnetra Kazhagam,672075,485974,72.3 %,180027,37.0%
Periyakulam,25,GEN,Tamil Nadu,Ramasamy S.,All India Anna Dravida Munnetra Kazhagam,693319,480718,69.3 %,204392,42.5%
Phillaur,5,SC,Punjab,Bhagat Ram,Communist Party Of India (MARXIST),649304,463858,71.4 %,149031,32.1%
Phulbani,15,GEN,Orissa,Sribatcha Digal,Bharatiya Lok Dal,633850,209232,33.0 %,2643,1.3%
Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Kamala Bahuguna,Bharatiya Lok Dal,609188,325408,53.4 %,122352,37.6%
Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Mohd. Shamusul Hasan Khan,Bharatiya Lok Dal,593586,342429,57.7 %,172676,50.4%
Pollachi,21,GEN,Tamil Nadu,Raju K.A.,All India Anna Dravida Munnetra Kazhagam,670445,413749,61.7 %,124194,30.0%
Pondicherry,1,GEN,Pondicherry,Aravinda Bala Pajanor,All India Anna Dravida Munnetra Kazhagam,298192,219560,73.6 %,19201,8.7%
Ponnani,6,GEN,Kerala,G. M. Banatwala,Muslim Leage,573502,431232,75.2 %,117546,27.3%
Porbandar,5,GEN,Gujarat,Patel Dharmasinhbhai Dahyabhai,Bharatiya Lok Dal,525285,276295,52.6 %,24429,8.8%
Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Roop Nath Singh Yadava,Bharatiya Lok Dal,630123,294363,46.7 %,149320,50.7%
Pudukkottai,32,GEN,Tamil Nadu,Elanchezhian V.S.,All India Anna Dravida Munnetra Kazhagam,700248,532811,76.1 %,223615,42.0%
Pune,42,SC,Maharashtra,Mohan Dharia,Bharatiya Lok Dal,606601,382043,63.0 %,48167,12.6%
