PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Hazaribagh,48,GEN,Bihar [1947 - 1999],Yadunath Pandey,Bharatiya Janta Party,1010692,544547,53.9 %,43419,8.0%
Hindupur,24,GEN,Andhra Pradesh,S.Gangadhara,Indian National Congress,984977,681480,69.2 %,2168,0.3%
Hingoli,29,GEN,Maharashtra,Uttam Rathod,Indian National Congress,930557,520475,55.9 %,71170,13.7%
Hissar,9,GEN,Haryana,Jai Parkash,Janata Dal,912985,583150,63.9 %,44679,7.7%
Hooghly,27,GEN,West Bengal,Rupchand Pal,Communist Party Of India (MARXIST),961954,803156,83.5 %,69547,8.7%
Hoshangabad,29,GEN,Madhya Pradesh [1947 - 1999],Sartaj Singh,Bharatiya Janta Party,916182,544154,59.4 %,68229,12.5%
Hoshiarpur,6,GEN,Punjab,Kamal Chaudhary,Indian National Congress,946368,561184,59.3 %,68109,12.1%
Howrah,24,GEN,West Bengal,Sushanta Chakarborty,Communist Party Of India (MARXIST),1127539,829059,73.5 %,1432,0.2%
Hyderabad,30,GEN,Andhra Pradesh,Sultan Salahuddin Owaisi,Allindia Majlis-E Ithehad-Ul-Mulimeen,1278250,911396,71.3 %,133078,14.6%
Ichalkaranji,47,GEN,Maharashtra,Mane Balasaheb Alais Rajaram Shankarrao,Indian National Congress,938150,657923,70.1 %,73090,11.1%
Idukki,14,GEN,Kerala,Palai K. M. Mathew,Indian National Congress,972940,746958,76.8 %,91479,12.2%
Indore,37,GEN,Madhya Pradesh [1947 - 1999],Sumitra Mahajan,Bharatiya Janta Party,1083491,651051,60.1 %,111614,17.1%
Inner Manipur,1,GEN,Manipur,N.Tombi Singh,Indian National Congress,602611,397804,66.0 %,7551,1.9%
Jabalpur,25,GEN,Madhya Pradesh [1947 - 1999],Baburao Pranjpe,Bharatiya Janta Party,918415,504092,54.9 %,101772,20.2%
Jadavpur,18,GEN,West Bengal,Malini Bhattacharya,Communist Party Of India (MARXIST),1132041,892984,78.9 %,30900,3.5%
Jagatsinghpur,7,SC,Orissa,Lokanath Choudhary,Communist Party Of India,972534,697992,71.8 %,148136,21.2%
Jahanabad,41,GEN,Bihar [1947 - 1999],Ramashray Prasad Singh,Communist Party Of India,1058677,716296,67.7 %,72901,10.2%
Jaipur,6,GEN,Rajasthan,Girdhari Lal Bhargava,Bharatiya Janta Party,1231644,724028,58.8 %,84487,11.7%
Jajpur,4,ST,Orissa,Anadi Charan Das,Janata Dal,932961,633774,67.9 %,79332,12.5%
Jalaun,62,SC,Uttar Pradesh [1947 - 1999],Ram Sewak Bhatiya,Janata Dal,929045,516013,55.5 %,24516,4.8%
Jalesar,70,GEN,Uttar Pradesh [1947 - 1999],Ch. Multan Signh,Janata Dal,870530,416356,47.8 %,97896,23.5%
Jalgaon,17,GEN,Maharashtra,Mahajan Yadav Shivram,Indian National Congress,945499,620760,65.7 %,5436,0.9%
Jalna,32,GEN,Maharashtra,Pundlik Hari Danwe,Bharatiya Janta Party,990208,603000,60.9 %,61965,10.3%
Jalore,22,GEN,Rajasthan,Kailash Meghwal,Bharatiya Janta Party,1076975,599107,55.6 %,53405,8.9%
Jalpaiguri,3,SC,West Bengal,Manik Sanyal,Communist Party Of India (MARXIST),935447,743650,79.5 %,112128,15.1%
Jammu,6,GEN,Jammu & Kashmir,Janak Rai Gupta,Indian National Congress,1026600,584078,56.9 %,21695,3.7%
Jamnagar,3,GEN,Gujarat,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),Bharatiya Janta Party,819518,364717,44.5 %,45574,12.5%
Jamshedpur,50,GEN,Bihar [1947 - 1999],Shailendra Mahto,Jharkhand Mukti Morcha,953395,531840,55.8 %,8884,1.7%
Jangipur,8,GEN,West Bengal,Abedin Zainal,Communist Party Of India (MARXIST),932369,732851,78.6 %,39181,5.3%
Janjgir,14,GEN,Madhya Pradesh [1947 - 1999],Dalip Singh Judeo,Bharatiya Janta Party,965293,575678,59.6 %,98893,17.2%
Jaunpur,48,GEN,Uttar Pradesh [1947 - 1999],Raja Yadvendra Dutta,Bharatiya Janta Party,985506,485676,49.3 %,19290,4.0%
Jhabua,39,ST,Madhya Pradesh [1947 - 1999],Dileepsingh Bhuria,Indian National Congress,876800,437814,49.9 %,116957,26.7%
Jhalawar,15,GEN,Rajasthan,Vasundhara Rajey,Bharatiya Janta Party,890749,514336,57.7 %,146541,28.5%
Jhanjharpur,14,GEN,Bihar [1947 - 1999],Devandra Prassad Yadav,Janata Dal,958736,539539,56.3 %,159336,29.5%
Jhansi,61,GEN,Uttar Pradesh [1947 - 1999],Rajendra Agnihotri,Bharatiya Janta Party,1045429,605281,57.9 %,103198,17.0%
Jhargram,33,ST,West Bengal,Matilal Hansda,Communist Party Of India (MARXIST),877223,711333,81.1 %,230898,32.5%
Jhunjhunu,4,GEN,Rajasthan,Jagdeep Jhankar,Janata Dal,1125512,730259,64.9 %,161981,22.2%
Jodhpur,24,GEN,Rajasthan,Jaswant Singh S/o Sardar Singh,Bharatiya Janta Party,1087557,602362,55.4 %,66246,11.0%
Jorhat,12,GEN,Assam,Data Not Available,-,-,-,-,-,-
Joynagar,15,GEN,West Bengal,Sanat Kumar Mandal,Revolutionary Socialist Party,932168,758242,81.3 %,63807,8.4%
Jullundur,4,SC,Punjab,I.K.Gujral,Janata Dal,937892,554482,59.1 %,80358,14.5%
Junagadh,6,GEN,Gujarat,Shekhada Govindhhal Kanjibhai,Janata Dal,915517,460709,50.3 %,108027,23.4%
Kaira,19,ST,Gujarat,Chauhan Prabhatsinh Hathisinh,Janata Dal,922544,569684,61.8 %,109203,19.2%
Kairana,83,GEN,Uttar Pradesh [1947 - 1999],Har Pal,Janata Dal,880593,533764,60.6 %,121829,22.8%
Kaiserganj,30,GEN,Uttar Pradesh [1947 - 1999],Rudra Sen Chaudhary,Bharatiya Janta Party,866061,416083,48.0 %,3827,0.9%
Kakinada,7,GEN,Andhra Pradesh,Mallipudi Mangapathi Pallamraju,Indian National Congress,979213,724677,74.0 %,82983,11.5%
Kalahandi,14,GEN,Orissa,Bahkta Charan Das,Janata Dal,840712,476306,56.7 %,51952,10.9%
Kaliabor,11,GEN,Assam,Data Not Available,-,-,-,-,-,-
Kanakapura,11,GEN,Karnataka,M.V.Chandrashekhara Murthy,Indian National Congress,1355284,923505,68.1 %,255221,27.6%
Kanara,22,SC,Karnataka,Devaray Naik G,Indian National Congress,970866,668957,68.9 %,31568,4.7%
Kangra,3,GEN,Himachal Pradesh,Shanta Kumar,Bharatiya Janta Party,737973,513513,69.6 %,59204,11.5%
Kanker,19,ST,Madhya Pradesh [1947 - 1999],Arvind Netam,Indian National Congress,850767,450405,52.9 %,45816,10.2%
Kannauj,67,GEN,Uttar Pradesh [1947 - 1999],Chhotey Singh Yadav,Janata Dal,942420,543259,57.7 %,53833,9.9%
Kanpur,65,GEN,Uttar Pradesh [1947 - 1999],Subhashini Ali,Communist Party Of India (MARXIST),1047192,441255,42.1 %,56587,12.8%
Kapadvanj,16,GEN,Gujarat,Gabhaji Mangaji Thakor,Bharatiya Janta Party,946333,520120,55.0 %,156841,30.2%
Karad,45,GEN,Maharashtra,Chavan Premalabai Dajisaheb,Indian National Congress,948262,578593,61.0 %,193165,33.4%
Karimganj,1,SC,Assam,Data Not Available,-,-,-,-,-,-
Karimnagar,37,GEN,Andhra Pradesh,Chokka Rao Juvvadi,Indian National Congress,1075755,669734,62.3 %,35192,5.3%
Karnal,3,SC,Haryana,Chiranjit Lal,Indian National Congress,946620,606237,64.0 %,8673,1.4%
Karol Bagh,7,GEN,Delhi [1977 Onwards],Kalka Dass,Bharatiya Janta Party,481032,289278,60.1 %,6969,2.4%
Karur,26,GEN,Tamil Nadu,"Thambithurai, M.",All India Anna Dravida Munnetra Kazhagam,1050778,748242,71.2 %,238751,31.9%
Kasaragod,1,GEN,Kerala,M. Rammana Rai,Communist Party Of India (MARXIST),1010280,802722,79.5 %,1546,0.2%
Katihar,25,GEN,Bihar [1947 - 1999],Yuvarj,Janata Dal,855079,630832,73.8 %,103178,16.4%
Katwa,40,GEN,West Bengal,Saifuddin Chaudhury,Communist Party Of India (MARXIST),969983,811642,83.7 %,109109,13.4%
Kendrapara,5,ST,Orissa,Rabi Ray,Janata Dal,910798,627566,68.9 %,96791,15.4%
Keonjhar,21,ST,Orissa,Govind Chandra Munda,Janata Dal,905556,474770,52.4 %,126532,26.7%
Khagaria,31,GEN,Bihar [1947 - 1999],Ram Sharan Yadav,Janata Dal,946945,593189,62.6 %,136522,23.0%
Khajuraho,6,GEN,Madhya Pradesh [1947 - 1999],Umabharti,Bharatiya Janta Party,1061784,628167,59.2 %,193345,30.8%
Khalilabad,36,GEN,Uttar Pradesh [1947 - 1999],Ram Prasad Chaudhary,Janata Dal,975835,513551,52.6 %,60299,11.7%
Khammam,40,GEN,Andhra Pradesh,Jalagam Vengal Rao,Indian National Congress,1038053,813657,78.4 %,59252,7.3%
Khandwa,34,GEN,Madhya Pradesh [1947 - 1999],Amritlal (Mannibhai),Bharatiya Janta Party,868671,535120,61.6 %,89197,16.7%
Khargone,35,GEN,Madhya Pradesh [1947 - 1999],Rameshwar Pathidar,Bharatiya Janta Party,863948,520054,60.2 %,40898,7.9%
Khed,41,SC,Maharashtra,Bankhele Kisanrao Baburao,Janata Dal,934837,560627,60.0 %,15796,2.8%
Kheri,15,GEN,Uttar Pradesh [1947 - 1999],Usha Verma,Indian National Congress,944231,451923,47.9 %,54386,12.0%
Khunti,52,ST,Bihar [1947 - 1999],Karia Munda,Bharatiya Janta Party,755724,343951,45.5 %,3785,1.1%
Khurja,77,SC,Uttar Pradesh [1947 - 1999],Bhagwan Dass,Janata Dal,961812,440063,45.8 %,47543,10.8%
Kishanganj,23,GEN,Bihar [1947 - 1999],M.J.Akbar,Indian National Congress,956458,559966,58.6 %,25991,4.6%
Kodarma,45,GEN,Bihar [1947 - 1999],Ritlal Prasad Verma,Bharatiya Janta Party,964011,548098,56.9 %,102294,18.7%
Kokrajhar,5,ST,Assam,Data Not Available,-,-,-,-,-,-
Kolaba,3,GEN,Maharashtra,Antulay A. R.,Indian National Congress,938272,646172,68.9 %,115434,17.9%
Kolar,10,GEN,Karnataka,Y.Ramakrishna,Indian National Congress,948842,702728,74.1 %,132602,18.9%
Kolhapur,48,GEN,Maharashtra,Gaikwad Udaysingrao Nanasaheb,Indian National Congress,893490,529153,59.2 %,41128,7.8%
Kopargaon,40,GEN,Maharashtra,Vikhe E.V.,Indian National Congress,858141,514804,60.0 %,121058,23.5%
Koppal,4,SC,Karnataka,Basavaraj Patil,Janata Dal,1050963,679404,64.7 %,23088,3.4%
Koraput,12,ST,Orissa,Gridhar Gamango,Indian National Congress,892137,371881,41.7 %,45453,12.2%
Kota,14,GEN,Rajasthan,Dau Dayal Joshi,Bharatiya Janta Party,942409,546722,58.0 %,128640,23.5%
Kottayam,13,GEN,Kerala,Ramesh Chennithala,Indian National Congress,890166,752839,84.6 %,53533,7.1%
Krishnagar,11,GEN,West Bengal,Ajoy Mukherjee,Communist Party Of India (MARXIST),921468,761992,82.7 %,16153,2.1%
Krishnagiri,14,GEN,Tamil Nadu,"Ramamoorthy, K.",Indian National Congress,958580,607181,63.3 %,201494,33.2%
Kurnool,26,GEN,Andhra Pradesh,Kotla Vijay Bhaskara Reddy,Indian National Congress,968645,655434,67.7 %,110418,16.8%
Kurukshetra,2,GEN,Haryana,Gurdial Singh Saini,Janata Dal,915880,615902,67.3 %,38188,6.2%
Kutch,1,SC,Gujarat,Babu Bhai Meghji Shah,Bharatiya Janta Party,707040,407624,57.7 %,81564,20.0%
Ladakh,4,GEN,Jammu & Kashmir,Mohd. Hassan,Independent,101738,87863,86.4 %,4539,5.2%
Lakhimpur,14,GEN,Assam,Data Not Available,-,-,-,-,-,-
Lakshadweep,1,ST,Lakshadweep,P. M. Sayeed,Indian National Congress,30069,25555,85.0 %,1156,4.5%
Lalganj,46,SC,Uttar Pradesh [1947 - 1999],Ram Dhan,Janata Dal,1030631,508187,49.3 %,4082,0.8%
Latur,35,GEN,Maharashtra,Patil Shivraj Vishwanath,Indian National Congress,979858,619738,63.3 %,43855,7.1%
Lohardaga,53,ST,Bihar [1947 - 1999],Sumati Oraon,Indian National Congress,825417,384083,46.5 %,39072,10.2%
Lucknow,20,GEN,Uttar Pradesh [1947 - 1999],Mandhata Singh,Janata Dal,1131139,335633,29.7 %,15296,4.6%
Ludhiana,9,SC,Punjab,Rajinder Kaur Bulara,Shiromani Akali Dal (SIMRANJIT SINGH MANN),1135916,679799,59.9 %,133729,19.7%
Machhlishahr,47,GEN,Uttar Pradesh [1947 - 1999],Shiv Sharan Verma,Janata Dal,966628,446069,46.2 %,67184,15.1%
Machilipatnam,12,GEN,Andhra Pradesh,Sambasivarao Kavuri,Indian National Congress,908538,700112,77.1 %,43489,6.2%
Madhepura,21,GEN,Bihar [1947 - 1999],Ramesh Kumar Yadav Ravi,Janata Dal,976967,673041,68.9 %,292948,43.5%
Madhubani,13,GEN,Bihar [1947 - 1999],Bhogendra Jha,Communist Party Of India,981067,558378,56.9 %,141366,25.3%
Madras Central,2,GEN,Tamil Nadu,Anbarasu Era,Indian National Congress,1026829,623899,60.8 %,66406,10.6%
Madras North,1,SC,Tamil Nadu,D. Pandian,Indian National Congress,1345150,819293,60.9 %,113771,13.9%
Madras South,3,GEN,Tamil Nadu,Vyjayantimala Bali,Indian National Congress,1397773,834725,59.7 %,125844,15.1%
Madurai,24,GEN,Tamil Nadu,A.G.S. Ram Babu,Indian National Congress,1137434,719677,63.3 %,213778,29.7%
Mahabubnagar,29,GEN,Andhra Pradesh,Mallikarjun,Indian National Congress,1038379,689986,66.5 %,69778,10.1%
Maharajganj,6,GEN,Bihar [1947 - 1999],Chanrasbekhar,Janata Dal,1024013,591913,57.8 %,217318,36.7%
Maharajganj,39,GEN,Uttar Pradesh [1947 - 1999],Harsh Vardhan,Janata Dal,895669,519667,58.0 %,14990,2.9%
Mahasamund,18,GEN,Madhya Pradesh [1947 - 1999],Vidyacharan Shukla,Janata Dal,892973,553185,62.0 %,12894,2.3%
Mahendragarh,7,GEN,Haryana,Birender Singh,Janata Dal,1057536,650168,61.5 %,3510,0.5%
Mainpuri,69,GEN,Uttar Pradesh [1947 - 1999],Udai Pratap Singh,Janata Dal,850967,460814,54.2 %,84291,18.3%
Malda,7,GEN,West Bengal,Abul Barkat Ataul Ghani Khan Choudhury,Indian National Congress,900406,736351,81.8 %,29897,4.1%
Malegaon,13,GEN,Maharashtra,Mahale Haribhau,Janata Dal,913648,475250,52.0 %,14054,3.0%
Mandi,2,GEN,Himachal Pradesh,Maheshwar Singh,Bharatiya Janta Party,756145,470730,62.3 %,28069,6.0%
Mandla,24,ST,Madhya Pradesh [1947 - 1999],Mohan Lal,Indian National Congress,811764,378834,46.7 %,45235,11.9%
Mandsaur,40,GEN,Madhya Pradesh [1947 - 1999],Laxminarayan Pandey,Bharatiya Janta Party,993680,658382,66.3 %,102325,15.5%
Mandvi,25,GEN,Gujarat,Ghamit Chhitubhai Devibhai,Indian National Congress,893665,434296,48.6 %,46139,10.6%
Mandya,14,GEN,Karnataka,G.Made Gowda,Indian National Congress,962396,733580,76.2 %,74889,10.2%
Mangaldoi,8,GEN,Assam,Data Not Available,-,-,-,-,-,-
Mangalore,17,GEN,Karnataka,Janardhana Poojary,Indian National Congress,923749,646156,70.0 %,91097,14.1%
Manjeri,5,GEN,Kerala,Ebrahim Sulaiman Sait,Muslim Leage,1017274,811009,79.7 %,70282,8.7%
Mathura,74,GEN,Uttar Pradesh [1947 - 1999],Manvendra Singh,Janata Dal,935440,480088,51.3 %,37713,7.9%
Mathurapur,16,GEN,West Bengal,Radhikaranjan Pramanik,Communist Party Of India (MARXIST),875184,739596,84.5 %,22632,3.1%
Mavelikara,16,SC,Kerala,P. J. Kurien,Indian National Congress,840010,657992,78.3 %,57182,8.7%
Mayiladuturai,29,SC,Tamil Nadu,Pakeer Mohamed Hajee E.S.M,Indian National Congress,910538,680108,74.7 %,101945,15.0%
Mayurbhanj,1,GEN,Orissa,Bhagey Gobardhan,Janata Dal,815806,323586,39.7 %,22588,7.0%
Medak,33,GEN,Andhra Pradesh,Bagareddy M.,Indian National Congress,1057204,736786,69.7 %,96096,13.0%
Meerut,80,GEN,Uttar Pradesh [1947 - 1999],Harish Pal,Janata Dal,970079,551883,56.9 %,122041,22.1%
Mehsana,12,GEN,Gujarat,A.K.Patel,Bharatiya Janta Party,997389,666886,66.9 %,135330,20.3%
Midnapore,32,GEN,West Bengal,Indrajit Gupta,Communist Party Of India,944374,760379,80.5 %,132320,17.4%
Miryalguda,42,GEN,Andhra Pradesh,B.N.Reddy,Indian National Congress,1091124,816183,74.8 %,34995,4.3%
Mirzapur,54,GEN,Uttar Pradesh [1947 - 1999],Yusa Beg,Janata Dal,1031084,477366,46.3 %,82893,17.4%
Misrikh,18,SC,Uttar Pradesh [1947 - 1999],Ram Lal Rahi,Indian National Congress,882435,462471,52.4 %,86391,18.7%
Mizoram,1,ST,Mizoram,C.Silvera,Indian National Congress,391700,228202,58.3 %,38822,17.0%
Mohanlalganj,21,SC,Uttar Pradesh [1947 - 1999],Sarju Prasad Saroj,Janata Dal,888330,410008,46.2 %,18176,4.4%
Monghyr,32,GEN,Bihar [1947 - 1999],Dhanraj Singh,Janata Dal,1015385,712863,70.2 %,55186,7.7%
Moradabad,7,GEN,Uttar Pradesh [1947 - 1999],Ghulam Mohd. Khan Haji,Janata Dal,949266,504312,53.1 %,81917,16.2%
Morena,1,SC,Madhya Pradesh [1947 - 1999],Chhaviram,Bharatiya Janta Party,993784,423484,42.6 %,87861,20.7%
Mormugao,2,GEN,Goa,Faleiro Edurado Marthinho,Indian National Congress,400321,180708,45.1 %,22066,12.2%
Motihari,3,GEN,Bihar [1947 - 1999],Radha Mohan Singh,Bharatiya Janta Party,936758,551310,58.9 %,78111,14.2%
Mukundapuram,10,GEN,Kerala,Savithri Lakshmanan,Indian National Congress,921201,759285,82.4 %,18754,2.5%
Murshidabad,9,GEN,West Bengal,Masudal Hossain Syed,Communist Party Of India (MARXIST),986433,820706,83.2 %,56544,6.9%
Muvattupuzha,12,GEN,Kerala,P. C. Thomas,Kerala Congress(M),895057,732761,81.9 %,68811,9.4%
Muzaffarnagar,82,GEN,Uttar Pradesh [1947 - 1999],Mufti Mohammad Sayeed,Janata Dal,920249,570608,62.0 %,158987,27.9%
Muzaffarpur,10,GEN,Bihar [1947 - 1999],George Farnandes,Janata Dal,981763,726622,74.0 %,285010,39.2%
Mysore,16,GEN,Karnataka,Srikantadatta Narasimbharaj Wadeyar,Indian National Congress,1052491,733973,69.7 %,249364,34.0%
Nabadwip,12,GEN,West Bengal,Asim Bala,Communist Party Of India (MARXIST),1074607,918063,85.4 %,52663,5.7%
Nagaland,1,ST,Nagaland,Shikino Sam,Indian National Congress,813011,607429,74.7 %,123947,20.4%
Nagapattinam,30,GEN,Tamil Nadu,"Selvarasu, M",Communist Party Of India,931916,700948,75.2 %,21523,3.1%
Nagarkurnool,28,SC,Andhra Pradesh,Anatha Ramulu Mullu,Indian National Congress,1000322,705416,70.5 %,71174,10.1%
Nagaur,25,GEN,Rajasthan,Nathu Ram Mirdha,Janata Dal,1070178,653477,61.1 %,190270,29.1%
Nagercoil,39,GEN,Tamil Nadu,N.Dennis,Indian National Congress,952947,554825,58.2 %,78797,14.2%
Nagpur,23,GEN,Maharashtra,Purhit Banwarilal Bhagwandas,Indian National Congress,1183672,726153,61.4 %,90000,12.4%
Nainital,4,GEN,Uttar Pradesh [1947 - 1999],Mahendra Singh Pal,Janata Dal,958516,507462,52.9 %,20448,4.0%
Nalanda,34,GEN,Bihar [1947 - 1999],Ram Saroop Prasad,Indian National Congress,1085349,709017,65.3 %,11212,1.6%
Nalgonda,41,GEN,Andhra Pradesh,Chalilam Srinivasa Rao,Indian National Congress,1144127,784463,68.6 %,41850,5.3%
Nanded,30,GEN,Maharashtra,Kabde Venkatesh Rukhmaji,Janata Dal,1065156,582495,54.7 %,24113,4.1%
Nandurbar,15,GEN,Maharashtra,Gavit Mankrao Hodlya,Indian National Congress,885274,478898,54.1 %,106466,22.2%
Nandyal,27,GEN,Andhra Pradesh,Bojja Venkata Reddy,Indian National Congress,1001172,711179,71.0 %,56262,7.9%
Narasapur,10,GEN,Andhra Pradesh,Bhupatiraju Vijaya Kumar Raju,Telugu Desam,931902,682390,73.2 %,13802,2.0%
Narasaraopet,17,GEN,Andhra Pradesh,Kasu Venkata Krishna Reddy,Indian National Congress,1138866,779017,68.4 %,65706,8.4%
Nashik,12,ST,Maharashtra,Aher Daula Sonuji,Bharatiya Janta Party,1051786,576842,54.8 %,30653,5.3%
Nawada,42,SC,Bihar [1947 - 1999],Prem Pardeep,Communist Party Of India (MARXIST),1152371,658708,57.2 %,149602,22.7%
Nellore,19,SC,Andhra Pradesh,Putchalapalli Penchalaiah,Indian National Congress,1064416,743196,69.8 %,71839,9.7%
New Delhi,1,GEN,Delhi [1977 Onwards],Lal Krishna Advani,Bharatiya Janta Party,429535,236126,55.0 %,31841,13.5%
Nilgiris,18,GEN,Tamil Nadu,"Prabhu, R.",Indian National Congress,1105096,751196,68.0 %,173771,23.1%
Nizamabad,34,GEN,Andhra Pradesh,Taduri Bala Goud,Indian National Congress,963180,674941,70.1 %,24099,3.6%
Nowgong,10,GEN,Assam,Data Not Available,-,-,-,-,-,-
Nowrangpur,13,GEN,Orissa,Khagapati Pradhani,Indian National Congress,875147,380988,43.5 %,3452,0.9%
Ongole,18,GEN,Andhra Pradesh,Rajamohana Reddy Mekapati,Indian National Congress,1107153,728716,65.8 %,97370,13.4%
Osmanabad,36,GEN,Maharashtra,Kamble Arvind Tulshiram,Indian National Congress,865583,464667,53.7 %,150092,32.3%
Ottapalam,8,GEN,Kerala,K. R. Narayanan,Indian National Congress,946025,722920,76.4 %,26187,3.6%
Outer Delhi,3,GEN,Delhi [1977 Onwards],Tarif Singh,Janata Dal,1574973,790764,50.2 %,52333,6.6%
Outer Manipur,2,ST,Manipur,Meijinlung Kamson,Indian National Congress,616903,477354,77.4 %,125065,26.2%
Padrauna,40,GEN,Uttar Pradesh [1947 - 1999],Baleshar,Janata Dal,932266,481060,51.6 %,48281,10.0%
Palamau,54,SC,Bihar [1947 - 1999],Jaorwar Ram,Janata Dal,911225,391041,42.9 %,33396,8.5%
Palani,22,GEN,Tamil Nadu,"Senapathi Gounder, A.",Indian National Congress,1033981,632454,61.2 %,80913,12.8%
Palghat,7,GEN,Kerala,A. Vijayaraghavan,Communist Party Of India (MARXIST),957847,741859,77.5 %,1286,0.2%
Pali,21,GEN,Rajasthan,Gumanmall Lodha,Bharatiya Janta Party,956388,542256,56.7 %,167328,30.9%
Panaji,1,GEN,Goa,Gopal Mayokar,Maharashtrawadi Gomantak,333994,246357,73.8 %,15837,6.4%
Pandharpur,38,SC,Maharashtra,Thorat Sandipan Bhagwan,Indian National Congress,979118,481585,49.2 %,218144,45.3%
Panskura,29,SC,West Bengal,Gita Mukherjee,Communist Party Of India,862664,735702,85.3 %,126302,17.2%
Parbhani,31,GEN,Maharashtra,Deshmukh Ashok Anandrao,Independent,928898,536267,57.7 %,66384,12.4%
Parvathipuram,2,ST,Andhra Pradesh,Vijayaramaraju Satrucharla,Indian National Congress,809362,589546,72.8 %,42641,7.2%
Patan,13,GEN,Gujarat,Chawada Khem Chandbhai Somabhai,Janata Dal,928054,504955,54.4 %,213054,42.2%
Patiala,8,SC,Punjab,Atinderpal Singh,Independent,1017093,646981,63.6 %,81260,12.6%
Patna,35,GEN,Bihar [1947 - 1999],Shailendra Nath Srivastava,Bharatiya Janta Party,1173277,643303,54.8 %,21593,3.4%
Peddapalli,36,SC,Andhra Pradesh,G.Venkat Swamy,Indian National Congress,1096253,679405,62.0 %,30635,4.5%
Perambalur,28,GEN,Tamil Nadu,"Asokaraj, A.",All India Anna Dravida Munnetra Kazhagam,941568,680308,72.3 %,136176,20.0%
Periyakulam,25,GEN,Tamil Nadu,"Mothiah, R.",All India Anna Dravida Munnetra Kazhagam,1015762,663502,65.3 %,221404,33.4%
Phillaur,5,SC,Punjab,Harbhajan Lakha,Bahujan Samaj Party,1010117,606615,60.1 %,8124,1.3%
Phulbani,15,GEN,Orissa,Nakul Nayak,Janata Dal,944347,557080,59.0 %,64541,11.6%
Phulpur,55,GEN,Uttar Pradesh [1947 - 1999],Ram Pujan Patel,Janata Dal,951231,517340,54.4 %,32501,6.3%
Pilibhit,13,GEN,Uttar Pradesh [1947 - 1999],Maneka Gandhi,Janata Dal,910250,495090,54.4 %,131220,26.5%
Pollachi,21,GEN,Tamil Nadu,"Raja Ravi Varma, B.",All India Anna Dravida Munnetra Kazhagam,966256,647756,67.0 %,231309,35.7%
Pondicherry,1,GEN,Pondicherry,P. Shanmugam,Indian National Congress,574557,383306,66.7 %,33312,8.7%
Ponnani,6,GEN,Kerala,G. M. Banat Walia,Muslim Leage,991943,710929,71.7 %,107519,15.1%
Porbandar,5,GEN,Gujarat,Manvar Balvantbhai Bachubhai,Janata Dal,844067,364359,43.2 %,67369,18.5%
Pratapgarh,24,GEN,Uttar Pradesh [1947 - 1999],Raja Dinesh Singh,Indian National Congress,937315,438501,46.8 %,4206,1.0%
Pudukkottai,32,GEN,Tamil Nadu,"Sundaraja, N.",Indian National Congress,1054282,787854,74.7 %,271136,34.4%
Pune,42,SC,Maharashtra,Gadgil Vitthalaro Narhar,Indian National Congress,1070901,687651,64.2 %,8181,1.2%
Puri,8,SC,Orissa,Nilamani Routray,Janata Dal,941735,627370,66.6 %,139572,22.2%
Purnea,24,GEN,Bihar [1947 - 1999],Taslimudin,Janata Dal,923058,575046,62.3 %,54557,9.5%
Purulia,34,GEN,West Bengal,Chitta Ranjan Mahata,All India Forward Bloc,892696,690012,77.3 %,138895,20.1%
Quilon,18,GEN,Kerala,S. Krishnakumar,Indian National Congress,951856,775045,81.4 %,27462,3.5%
Rae Bareli,23,GEN,Uttar Pradesh [1947 - 1999],Sheila Kaul,Indian National Congress,958439,492021,51.3 %,83779,17.0%
Raichur,3,GEN,Karnataka,R.Ambanna Naik Dore,Indian National Congress,989671,532963,53.9 %,88922,16.7%
Raiganj,5,GEN,West Bengal,Golam Yazdani,Indian National Congress,994246,763803,76.8 %,2899,0.4%
Raigarh,13,ST,Madhya Pradesh [1947 - 1999],Nand Kumar Sai,Bharatiya Janta Party,810049,455799,56.3 %,21010,4.6%
Raipur,17,GEN,Madhya Pradesh [1947 - 1999],Ramesh Bais,Bharatiya Janta Party,888021,520823,58.7 %,84479,16.2%
Rajahmundry,8,GEN,Andhra Pradesh,Jamuna,Indian National Congress,972851,737739,75.8 %,58322,7.9%
Rajampet,22,GEN,Andhra Pradesh,Annaiahgari Sai Prathap,Indian National Congress,945601,678195,71.7 %,38423,5.7%
Rajapur,1,ST,Maharashtra,Madhu Dandavate,Janata Dal,741195,469081,63.3 %,42370,9.0%
Rajgarh,32,GEN,Madhya Pradesh [1947 - 1999],Pyarela Khandelwar,Bharatiya Janta Party,900674,555194,61.6 %,67424,12.1%
Rajkot,4,GEN,Gujarat,Vekaria Shivlal Nagibhai,Bharatiya Janta Party,1092514,524709,48.0 %,194426,37.1%
Rajmahal,26,ST,Bihar [1947 - 1999],Simon Marandi,Jharkhand Mukti Morcha,829017,468809,56.6 %,166415,35.5%
Rajnandgaon,22,GEN,Madhya Pradesh [1947 - 1999],Dharam Pal Gupta,Bharatiya Janta Party,829486,508718,61.3 %,70194,13.8%
Ramanathapuram,34,GEN,Tamil Nadu,"Rajeshwaran, V.",Indian National Congress,1035028,634121,61.3 %,179544,28.3%
