[LINE 1] UID=AP2009PC01 | family_rows=2 | sources_rows=2
[LINE 401] UID=MH2009PC17 | family_rows=1 | sources_rows=4
[LINE 402] UID=BR2009PC02 | family_rows=1 | sources_rows=5
[LINE 403] UID=BR2009PC31 | family_rows=1 | sources_rows=3
[LINE 404] UID=GJ2009PC03 | family_rows=1 | sources_rows=3
[LINE 405] UID=KL2009PC17 | family_rows=1 | sources_rows=5
[LINE 406] UID=PB2009PC13 | family_rows=5 | sources_rows=5
[LINE 407] UID=BR2009PC30 | family_rows=2 | sources_rows=3
[LINE 408] UID=AP2009PC02 | family_rows=2 | sources_rows=5
[LINE 409] UID=TN2009PC25 | family_rows=1 | sources_rows=4
[LINE 410] Existing error preserved | UID=UP2009PC51
[LINE 411] UID=UP2009PC26 | family_rows=9 | sources_rows=6
[LINE 412] UID=TN2009PC21 | family_rows=1 | sources_rows=4
[LINE 413] UID=PY2009PC01 | family_rows=1 | sources_rows=3
[LINE 414] UID=KL2009PC07 | family_rows=1 | sources_rows=5
[LINE 415] Existing error preserved | UID=GJ2009PC11
[LINE 416] Existing error preserved | UID=UP2009PC39
[LINE 417] UID=MH2009PC34 | family_rows=1 | sources_rows=4
[LINE 418] UID=OR2009PC17 | family_rows=3 | sources_rows=5
[LINE 419] UID=BR2009PC12 | family_rows=4 | sources_rows=4
[LINE 420] UID=WB2009PC35 | family_rows=1 | sources_rows=4
[LINE 421] UID=BR2009PC03 | family_rows=1 | sources_rows=6
[LINE 422] UID=UP2009PC36 | family_rows=7 | sources_rows=5
[LINE 423] UID=KA2009PC06 | family_rows=1 | sources_rows=5
[LINE 424] UID=MH2009PC32 | family_rows=1 | sources_rows=4
[LINE 425] UID=WB2009PC05 | family_rows=1 | sources_rows=3
[LINE 426] UID=CG2009PC02 | family_rows=3 | sources_rows=4
[LINE 427] UID=CG2009PC08 | family_rows=1 | sources_rows=5
[LINE 428] UID=AP2009PC25 | family_rows=1 | sources_rows=3
[LINE 429] UID=AP2009PC41 | family_rows=1 | sources_rows=3
[LINE 430] UID=MP2009PC20 | family_rows=1 | sources_rows=17
[LINE 431] UID=GJ2009PC10 | family_rows=1 | sources_rows=4
[LINE 432] UID=JH2009PC01 | family_rows=1 | sources_rows=7
[LINE 433] UID=CG2009PC06 | family_rows=1 | sources_rows=4
[LINE 434] UID=RJ2009PC22 | family_rows=1 | sources_rows=3
[LINE 435] UID=TN2009PC35 | family_rows=1 | sources_rows=4
[LINE 436] UID=UP2009PC07 | family_rows=1 | sources_rows=3
[LINE 437] UID=MH2009PC09 | family_rows=1 | sources_rows=5
[LINE 438] UID=WB2009PC13 | family_rows=1 | sources_rows=3
[LINE 439] UID=JH2009PC08 | family_rows=1 | sources_rows=3
[LINE 440] UID=MP2009PC24 | family_rows=1 | sources_rows=3
[LINE 441] UID=MH2009PC46 | family_rows=2 | sources_rows=5
[LINE 442] UID=MH2009PC04 | family_rows=1 | sources_rows=3
[LINE 443] UID=MP2009PC10 | family_rows=1 | sources_rows=5
[LINE 444] UID=UP2009PC80 | family_rows=1 | sources_rows=1
[LINE 445] UID=HR2009PC07 | family_rows=4 | sources_rows=5
[LINE 446] UID=GJ2009PC05 | family_rows=1 | sources_rows=4
[LINE 447] Existing error preserved | UID=MP2009PC05
[LINE 448] UID=UP2009PC01 | family_rows=1 | sources_rows=4
[LINE 449] UID=TN2009PC15 | family_rows=1 | sources_rows=5
[LINE 450] UID=UP2009PC71 | family_rows=1 | sources_rows=5
[LINE 451] UID=BR2009PC23 | family_rows=4 | sources_rows=5
[LINE 452] UID=OR2009PC03 | family_rows=1 | sources_rows=5
[LINE 453] Existing error preserved | UID=UP2009PC08
[LINE 454] UID=MH2009PC44 | family_rows=3 | sources_rows=4
[LINE 455] UID=PB2009PC12 | family_rows=1 | sources_rows=5
[LINE 456] UID=UP2009PC62 | family_rows=2 | sources_rows=3
[LINE 457] UID=BR2009PC20 | family_rows=9 | sources_rows=7
[LINE 458] UID=CG2009PC01 | family_rows=1 | sources_rows=5
[LINE 459] UID=BR2009PC34 | family_rows=2 | sources_rows=4
[LINE 460] UID=MH2009PC45 | family_rows=2 | sources_rows=2
[LINE 461] UID=MP2009PC09 | family_rows=1 | sources_rows=6
[LINE 462] Existing error preserved | UID=AP2009PC08
[LINE 463] UID=MP2009PC12 | family_rows=2 | sources_rows=3
[LINE 464] UID=UP2009PC27 | family_rows=1 | sources_rows=2
[LINE 465] UID=BR2009PC04 | family_rows=1 | sources_rows=2
[LINE 466] UID=ML2009PC01 | family_rows=1 | sources_rows=5
[LINE 467] UID=HP2009PC04 | family_rows=1 | sources_rows=5
[LINE 468] UID=KA2009PC14 | family_rows=2 | sources_rows=5
[LINE 469] UID=MH2009PC38 | family_rows=1 | sources_rows=3
[LINE 470] UID=MH2009PC36 | family_rows=1 | sources_rows=5
[LINE 471] UID=UP2009PC58 | family_rows=1 | sources_rows=4
[LINE 472] UID=MP2009PC11 | family_rows=1 | sources_rows=2
[LINE 473] UID=RJ2009PC05 | family_rows=1 | sources_rows=3
[LINE 474] UID=SK2009PC01 | family_rows=1 | sources_rows=3
[LINE 475] UID=AS2009PC02 | family_rows=1 | sources_rows=5
[LINE 476] UID=JH2009PC10 | family_rows=1 | sources_rows=5
[LINE 477] UID=HR2009PC03 | family_rows=4 | sources_rows=5
[LINE 478] UID=BR2009PC05 | family_rows=1 | sources_rows=3
[LINE 479] UID=UP2009PC30 | family_rows=1 | sources_rows=4
[LINE 480] UID=TN2009PC31 | family_rows=1 | sources_rows=4
[LINE 481] UID=BR2009PC18 | family_rows=1 | sources_rows=5
[LINE 482] UID=MH2009PC42 | family_rows=1 | sources_rows=4
[LINE 483] UID=HR2009PC06 | family_rows=2 | sources_rows=4
[LINE 484] UID=DL2009PC07 | family_rows=1 | sources_rows=4
[LINE 485] UID=GA2009PC02 | family_rows=1 | sources_rows=4
[LINE 486] UID=WB2009PC27 | family_rows=1 | sources_rows=2
[LINE 487] UID=AP2009PC19 | family_rows=1 | sources_rows=4
[LINE 488] UID=JK2009PC02 | family_rows=5 | sources_rows=5
[LINE 489] UID=TN2009PC05 | family_rows=1 | sources_rows=3
[LINE 490] UID=UP2009PC38 | family_rows=3 | sources_rows=5
[LINE 491] UID=OR2009PC02 | family_rows=4 | sources_rows=4
[LINE 492] UID=BR2009PC08 | family_rows=1 | sources_rows=5
[LINE 493] UID=GJ2009PC24 | family_rows=1 | sources_rows=4
[LINE 494] UID=GJ2009PC09 | family_rows=1 | sources_rows=3
[LINE 495] UID=WB2009PC30 | family_rows=3 | sources_rows=6
[LINE 496] UID=UK2009PC01 | family_rows=5 | sources_rows=4
[LINE 497] UID=TN2009PC37 | family_rows=1 | sources_rows=4
[LINE 498] UID=AS2009PC09 | family_rows=1 | sources_rows=6
[LINE 499] UID=MH2009PC25 | family_rows=2 | sources_rows=6
[LINE 500] UID=TN2009PC30 | family_rows=1 | sources_rows=3
[LINE 501] UID=TN2009PC33 | family_rows=1 | sources_rows=3
[LINE 502] UID=TN2009PC01 | family_rows=1 | sources_rows=5
[LINE 503] UID=KL2009PC20 | family_rows=1 | sources_rows=3
[LINE 504] UID=TN2009PC36 | family_rows=1 | sources_rows=5
[LINE 505] UID=KL2009PC10 | family_rows=1 | sources_rows=5
[LINE 506] UID=MP2009PC06 | family_rows=1 | sources_rows=4
[LINE 507] UID=TN2009PC24 | family_rows=1 | sources_rows=3
[LINE 508] UID=TN2009PC38 | family_rows=1 | sources_rows=2
[LINE 509] UID=AP2009PC40 | family_rows=1 | sources_rows=3
[LINE 510] UID=TN2009PC18 | family_rows=1 | sources_rows=5
[LINE 511] UID=TN2009PC11 | family_rows=1 | sources_rows=3
[LINE 512] UID=RJ2009PC12 | family_rows=1 | sources_rows=3
[LINE 513] UID=TR2009PC02 | family_rows=1 | sources_rows=3
[LINE 514] UID=TR2009PC01 | family_rows=1 | sources_rows=4
[LINE 515] UID=KA2009PC19 | family_rows=1 | sources_rows=3
[LINE 516] UID=ML2009PC02 | family_rows=3 | sources_rows=5
[LINE 517] UID=RJ2009PC19 | family_rows=2 | sources_rows=4
[LINE 518] UID=JK2009PC05 | family_rows=1 | sources_rows=2
[LINE 519] UID=KA2009PC15 | family_rows=1 | sources_rows=4
[LINE 520] UID=BR2009PC22 | family_rows=1 | sources_rows=1
[LINE 521] Existing error preserved | UID=MP2009PC22
[LINE 522] UID=WB2009PC26 | family_rows=1 | sources_rows=3
[LINE 523] Existing error preserved | UID=UP2009PC33
[LINE 524] UID=KA2009PC12 | family_rows=1 | sources_rows=3
[LINE 525] UID=KL2009PC03 | family_rows=1 | sources_rows=5
[LINE 526] UID=GJ2009PC20 | family_rows=1 | sources_rows=4
[LINE 527] UID=BR2009PC16 | family_rows=1 | sources_rows=5
[LINE 528] UID=BR2009PC01 | family_rows=1 | sources_rows=3
[LINE 529] UID=GJ2009PC26 | family_rows=1 | sources_rows=5
[LINE 530] UID=UP2009PC77 | family_rows=1 | sources_rows=4
[LINE 531] UID=TN2009PC08 | family_rows=1 | sources_rows=3
[LINE 532] UID=MP2009PC18 | family_rows=2 | sources_rows=3
[LINE 533] UID=AP2009PC29 | family_rows=1 | sources_rows=4
[LINE 534] UID=TN2009PC13 | family_rows=1 | sources_rows=4
[LINE 535] UID=TN2009PC34 | family_rows=1 | sources_rows=3
[LINE 536] UID=AP2009PC21 | family_rows=7 | sources_rows=9
[LINE 537] UID=AP2009PC20 | family_rows=3 | sources_rows=3
[LINE 538] UID=AP2009PC15 | family_rows=1 | sources_rows=5
[LINE 539] UID=MH2009PC08 | family_rows=3 | sources_rows=4
[LINE 540] UID=KL2009PC04 | family_rows=1 | sources_rows=3
[LINE 541] UID=DL2009PC06 | family_rows=1 | sources_rows=3
[LINE 542] UID=MH2009PC14 | family_rows=1 | sources_rows=5
[LINE 543] UID=AP2009PC05 | family_rows=2 | sources_rows=3

PROCESSING COMPLETE
Total family rows: 848
Total source rows: 2125
