[LINE 1] UID=AN2024PC01 | family_rows=1 | sources_rows=3
[LINE 401] UID=TG2024PC09 | family_rows=3 | sources_rows=3
[LINE 402] UID=TG2024PC03 | family_rows=1 | sources_rows=5
[LINE 403] UID=TG2024PC17 | family_rows=4 | sources_rows=5
[LINE 404] UID=TG2024PC16 | family_rows=1 | sources_rows=4
[LINE 405] UID=TG2024PC11 | family_rows=5 | sources_rows=5
[LINE 406] UID=TG2024PC07 | family_rows=1 | sources_rows=6
[LINE 407] UID=TG2024PC06 | family_rows=1 | sources_rows=5
[LINE 408] UID=TG2024PC12 | family_rows=3 | sources_rows=3
[LINE 409] UID=TG2024PC13 | family_rows=1 | sources_rows=4
[LINE 410] UID=TG2024PC04 | family_rows=3 | sources_rows=4
[LINE 411] UID=TG2024PC02 | family_rows=3 | sources_rows=4
[LINE 412] UID=TG2024PC08 | family_rows=1 | sources_rows=9
[LINE 413] Existing error preserved | UID=TG2024PC15
[LINE 414] UID=TG2024PC05 | family_rows=2 | sources_rows=3
[LINE 415] UID=TR2024PC02 | family_rows=3 | sources_rows=4
[LINE 416] UID=TR2024PC01 | family_rows=1 | sources_rows=5
[LINE 417] UID=UP2024PC18 | family_rows=1 | sources_rows=5
[LINE 418] UID=UP2024PC44 | family_rows=1 | sources_rows=5
[LINE 419] UID=UP2024PC15 | family_rows=1 | sources_rows=5
[LINE 420] UID=UP2024PC52 | family_rows=1 | sources_rows=6
[LINE 421] Existing error preserved | UID=UP2024PC55
[LINE 422] UID=UP2024PC37 | family_rows=1 | sources_rows=4
[LINE 423] UID=UP2024PC09 | family_rows=1 | sources_rows=5
[LINE 424] UID=UP2024PC24 | family_rows=1 | sources_rows=4
[LINE 425] UID=UP2024PC69 | family_rows=10 | sources_rows=5
[LINE 426] UID=UP2024PC23 | family_rows=6 | sources_rows=5
[LINE 427] UID=UP2024PC11 | family_rows=1 | sources_rows=3
[LINE 428] UID=UP2024PC56 | family_rows=1 | sources_rows=4
[LINE 429] UID=UP2024PC72 | family_rows=1 | sources_rows=3
[LINE 430] UID=UP2024PC48 | family_rows=1 | sources_rows=3
[LINE 431] UID=UP2024PC67 | family_rows=4 | sources_rows=6
[LINE 432] UID=UP2024PC53 | family_rows=1 | sources_rows=6
[LINE 433] UID=UP2024PC25 | family_rows=1 | sources_rows=4
[LINE 434] UID=UP2024PC61 | family_rows=2 | sources_rows=4
[LINE 435] UID=UP2024PC78 | family_rows=1 | sources_rows=5
[LINE 436] UID=UP2024PC04 | family_rows=2 | sources_rows=4
[LINE 437] UID=UP2024PC14 | family_rows=1 | sources_rows=3
[LINE 438] UID=UP2024PC76 | family_rows=1 | sources_rows=3
[LINE 439] UID=UP2024PC66 | family_rows=3 | sources_rows=4
[LINE 440] UID=UP2024PC29 | family_rows=1 | sources_rows=7
[LINE 441] UID=UP2024PC60 | family_rows=1 | sources_rows=6
[LINE 442] UID=UP2024PC22 | family_rows=1 | sources_rows=3
[LINE 443] UID=UP2024PC41 | family_rows=1 | sources_rows=6
[LINE 444] UID=UP2024PC54 | family_rows=1 | sources_rows=3
[LINE 445] UID=UP2024PC40 | family_rows=1 | sources_rows=5
[LINE 446] UID=UP2024PC49 | family_rows=1 | sources_rows=3
[LINE 447] UID=UP2024PC19 | family_rows=1 | sources_rows=5
[LINE 448] UID=UP2024PC20 | family_rows=8 | sources_rows=6
[LINE 449] UID=UP2024PC13 | family_rows=1 | sources_rows=5
[LINE 450] UID=UP2024PC12 | family_rows=1 | sources_rows=3
[LINE 451] UID=UP2024PC75 | family_rows=6 | sources_rows=4
[LINE 452] UID=UP2024PC70 | family_rows=1 | sources_rows=8
[LINE 453] UID=UP2024PC59 | family_rows=3 | sources_rows=3
[LINE 454] UID=UP2024PC64 | family_rows=1 | sources_rows=7
[LINE 455] UID=UP2024PC47 | family_rows=1 | sources_rows=2
[LINE 456] UID=UP2024PC31 | family_rows=1 | sources_rows=19
[LINE 457] UID=UP2024PC16 | family_rows=1 | sources_rows=4
[LINE 458] UID=UP2024PC45 | family_rows=1 | sources_rows=3
[LINE 459] UID=UP2024PC73 | family_rows=2 | sources_rows=2
[LINE 460] UID=UP2024PC46 | family_rows=1 | sources_rows=3
[LINE 461] UID=UP2024PC02 | family_rows=4 | sources_rows=7
[LINE 462] UID=UP2024PC57 | family_rows=3 | sources_rows=5
[LINE 463] UID=UP2024PC42 | family_rows=7 | sources_rows=5
[LINE 464] UID=UP2024PC43 | family_rows=1 | sources_rows=5
[LINE 465] UID=UP2024PC50 | family_rows=1 | sources_rows=5
[LINE 466] UID=UP2024PC28 | family_rows=1 | sources_rows=4
[LINE 467] UID=UP2024PC65 | family_rows=2 | sources_rows=3
[LINE 468] UID=UP2024PC68 | family_rows=1 | sources_rows=4
[LINE 469] UID=UP2024PC35 | family_rows=3 | sources_rows=5
[LINE 470] UID=UP2024PC74 | family_rows=1 | sources_rows=9
[LINE 471] UID=UP2024PC63 | family_rows=2 | sources_rows=4
[LINE 472] UID=UP2024PC21 | family_rows=5 | sources_rows=4
[LINE 473] UID=UP2024PC17 | family_rows=1 | sources_rows=5
[LINE 474] Existing error preserved | UID=UP2024PC10
[LINE 475] UID=UP2024PC79 | family_rows=4 | sources_rows=5
[LINE 476] UID=UP2024PC32 | family_rows=1 | sources_rows=3
[LINE 477] UID=UP2024PC34 | family_rows=1 | sources_rows=3
[LINE 478] UID=UP2024PC06 | family_rows=1 | sources_rows=3
[LINE 479] UID=UP2024PC03 | family_rows=2 | sources_rows=4
[LINE 480] UID=UP2024PC05 | family_rows=1 | sources_rows=3
[LINE 481] UID=UP2024PC51 | family_rows=1 | sources_rows=2
[LINE 482] UID=UP2024PC26 | family_rows=2 | sources_rows=7
[LINE 483] UID=UP2024PC39 | family_rows=1 | sources_rows=2
[LINE 484] UID=UP2024PC36 | family_rows=6 | sources_rows=6
[LINE 485] UID=UP2024PC07 | family_rows=1 | sources_rows=3
[LINE 486] Existing error preserved | UID=UP2024PC80
[LINE 487] Existing error preserved | UID=UP2024PC01
[LINE 488] UID=UP2024PC71 | family_rows=1 | sources_rows=5
[LINE 489] UID=UP2024PC08 | family_rows=1 | sources_rows=4
[LINE 490] UID=UP2024PC62 | family_rows=1 | sources_rows=4
[LINE 491] UID=UP2024PC27 | family_rows=1 | sources_rows=5
[LINE 492] UID=UP2024PC58 | family_rows=1 | sources_rows=4
[LINE 493] UID=UP2024PC30 | family_rows=1 | sources_rows=5
[LINE 494] UID=UP2024PC38 | family_rows=1 | sources_rows=5
[LINE 495] Existing error preserved | UID=UP2024PC33
[LINE 496] UID=UP2024PC77 | family_rows=1 | sources_rows=5
[LINE 497] UID=UK2024PC03 | family_rows=1 | sources_rows=5
[LINE 498] UID=UK2024PC02 | family_rows=1 | sources_rows=5
[LINE 499] UID=UK2024PC05 | family_rows=1 | sources_rows=5
[LINE 500] UID=UK2024PC04 | family_rows=2 | sources_rows=2
[LINE 501] UID=UK2024PC01 | family_rows=1 | sources_rows=5
[LINE 502] UID=WB2024PC02 | family_rows=1 | sources_rows=5
[LINE 503] UID=WB2024PC29 | family_rows=1 | sources_rows=5
[LINE 504] UID=WB2024PC40 | family_rows=2 | sources_rows=3
[LINE 505] Existing error preserved | UID=WB2024PC10
[LINE 506] UID=WB2024PC06 | family_rows=1 | sources_rows=4
[LINE 507] UID=WB2024PC14 | family_rows=4 | sources_rows=7
[LINE 508] UID=WB2024PC36 | family_rows=1 | sources_rows=5
[LINE 509] UID=WB2024PC17 | family_rows=3 | sources_rows=4
[LINE 510] UID=WB2024PC38 | family_rows=1 | sources_rows=3
[LINE 511] UID=WB2024PC15 | family_rows=1 | sources_rows=5
[LINE 512] UID=WB2024PC18 | family_rows=1 | sources_rows=3
[LINE 513] UID=WB2024PC42 | family_rows=1 | sources_rows=3
[LINE 514] UID=WB2024PC37 | family_rows=1 | sources_rows=3
[LINE 515] UID=WB2024PC41 | family_rows=1 | sources_rows=4
[LINE 516] UID=WB2024PC39 | family_rows=2 | sources_rows=5
[LINE 517] UID=WB2024PC01 | family_rows=1 | sources_rows=3
[LINE 518] UID=WB2024PC04 | family_rows=1 | sources_rows=4
[LINE 519] Existing error preserved | UID=WB2024PC21
[LINE 520] UID=WB2024PC16 | family_rows=1 | sources_rows=3
[LINE 521] UID=WB2024PC32 | family_rows=1 | sources_rows=4
[LINE 522] UID=WB2024PC28 | family_rows=1 | sources_rows=2
[LINE 523] UID=WB2024PC25 | family_rows=1 | sources_rows=6
[LINE 524] UID=WB2024PC22 | family_rows=1 | sources_rows=4
[LINE 525] UID=WB2024PC03 | family_rows=1 | sources_rows=4
[LINE 526] UID=WB2024PC09 | family_rows=1 | sources_rows=5
[LINE 527] UID=WB2024PC33 | family_rows=1 | sources_rows=5
[LINE 528] UID=WB2024PC19 | family_rows=1 | sources_rows=3
[LINE 529] UID=WB2024PC31 | family_rows=3 | sources_rows=5
[LINE 530] UID=WB2024PC23 | family_rows=1 | sources_rows=3
[LINE 531] UID=WB2024PC24 | family_rows=1 | sources_rows=4
[LINE 532] UID=WB2024PC12 | family_rows=1 | sources_rows=3
[LINE 533] UID=WB2024PC08 | family_rows=5 | sources_rows=5
[LINE 534] UID=WB2024PC07 | family_rows=1 | sources_rows=5
[LINE 535] UID=WB2024PC20 | family_rows=1 | sources_rows=3
[LINE 536] UID=WB2024PC34 | family_rows=1 | sources_rows=4
[LINE 537] UID=WB2024PC11 | family_rows=1 | sources_rows=5
[LINE 538] UID=WB2024PC35 | family_rows=1 | sources_rows=6
[LINE 539] UID=WB2024PC05 | family_rows=1 | sources_rows=3
[LINE 540] UID=WB2024PC13 | family_rows=1 | sources_rows=5
[LINE 541] UID=WB2024PC27 | family_rows=1 | sources_rows=5
[LINE 542] UID=WB2024PC30 | family_rows=1 | sources_rows=4
[LINE 543] UID=WB2024PC26 | family_rows=1 | sources_rows=3

PROCESSING COMPLETE
Total family rows: 784
Total source rows: 2249
