[LINE 1] UID=AN1971PC501 | family_rows=1 | sources_rows=4
[LINE 401] UID=OR1971PC290 | family_rows=1 | sources_rows=5
[LINE 402] UID=UP1971PC426 | family_rows=1 | sources_rows=3
[LINE 403] UID=UP1971PC383 | family_rows=1 | sources_rows=1
[LINE 404] UID=TN1971PC351 | family_rows=1 | sources_rows=5
[LINE 405] UID=PY1971PC516 | family_rows=6 | sources_rows=7
[LINE 406] UID=KL1971PC153 | family_rows=1 | sources_rows=4
[LINE 407] UID=MH1971PC242 | family_rows=1 | sources_rows=5
[LINE 408] UID=UP1971PC394 | family_rows=2 | sources_rows=6
[LINE 409] UID=TN1971PC360 | family_rows=1 | sources_rows=2
[LINE 410] UID=BR1971PC67 | family_rows=1 | sources_rows=3
[LINE 411] UID=OR1971PC283 | family_rows=1 | sources_rows=4
[LINE 412] UID=BR1971PC77 | family_rows=1 | sources_rows=1
[LINE 413] UID=WB1971PC488 | family_rows=1 | sources_rows=3
[LINE 414] UID=KL1971PC164 | family_rows=1 | sources_rows=3
[LINE 415] UID=UP1971PC393 | family_rows=10 | sources_rows=5
[LINE 416] Existing error preserved | UID=KA1971PC251
[LINE 417] UID=WB1971PC460 | family_rows=4 | sources_rows=5
[LINE 418] UID=MP1971PC177 | family_rows=1 | sources_rows=4
[LINE 419] UID=MP1971PC181 | family_rows=3 | sources_rows=3
[LINE 420] UID=AP1971PC08 | family_rows=1 | sources_rows=3
[LINE 421] UID=AP1971PC22 | family_rows=1 | sources_rows=4
[LINE 422] UID=MH1971PC204 | family_rows=1 | sources_rows=5
[LINE 423] UID=GJ1971PC111 | family_rows=1 | sources_rows=1
[LINE 424] UID=BR1971PC79 | family_rows=1 | sources_rows=1
[LINE 425] UID=MP1971PC185 | family_rows=1 | sources_rows=4
[LINE 426] UID=TN1971PC366 | family_rows=1 | sources_rows=1
[LINE 427] UID=UP1971PC379 | family_rows=2 | sources_rows=3
[LINE 428] UID=UP1971PC399 | family_rows=1 | sources_rows=3
[LINE 429] UID=MH1971PC223 | family_rows=1 | sources_rows=4
[LINE 430] UID=BR1971PC103 | family_rows=1 | sources_rows=3
[LINE 431] UID=MH1971PC205 | family_rows=1 | sources_rows=3
[LINE 432] UID=MP1971PC173 | family_rows=2 | sources_rows=2
[LINE 433] UID=UP1971PC424 | family_rows=1 | sources_rows=3
[LINE 434] UID=HR1971PC136 | family_rows=1 | sources_rows=4
[LINE 435] UID=PB1971PC306 | family_rows=1 | sources_rows=3
[LINE 436] UID=BR1971PC72 | family_rows=1 | sources_rows=1
[LINE 437] UID=GJ1971PC122 | family_rows=1 | sources_rows=5
[LINE 438] UID=MP1971PC190 | family_rows=1 | sources_rows=4
[LINE 439] UID=UP1971PC455 | family_rows=1 | sources_rows=4
[LINE 440] UID=BR1971PC73 | family_rows=1 | sources_rows=4
[LINE 441] UID=UP1971PC420 | family_rows=1 | sources_rows=4
[LINE 442] UID=TN1971PC346 | family_rows=1 | sources_rows=1
[LINE 443] UID=UP1971PC413 | family_rows=1 | sources_rows=3
[LINE 444] UID=BR1971PC70 | family_rows=1 | sources_rows=4
[LINE 445] UID=OR1971PC292 | family_rows=1 | sources_rows=1
[LINE 446] UID=MH1971PC246 | family_rows=1 | sources_rows=3
[LINE 447] UID=PB1971PC308 | family_rows=1 | sources_rows=4
[LINE 448] UID=BR1971PC94 | family_rows=1 | sources_rows=3
[LINE 449] UID=MH1971PC244 | family_rows=2 | sources_rows=4
[LINE 450] UID=MP1971PC172 | family_rows=1 | sources_rows=3
[LINE 451] UID=RJ1971PC319 | family_rows=1 | sources_rows=3
[LINE 452] UID=AP1971PC31 | family_rows=1 | sources_rows=3
[LINE 453] UID=WB1971PC480 | family_rows=1 | sources_rows=3
[LINE 454] UID=BR1971PC91 | family_rows=1 | sources_rows=4
[LINE 455] UID=UP1971PC386 | family_rows=1 | sources_rows=1
[LINE 456] UID=MP1971PC174 | family_rows=1 | sources_rows=3
[LINE 457] UID=UP1971PC384 | family_rows=2 | sources_rows=4
[LINE 458] UID=MP1971PC196 | family_rows=1 | sources_rows=3
[LINE 459] UID=KA1971PC268 | family_rows=1 | sources_rows=1
[LINE 460] UID=MH1971PC237 | family_rows=1 | sources_rows=4
[LINE 461] UID=AP1971PC32 | family_rows=3 | sources_rows=4
[LINE 462] UID=MP1971PC175 | family_rows=1 | sources_rows=3
[LINE 463] UID=RJ1971PC313 | family_rows=1 | sources_rows=4
[LINE 464] UID=HP1971PC497 | family_rows=1 | sources_rows=3
[LINE 465] UID=BR1971PC105 | family_rows=1 | sources_rows=2
[LINE 466] UID=HR1971PC141 | family_rows=1 | sources_rows=6
[LINE 467] UID=BR1971PC66 | family_rows=1 | sources_rows=3
[LINE 468] UID=UP1971PC387 | family_rows=1 | sources_rows=4
[LINE 469] Existing error preserved | UID=TN1971PC365
[LINE 470] UID=TN1971PC367 | family_rows=1 | sources_rows=2
[LINE 471] Existing error preserved | UID=BR1971PC60
[LINE 472] UID=DL1971PC505 | family_rows=1 | sources_rows=3
[LINE 473] UID=AP1971PC01 | family_rows=4 | sources_rows=2
[LINE 474] Existing error preserved | UID=JK1971PC143
[LINE 475] UID=TN1971PC335 | family_rows=1 | sources_rows=3
[LINE 476] UID=UP1971PC396 | family_rows=1 | sources_rows=4
[LINE 477] UID=OR1971PC293 | family_rows=1 | sources_rows=2
[LINE 478] UID=GJ1971PC130 | family_rows=1 | sources_rows=1
[LINE 479] UID=GJ1971PC110 | family_rows=1 | sources_rows=1
[LINE 480] UID=MP1971PC176 | family_rows=1 | sources_rows=4
[LINE 481] UID=WB1971PC484 | family_rows=1 | sources_rows=4
[LINE 482] UID=PB1971PC299 | family_rows=1 | sources_rows=1
[LINE 483] UID=UP1971PC372 | family_rows=1 | sources_rows=3
[LINE 484] UID=KL1971PC149 | family_rows=1 | sources_rows=3
[LINE 485] UID=TN1971PC369 | family_rows=1 | sources_rows=3
[LINE 486] Existing error preserved | UID=AS1971PC50
[LINE 487] UID=TN1971PC364 | family_rows=1 | sources_rows=5
[LINE 488] Existing error preserved | UID=MP1971PC171
[LINE 489] UID=TN1971PC341 | family_rows=1 | sources_rows=1
[LINE 490] UID=TN1971PC370 | family_rows=1 | sources_rows=3
[LINE 491] UID=TN1971PC348 | family_rows=1 | sources_rows=4
[LINE 492] UID=TN1971PC358 | family_rows=1 | sources_rows=4
[LINE 493] UID=TN1971PC368 | family_rows=1 | sources_rows=3
[LINE 494] UID=AP1971PC20 | family_rows=1 | sources_rows=4
[LINE 495] UID=TN1971PC339 | family_rows=1 | sources_rows=2
[LINE 496] UID=TN1971PC337 | family_rows=1 | sources_rows=3
[LINE 497] UID=RJ1971PC321 | family_rows=1 | sources_rows=4
[LINE 498] UID=KL1971PC155 | family_rows=1 | sources_rows=4
[LINE 499] UID=TR1971PC518 | family_rows=1 | sources_rows=5
[LINE 500] UID=TR1971PC517 | family_rows=1 | sources_rows=1
[LINE 501] UID=KL1971PC166 | family_rows=1 | sources_rows=5
[LINE 502] UID=KA1971PC255 | family_rows=1 | sources_rows=3
[LINE 503] UID=RJ1971PC325 | family_rows=1 | sources_rows=3
[LINE 504] UID=JK1971PC146 | family_rows=3 | sources_rows=5
[LINE 505] UID=KA1971PC265 | family_rows=1 | sources_rows=4
[LINE 506] Existing error preserved | UID=MP1971PC197
[LINE 507] UID=WB1971PC479 | family_rows=1 | sources_rows=5
[LINE 508] UID=UP1971PC392 | family_rows=1 | sources_rows=3
[LINE 509] UID=UP1971PC423 | family_rows=1 | sources_rows=3
[LINE 510] UID=TN1971PC338 | family_rows=1 | sources_rows=3
[LINE 511] Existing error preserved | UID=MP1971PC195
[LINE 512] UID=AP1971PC13 | family_rows=1 | sources_rows=1
[LINE 513] UID=AP1971PC04 | family_rows=2 | sources_rows=5
[LINE 514] UID=WB1971PC490 | family_rows=1 | sources_rows=4
[LINE 515] UID=TN1971PC340 | family_rows=1 | sources_rows=4
[LINE 516] UID=AP1971PC38 | family_rows=1 | sources_rows=4
[LINE 517] UID=MH1971PC228 | family_rows=1 | sources_rows=3
[LINE 518] UID=MH1971PC229 | family_rows=1 | sources_rows=3

PROCESSING COMPLETE
Total family rows: 604
Total source rows: 1665
