[LINE 1] UID=AP1996PC35 | family_rows=1 | sources_rows=1
[LINE 403] UID=GA1996PC01 | family_rows=1 | sources_rows=1
[LINE 404] UID=MH1996PC38 | family_rows=1 | sources_rows=4
[LINE 405] UID=WB1996PC29 | family_rows=1 | sources_rows=4
[LINE 406] UID=MH1996PC31 | family_rows=1 | sources_rows=3
[LINE 407] UID=AP1996PC02 | family_rows=4 | sources_rows=5
[LINE 408] UID=GJ1996PC13 | family_rows=2 | sources_rows=3
[LINE 409] UID=PB1996PC08 | family_rows=1 | sources_rows=1
[LINE 410] UID=BR1996PC35 | family_rows=1 | sources_rows=4
[LINE 411] UID=AP1996PC36 | family_rows=3 | sources_rows=5
[LINE 412] UID=TN1996PC28 | family_rows=1 | sources_rows=4
[LINE 413] UID=TN1996PC25 | family_rows=1 | sources_rows=4
[LINE 414] UID=PB1996PC05 | family_rows=1 | sources_rows=3
[LINE 415] UID=OR1996PC15 | family_rows=1 | sources_rows=3
[LINE 416] UID=UP1996PC55 | family_rows=1 | sources_rows=3
[LINE 417] UID=UP1996PC13 | family_rows=7 | sources_rows=4
[LINE 418] UID=TN1996PC21 | family_rows=1 | sources_rows=2
[LINE 419] UID=PY1996PC01 | family_rows=1 | sources_rows=5
[LINE 420] UID=KL1996PC06 | family_rows=1 | sources_rows=3
[LINE 421] UID=GJ1996PC05 | family_rows=1 | sources_rows=4
[LINE 422] UID=UP1996PC24 | family_rows=3 | sources_rows=4
[LINE 423] UID=TN1996PC32 | family_rows=1 | sources_rows=4
[LINE 424] UID=MH1996PC42 | family_rows=1 | sources_rows=6
[LINE 425] UID=OR1996PC08 | family_rows=3 | sources_rows=5
[LINE 426] UID=BR1996PC24 | family_rows=1 | sources_rows=5
[LINE 427] UID=WB1996PC34 | family_rows=1 | sources_rows=6
[LINE 428] UID=KL1996PC18 | family_rows=1 | sources_rows=1
[LINE 429] UID=UP1996PC23 | family_rows=1 | sources_rows=1
[LINE 430] UID=KA1996PC03 | family_rows=1 | sources_rows=5
[LINE 431] UID=WB1996PC05 | family_rows=1 | sources_rows=5
[LINE 432] UID=MP1996PC13 | family_rows=1 | sources_rows=3
[LINE 433] UID=MP1996PC17 | family_rows=1 | sources_rows=3
[LINE 434] UID=AP1996PC08 | family_rows=1 | sources_rows=6
[LINE 435] UID=AP1996PC22 | family_rows=1 | sources_rows=4
[LINE 436] UID=MH1996PC01 | family_rows=1 | sources_rows=5
[LINE 437] Existing error preserved | UID=MP1996PC32
[LINE 438] UID=GJ1996PC04 | family_rows=1 | sources_rows=3
[LINE 439] UID=BR1996PC26 | family_rows=1 | sources_rows=3
[LINE 440] UID=MP1996PC22 | family_rows=1 | sources_rows=5
[LINE 441] UID=TN1996PC34 | family_rows=1 | sources_rows=3
[LINE 442] UID=UP1996PC08 | family_rows=1 | sources_rows=2
[LINE 443] UID=MH1996PC22 | family_rows=1 | sources_rows=3
[LINE 444] UID=BR1996PC49 | family_rows=1 | sources_rows=3
[LINE 445] UID=TN1996PC15 | family_rows=1 | sources_rows=3
[LINE 446] UID=MH1996PC02 | family_rows=1 | sources_rows=7
[LINE 447] UID=MP1996PC09 | family_rows=1 | sources_rows=1
[LINE 448] UID=UP1996PC53 | family_rows=1 | sources_rows=5
[LINE 449] UID=HR1996PC05 | family_rows=2 | sources_rows=6
[LINE 450] Existing error preserved | UID=PB1996PC07
[LINE 451] UID=BR1996PC16 | family_rows=1 | sources_rows=3
[LINE 452] UID=GJ1996PC15 | family_rows=2 | sources_rows=4
[LINE 453] UID=MP1996PC05 | family_rows=1 | sources_rows=4
[LINE 454] UID=UP1996PC84 | family_rows=1 | sources_rows=1
[LINE 455] UID=BR1996PC20 | family_rows=1 | sources_rows=2
[LINE 456] UID=UP1996PC49 | family_rows=1 | sources_rows=4
[LINE 457] UID=TN1996PC16 | family_rows=1 | sources_rows=3
[LINE 458] UID=UP1996PC42 | family_rows=1 | sources_rows=3
[LINE 459] UID=RJ1996PC17 | family_rows=1 | sources_rows=3
[LINE 460] Existing error preserved | UID=BR1996PC17
[LINE 461] UID=OR1996PC17 | family_rows=1 | sources_rows=5
[LINE 462] UID=UP1996PC09 | family_rows=2 | sources_rows=4
[LINE 463] UID=MH1996PC46 | family_rows=5 | sources_rows=5
[LINE 464] UID=PB1996PC10 | family_rows=3 | sources_rows=3
[LINE 465] UID=MP1996PC16 | family_rows=1 | sources_rows=4
[LINE 466] UID=BR1996PC38 | family_rows=1 | sources_rows=3
[LINE 467] UID=MH1996PC44 | family_rows=5 | sources_rows=7
[LINE 468] UID=MP1996PC08 | family_rows=1 | sources_rows=5
[LINE 469] Existing error preserved | UID=RJ1996PC11
[LINE 470] UID=AP1996PC31 | family_rows=2 | sources_rows=6
[LINE 471] UID=MP1996PC26 | family_rows=1 | sources_rows=3
[LINE 472] UID=WB1996PC26 | family_rows=1 | sources_rows=3
[LINE 473] UID=UP1996PC16 | family_rows=1 | sources_rows=1
[LINE 474] UID=MP1996PC11 | family_rows=1 | sources_rows=3
[LINE 475] Existing error preserved | UID=UP1996PC14
[LINE 476] UID=MP1996PC33 | family_rows=1 | sources_rows=2
[LINE 477] Existing error preserved | UID=BR1996PC12
[LINE 478] UID=ML1996PC01 | family_rows=1 | sources_rows=3
[LINE 479] UID=KA1996PC21 | family_rows=3 | sources_rows=6
[LINE 480] UID=MH1996PC37 | family_rows=1 | sources_rows=2
[LINE 481] UID=AP1996PC32 | family_rows=1 | sources_rows=5
[LINE 482] UID=MP1996PC10 | family_rows=1 | sources_rows=3
[LINE 483] Existing error preserved | UID=RJ1996PC05
[LINE 484] UID=SK1996PC01 | family_rows=1 | sources_rows=4
[LINE 485] UID=AS1996PC02 | family_rows=2 | sources_rows=6
[LINE 486] UID=HP1996PC01 | family_rows=1 | sources_rows=3
[LINE 487] UID=BR1996PC51 | family_rows=1 | sources_rows=5
[LINE 488] UID=HR1996PC10 | family_rows=1 | sources_rows=4
[LINE 489] UID=BR1996PC11 | family_rows=1 | sources_rows=4
[LINE 490] UID=UP1996PC17 | family_rows=1 | sources_rows=5
[LINE 491] UID=TN1996PC33 | family_rows=1 | sources_rows=3
[LINE 492] UID=TN1996PC35 | family_rows=1 | sources_rows=4
[LINE 493] Existing error preserved | UID=BR1996PC05
[LINE 494] UID=HR1996PC04 | family_rows=1 | sources_rows=4
[LINE 495] UID=DL1996PC02 | family_rows=2 | sources_rows=2
[LINE 496] UID=AP1996PC01 | family_rows=2 | sources_rows=4
[LINE 497] UID=JK1996PC02 | family_rows=1 | sources_rows=4
[LINE 498] UID=TN1996PC04 | family_rows=1 | sources_rows=3
[LINE 499] UID=UP1996PC26 | family_rows=1 | sources_rows=2
[LINE 500] UID=OR1996PC20 | family_rows=1 | sources_rows=3
[LINE 501] UID=GJ1996PC24 | family_rows=1 | sources_rows=4
[LINE 502] UID=GJ1996PC02 | family_rows=1 | sources_rows=5
[LINE 503] UID=MP1996PC12 | family_rows=1 | sources_rows=5
[LINE 504] UID=WB1996PC30 | family_rows=1 | sources_rows=1
[LINE 505] UID=PB1996PC03 | family_rows=1 | sources_rows=4
[LINE 506] UID=UP1996PC01 | family_rows=2 | sources_rows=2
[LINE 507] UID=AP1996PC14 | family_rows=1 | sources_rows=4
[LINE 508] UID=TN1996PC37 | family_rows=1 | sources_rows=4
[LINE 509] UID=AS1996PC09 | family_rows=1 | sources_rows=3
[LINE 510] UID=MH1996PC10 | family_rows=1 | sources_rows=4
[LINE 511] UID=TN1996PC31 | family_rows=1 | sources_rows=3
[LINE 512] UID=TN1996PC10 | family_rows=1 | sources_rows=2
[LINE 513] UID=TN1996PC38 | family_rows=1 | sources_rows=5
[LINE 514] UID=TN1996PC17 | family_rows=1 | sources_rows=3
[LINE 515] UID=TN1996PC27 | family_rows=1 | sources_rows=3
[LINE 516] UID=TN1996PC36 | family_rows=1 | sources_rows=3
[LINE 517] UID=AP1996PC20 | family_rows=1 | sources_rows=3
[LINE 518] UID=TN1996PC08 | family_rows=1 | sources_rows=4
[LINE 519] UID=RJ1996PC13 | family_rows=1 | sources_rows=3
[LINE 520] UID=KL1996PC09 | family_rows=1 | sources_rows=3
[LINE 521] UID=TR1996PC02 | family_rows=1 | sources_rows=4
[LINE 522] UID=TR1996PC01 | family_rows=1 | sources_rows=3
[LINE 523] UID=KL1996PC20 | family_rows=1 | sources_rows=3
[LINE 524] UID=KA1996PC08 | family_rows=1 | sources_rows=3
[LINE 525] UID=ML1996PC02 | family_rows=3 | sources_rows=5
[LINE 526] UID=RJ1996PC18 | family_rows=1 | sources_rows=6
[LINE 527] UID=JK1996PC05 | family_rows=1 | sources_rows=5
[LINE 528] UID=KA1996PC18 | family_rows=1 | sources_rows=7
[LINE 529] UID=MP1996PC38 | family_rows=1 | sources_rows=4
[LINE 530] UID=WB1996PC25 | family_rows=1 | sources_rows=4
[LINE 531] UID=UP1996PC22 | family_rows=1 | sources_rows=3
[LINE 532] UID=BR1996PC09 | family_rows=1 | sources_rows=5
[LINE 533] UID=TN1996PC09 | family_rows=1 | sources_rows=4
[LINE 534] UID=UP1996PC52 | family_rows=1 | sources_rows=5
[LINE 535] UID=TN1996PC07 | family_rows=1 | sources_rows=1
[LINE 536] UID=MP1996PC31 | family_rows=1 | sources_rows=3
[LINE 537] UID=AP1996PC13 | family_rows=1 | sources_rows=4
[LINE 538] UID=AP1996PC04 | family_rows=1 | sources_rows=3
[LINE 539] UID=WB1996PC36 | family_rows=1 | sources_rows=4
[LINE 540] UID=AP1996PC39 | family_rows=1 | sources_rows=3
[LINE 541] UID=MH1996PC27 | family_rows=1 | sources_rows=5
[LINE 542] UID=MH1996PC20 | family_rows=1 | sources_rows=5
[LINE 543] UID=MH1996PC28 | family_rows=1 | sources_rows=4

PROCESSING COMPLETE
Total family rows: 682
Total source rows: 1889
