[LINE 1] UID=TG2014PC01 | family_rows=1 | sources_rows=4
[LINE 401] UID=MH2014PC17 | family_rows=1 | sources_rows=7
[LINE 402] UID=BR2014PC02 | family_rows=1 | sources_rows=5
[LINE 403] UID=BR2014PC31 | family_rows=1 | sources_rows=3
[LINE 404] UID=GJ2014PC03 | family_rows=1 | sources_rows=2
[LINE 405] UID=KL2014PC17 | family_rows=1 | sources_rows=6
[LINE 406] UID=PB2014PC13 | family_rows=1 | sources_rows=4
[LINE 407] UID=BR2014PC30 | family_rows=2 | sources_rows=3
[LINE 408] UID=TG2014PC02 | family_rows=1 | sources_rows=5
[LINE 409] UID=TN2014PC25 | family_rows=1 | sources_rows=5
[LINE 410] UID=UP2014PC51 | family_rows=1 | sources_rows=7
[LINE 411] UID=UP2014PC26 | family_rows=8 | sources_rows=5
[LINE 412] UID=TN2014PC21 | family_rows=1 | sources_rows=5
[LINE 413] UID=PY2014PC01 | family_rows=1 | sources_rows=4
[LINE 414] UID=KL2014PC07 | family_rows=1 | sources_rows=5
[LINE 415] Existing error preserved | UID=GJ2014PC11
[LINE 416] UID=UP2014PC39 | family_rows=1 | sources_rows=4
[LINE 417] UID=MH2014PC34 | family_rows=1 | sources_rows=3
[LINE 418] UID=OR2014PC17 | family_rows=2 | sources_rows=5
[LINE 419] UID=BR2014PC12 | family_rows=1 | sources_rows=5
[LINE 420] UID=WB2014PC35 | family_rows=1 | sources_rows=4
[LINE 421] UID=BR2014PC03 | family_rows=1 | sources_rows=3
[LINE 422] UID=UP2014PC36 | family_rows=6 | sources_rows=5
[LINE 423] UID=KA2014PC06 | family_rows=1 | sources_rows=4
[LINE 424] UID=MH2014PC32 | family_rows=1 | sources_rows=5
[LINE 425] UID=WB2014PC05 | family_rows=1 | sources_rows=4
[LINE 426] UID=CG2014PC02 | family_rows=2 | sources_rows=3
[LINE 427] UID=CG2014PC08 | family_rows=1 | sources_rows=6
[LINE 428] UID=AP2014PC25 | family_rows=1 | sources_rows=3
[LINE 429] UID=AP2014PC41 | family_rows=2 | sources_rows=3
[LINE 430] UID=MP2014PC20 | family_rows=1 | sources_rows=4
[LINE 431] UID=GJ2014PC10 | family_rows=1 | sources_rows=8
[LINE 432] UID=JH2014PC01 | family_rows=1 | sources_rows=6
[LINE 433] UID=CG2014PC06 | family_rows=1 | sources_rows=5
[LINE 434] UID=RJ2014PC22 | family_rows=1 | sources_rows=3
[LINE 435] UID=TN2014PC35 | family_rows=2 | sources_rows=2
[LINE 436] UID=UP2014PC07 | family_rows=1 | sources_rows=5
[LINE 437] UID=MH2014PC09 | family_rows=1 | sources_rows=5
[LINE 438] UID=WB2014PC13 | family_rows=1 | sources_rows=3
[LINE 439] UID=JH2014PC08 | family_rows=1 | sources_rows=5
[LINE 440] UID=MP2014PC24 | family_rows=1 | sources_rows=4
[LINE 441] UID=MH2014PC46 | family_rows=1 | sources_rows=4
[LINE 442] UID=MH2014PC04 | family_rows=2 | sources_rows=5
[LINE 443] UID=MP2014PC10 | family_rows=1 | sources_rows=6
[LINE 444] UID=UP2014PC80 | family_rows=1 | sources_rows=4
[LINE 445] UID=HR2014PC07 | family_rows=4 | sources_rows=6
[LINE 446] UID=GJ2014PC05 | family_rows=1 | sources_rows=5
[LINE 447] UID=MP2014PC05 | family_rows=1 | sources_rows=3
[LINE 448] UID=UP2014PC01 | family_rows=1 | sources_rows=4
[LINE 449] UID=TN2014PC15 | family_rows=1 | sources_rows=4
[LINE 450] UID=UP2014PC71 | family_rows=1 | sources_rows=4
[LINE 451] UID=BR2014PC23 | family_rows=4 | sources_rows=5
[LINE 452] UID=OR2014PC03 | family_rows=1 | sources_rows=5
[LINE 453] UID=UP2014PC08 | family_rows=1 | sources_rows=4
[LINE 454] UID=MH2014PC44 | family_rows=1 | sources_rows=4
[LINE 455] UID=PB2014PC12 | family_rows=1 | sources_rows=7
[LINE 456] UID=UP2014PC62 | family_rows=1 | sources_rows=3
[LINE 457] UID=BR2014PC20 | family_rows=1 | sources_rows=5
[LINE 458] UID=CG2014PC01 | family_rows=1 | sources_rows=4
[LINE 459] UID=BR2014PC34 | family_rows=1 | sources_rows=6
[LINE 460] UID=MH2014PC45 | family_rows=1 | sources_rows=3
[LINE 461] UID=MP2014PC09 | family_rows=1 | sources_rows=5
[LINE 462] UID=TG2014PC08 | family_rows=1 | sources_rows=5
[LINE 463] UID=MP2014PC12 | family_rows=1 | sources_rows=4
[LINE 464] UID=UP2014PC27 | family_rows=1 | sources_rows=5
[LINE 465] UID=BR2014PC04 | family_rows=1 | sources_rows=2
[LINE 466] UID=ML2014PC01 | family_rows=1 | sources_rows=3
[LINE 467] UID=HP2014PC04 | family_rows=1 | sources_rows=6
[LINE 468] UID=KA2014PC14 | family_rows=2 | sources_rows=5
[LINE 469] UID=MH2014PC38 | family_rows=1 | sources_rows=4
[LINE 470] UID=MH2014PC36 | family_rows=1 | sources_rows=3
[LINE 471] UID=UP2014PC58 | family_rows=1 | sources_rows=4
[LINE 472] UID=MP2014PC11 | family_rows=1 | sources_rows=5
[LINE 473] UID=RJ2014PC05 | family_rows=1 | sources_rows=5
[LINE 474] UID=SK2014PC01 | family_rows=1 | sources_rows=4
[LINE 475] UID=AS2014PC02 | family_rows=2 | sources_rows=5
[LINE 476] UID=JH2014PC10 | family_rows=1 | sources_rows=5
[LINE 477] UID=HR2014PC03 | family_rows=1 | sources_rows=5
[LINE 478] UID=BR2014PC05 | family_rows=1 | sources_rows=4
[LINE 479] UID=UP2014PC30 | family_rows=1 | sources_rows=3
[LINE 480] UID=TN2014PC31 | family_rows=1 | sources_rows=4
[LINE 481] UID=BR2014PC18 | family_rows=1 | sources_rows=10
[LINE 482] UID=MH2014PC42 | family_rows=1 | sources_rows=4
[LINE 483] UID=HR2014PC06 | family_rows=1 | sources_rows=3
[LINE 484] UID=DL2014PC07 | family_rows=1 | sources_rows=2
[LINE 485] UID=GA2014PC02 | family_rows=1 | sources_rows=5
[LINE 486] UID=WB2014PC27 | family_rows=1 | sources_rows=3
[LINE 487] UID=AP2014PC19 | family_rows=4 | sources_rows=4
[LINE 488] UID=JK2014PC02 | family_rows=1 | sources_rows=4
[LINE 489] UID=TN2014PC05 | family_rows=1 | sources_rows=3
[LINE 490] UID=UP2014PC38 | family_rows=8 | sources_rows=10
[LINE 491] UID=OR2014PC02 | family_rows=1 | sources_rows=9
[LINE 492] UID=BR2014PC08 | family_rows=1 | sources_rows=5
[LINE 493] UID=GJ2014PC24 | family_rows=1 | sources_rows=4
[LINE 494] UID=GJ2014PC09 | family_rows=1 | sources_rows=4
[LINE 495] UID=WB2014PC30 | family_rows=3 | sources_rows=5
[LINE 496] UID=UK2014PC01 | family_rows=1 | sources_rows=5
[LINE 497] UID=TN2014PC37 | family_rows=1 | sources_rows=2
[LINE 498] UID=AS2014PC09 | family_rows=1 | sources_rows=6
[LINE 499] UID=MH2014PC25 | family_rows=1 | sources_rows=5
[LINE 500] UID=TN2014PC30 | family_rows=1 | sources_rows=5
[LINE 501] UID=TN2014PC33 | family_rows=1 | sources_rows=4
[LINE 502] UID=TN2014PC01 | family_rows=1 | sources_rows=4
[LINE 503] UID=KL2014PC20 | family_rows=1 | sources_rows=1
[LINE 504] UID=TN2014PC36 | family_rows=1 | sources_rows=4
[LINE 505] UID=KL2014PC10 | family_rows=1 | sources_rows=2
[LINE 506] UID=MP2014PC06 | family_rows=1 | sources_rows=4
[LINE 507] UID=TN2014PC24 | family_rows=1 | sources_rows=3
[LINE 508] UID=TN2014PC38 | family_rows=1 | sources_rows=4
[LINE 509] UID=AP2014PC40 | family_rows=1 | sources_rows=3
[LINE 510] UID=TN2014PC18 | family_rows=1 | sources_rows=4
[LINE 511] UID=TN2014PC11 | family_rows=1 | sources_rows=4
[LINE 512] UID=RJ2014PC12 | family_rows=1 | sources_rows=4
[LINE 513] UID=TR2014PC02 | family_rows=1 | sources_rows=3
[LINE 514] UID=TR2014PC01 | family_rows=1 | sources_rows=4
[LINE 515] UID=KA2014PC19 | family_rows=1 | sources_rows=3
[LINE 516] UID=ML2014PC02 | family_rows=3 | sources_rows=5
[LINE 517] UID=RJ2014PC19 | family_rows=1 | sources_rows=5
[LINE 518] UID=JK2014PC05 | family_rows=2 | sources_rows=3
[LINE 519] UID=KA2014PC15 | family_rows=1 | sources_rows=5
[LINE 520] UID=BR2014PC22 | family_rows=1 | sources_rows=5
[LINE 521] UID=MP2014PC22 | family_rows=1 | sources_rows=4
[LINE 522] UID=WB2014PC26 | family_rows=1 | sources_rows=3
[LINE 523] UID=UP2014PC33 | family_rows=1 | sources_rows=5
[LINE 524] UID=KA2014PC12 | family_rows=1 | sources_rows=4
[LINE 525] UID=KL2014PC03 | family_rows=1 | sources_rows=5
[LINE 526] UID=GJ2014PC20 | family_rows=1 | sources_rows=6
[LINE 527] UID=BR2014PC16 | family_rows=1 | sources_rows=4
[LINE 528] UID=BR2014PC01 | family_rows=1 | sources_rows=5
[LINE 529] UID=GJ2014PC26 | family_rows=1 | sources_rows=2
[LINE 530] UID=UP2014PC77 | family_rows=1 | sources_rows=4
[LINE 531] UID=TN2014PC08 | family_rows=1 | sources_rows=3
[LINE 532] UID=MP2014PC18 | family_rows=2 | sources_rows=3
[LINE 533] UID=AP2014PC29 | family_rows=1 | sources_rows=3
[LINE 534] UID=TN2014PC13 | family_rows=1 | sources_rows=4
[LINE 535] UID=TN2014PC34 | family_rows=1 | sources_rows=4
[LINE 536] UID=AP2014PC21 | family_rows=1 | sources_rows=5
[LINE 537] UID=AP2014PC20 | family_rows=3 | sources_rows=5
[LINE 538] UID=TG2014PC15 | family_rows=1 | sources_rows=6
[LINE 539] UID=MH2014PC08 | family_rows=1 | sources_rows=4
[LINE 540] UID=KL2014PC04 | family_rows=1 | sources_rows=3
[LINE 541] UID=DL2014PC06 | family_rows=3 | sources_rows=7
[LINE 542] UID=MH2014PC14 | family_rows=1 | sources_rows=5
[LINE 543] UID=TG2014PC05 | family_rows=1 | sources_rows=4

PROCESSING COMPLETE
Total family rows: 796
Total source rows: 2326
