[LINE 1] UID=TG2019PC01 | family_rows=1 | sources_rows=7
[LINE 402] UID=BR2019PC31 | family_rows=1 | sources_rows=3
[LINE 403] UID=GJ2019PC03 | family_rows=1 | sources_rows=5
[LINE 404] UID=KL2019PC17 | family_rows=1 | sources_rows=5
[LINE 405] UID=PB2019PC13 | family_rows=3 | sources_rows=4
[LINE 406] UID=BR2019PC30 | family_rows=2 | sources_rows=3
[LINE 407] UID=TG2019PC02 | family_rows=1 | sources_rows=6
[LINE 408] Existing error preserved | UID=TN2019PC25
[LINE 409] UID=UP2019PC51 | family_rows=1 | sources_rows=8
[LINE 410] UID=UP2019PC26 | family_rows=8 | sources_rows=9
[LINE 411] UID=TN2019PC21 | family_rows=1 | sources_rows=7
[LINE 412] UID=KL2019PC07 | family_rows=1 | sources_rows=6
[LINE 413] UID=GJ2019PC11 | family_rows=1 | sources_rows=6
[LINE 414] UID=UP2019PC39 | family_rows=1 | sources_rows=4
[LINE 415] UID=PY2019PC01 | family_rows=2 | sources_rows=5
[LINE 416] UID=MH2019PC34 | family_rows=1 | sources_rows=5
[LINE 417] UID=OR2019PC17 | family_rows=3 | sources_rows=7
[LINE 418] UID=BR2019PC12 | family_rows=1 | sources_rows=5
[LINE 419] UID=WB2019PC35 | family_rows=1 | sources_rows=5
[LINE 420] UID=BR2019PC03 | family_rows=1 | sources_rows=5
[LINE 421] Existing error preserved | UID=UP2019PC36
[LINE 422] UID=KA2019PC06 | family_rows=1 | sources_rows=4
[LINE 423] Existing error preserved | UID=MH2019PC32
[LINE 424] UID=WB2019PC05 | family_rows=1 | sources_rows=4
[LINE 425] Existing error preserved | UID=CG2019PC02
[LINE 426] UID=CG2019PC08 | family_rows=1 | sources_rows=5
[LINE 427] UID=AP2019PC08 | family_rows=1 | sources_rows=3
[LINE 428] UID=AP2019PC24 | family_rows=2 | sources_rows=5
[LINE 429] UID=MP2019PC20 | family_rows=1 | sources_rows=8
[LINE 430] UID=GJ2019PC10 | family_rows=1 | sources_rows=7
[LINE 431] UID=JH2019PC01 | family_rows=1 | sources_rows=5
[LINE 432] UID=CG2019PC06 | family_rows=1 | sources_rows=1
[LINE 433] Existing error preserved | UID=RJ2019PC22
[LINE 434] UID=TN2019PC35 | family_rows=1 | sources_rows=5
[LINE 435] UID=UP2019PC07 | family_rows=2 | sources_rows=5
[LINE 436] UID=MH2019PC09 | family_rows=1 | sources_rows=4
[LINE 437] UID=WB2019PC13 | family_rows=1 | sources_rows=4
[LINE 438] UID=JH2019PC08 | family_rows=1 | sources_rows=5
[LINE 439] UID=MP2019PC24 | family_rows=1 | sources_rows=5
[LINE 440] UID=MH2019PC46 | family_rows=1 | sources_rows=4
[LINE 441] UID=MH2019PC04 | family_rows=2 | sources_rows=5
[LINE 442] UID=MP2019PC10 | family_rows=1 | sources_rows=3
[LINE 443] UID=UP2019PC80 | family_rows=1 | sources_rows=4
[LINE 444] UID=HR2019PC07 | family_rows=1 | sources_rows=4
[LINE 445] UID=GJ2019PC05 | family_rows=1 | sources_rows=6
[LINE 446] UID=MP2019PC05 | family_rows=1 | sources_rows=4
[LINE 447] UID=UP2019PC01 | family_rows=1 | sources_rows=4
[LINE 448] UID=TN2019PC15 | family_rows=1 | sources_rows=4
[LINE 449] UID=UP2019PC71 | family_rows=1 | sources_rows=3
[LINE 450] UID=BR2019PC23 | family_rows=4 | sources_rows=6
[LINE 451] UID=OR2019PC03 | family_rows=5 | sources_rows=4
[LINE 452] Existing error preserved | UID=UP2019PC08
[LINE 453] UID=MH2019PC44 | family_rows=1 | sources_rows=4
[LINE 454] UID=PB2019PC12 | family_rows=1 | sources_rows=5
[LINE 455] UID=UP2019PC62 | family_rows=1 | sources_rows=4
[LINE 456] UID=BR2019PC20 | family_rows=1 | sources_rows=5
[LINE 457] UID=CG2019PC01 | family_rows=1 | sources_rows=4
[LINE 458] UID=BR2019PC34 | family_rows=1 | sources_rows=4
[LINE 459] Existing error preserved | UID=MH2019PC45
[LINE 460] UID=MP2019PC09 | family_rows=1 | sources_rows=6
[LINE 461] UID=TG2019PC08 | family_rows=1 | sources_rows=7
[LINE 462] UID=MP2019PC12 | family_rows=3 | sources_rows=5
[LINE 463] UID=UP2019PC27 | family_rows=1 | sources_rows=5
[LINE 464] UID=BR2019PC04 | family_rows=1 | sources_rows=3
[LINE 465] UID=ML2019PC01 | family_rows=1 | sources_rows=4
[LINE 466] UID=HP2019PC04 | family_rows=1 | sources_rows=4
[LINE 467] UID=KA2019PC14 | family_rows=2 | sources_rows=4
[LINE 468] UID=MH2019PC38 | family_rows=1 | sources_rows=7
[LINE 469] UID=MH2019PC36 | family_rows=1 | sources_rows=4
[LINE 470] UID=UP2019PC58 | family_rows=1 | sources_rows=5
[LINE 471] UID=MP2019PC11 | family_rows=1 | sources_rows=5
[LINE 472] UID=RJ2019PC05 | family_rows=1 | sources_rows=4
[LINE 473] UID=SK2019PC01 | family_rows=1 | sources_rows=4
[LINE 474] UID=AS2019PC02 | family_rows=1 | sources_rows=3
[LINE 475] UID=JH2019PC10 | family_rows=1 | sources_rows=3
[LINE 476] UID=HR2019PC03 | family_rows=1 | sources_rows=4
[LINE 477] UID=BR2019PC05 | family_rows=1 | sources_rows=21
[LINE 478] UID=UP2019PC30 | family_rows=1 | sources_rows=4
[LINE 479] UID=TN2019PC31 | family_rows=1 | sources_rows=4
[LINE 480] UID=BR2019PC18 | family_rows=2 | sources_rows=4
[LINE 481] UID=MH2019PC42 | family_rows=1 | sources_rows=5
[LINE 482] UID=HR2019PC06 | family_rows=1 | sources_rows=5
[LINE 483] UID=DL2019PC07 | family_rows=1 | sources_rows=4
[LINE 484] UID=GA2019PC02 | family_rows=1 | sources_rows=3
[LINE 485] UID=WB2019PC27 | family_rows=1 | sources_rows=3
[LINE 486] UID=AP2019PC02 | family_rows=4 | sources_rows=4
[LINE 487] UID=JK2019PC02 | family_rows=5 | sources_rows=5
[LINE 488] UID=TN2019PC05 | family_rows=1 | sources_rows=5
[LINE 489] UID=UP2019PC38 | family_rows=8 | sources_rows=5
[LINE 490] UID=OR2019PC02 | family_rows=1 | sources_rows=6
[LINE 491] UID=BR2019PC08 | family_rows=1 | sources_rows=5
[LINE 492] UID=GJ2019PC24 | family_rows=1 | sources_rows=3
[LINE 493] UID=GJ2019PC09 | family_rows=1 | sources_rows=5
[LINE 494] UID=WB2019PC30 | family_rows=3 | sources_rows=6
[LINE 495] UID=UK2019PC01 | family_rows=1 | sources_rows=5
[LINE 496] UID=TN2019PC37 | family_rows=1 | sources_rows=5
[LINE 497] UID=AS2019PC09 | family_rows=1 | sources_rows=7
[LINE 498] UID=MH2019PC25 | family_rows=1 | sources_rows=5
[LINE 499] UID=TN2019PC30 | family_rows=1 | sources_rows=3
[LINE 500] UID=TN2019PC33 | family_rows=2 | sources_rows=3
[LINE 501] UID=TN2019PC01 | family_rows=1 | sources_rows=6
[LINE 502] UID=KL2019PC20 | family_rows=1 | sources_rows=6
[LINE 503] UID=TN2019PC36 | family_rows=5 | sources_rows=4
[LINE 504] UID=KL2019PC10 | family_rows=1 | sources_rows=7
[LINE 505] UID=MP2019PC06 | family_rows=1 | sources_rows=3
[LINE 506] UID=TN2019PC24 | family_rows=1 | sources_rows=5
[LINE 507] UID=TN2019PC38 | family_rows=1 | sources_rows=12
[LINE 508] UID=AP2019PC23 | family_rows=1 | sources_rows=3
[LINE 509] UID=TN2019PC18 | family_rows=1 | sources_rows=5
[LINE 510] UID=TN2019PC11 | family_rows=1 | sources_rows=4
[LINE 511] UID=RJ2019PC12 | family_rows=1 | sources_rows=6
[LINE 512] UID=TR2019PC02 | family_rows=1 | sources_rows=5
[LINE 513] UID=TR2019PC01 | family_rows=1 | sources_rows=5
[LINE 514] UID=KA2019PC19 | family_rows=1 | sources_rows=3
[LINE 515] UID=ML2019PC02 | family_rows=3 | sources_rows=5
[LINE 516] UID=RJ2019PC19 | family_rows=1 | sources_rows=3
[LINE 517] UID=JK2019PC05 | family_rows=2 | sources_rows=4
[LINE 518] UID=KA2019PC15 | family_rows=1 | sources_rows=6
[LINE 519] UID=BR2019PC22 | family_rows=1 | sources_rows=5
[LINE 520] UID=MP2019PC22 | family_rows=1 | sources_rows=5
[LINE 521] UID=WB2019PC26 | family_rows=1 | sources_rows=4
[LINE 522] UID=UP2019PC33 | family_rows=1 | sources_rows=3
[LINE 523] UID=KA2019PC12 | family_rows=1 | sources_rows=3
[LINE 524] UID=KL2019PC03 | family_rows=2 | sources_rows=4
[LINE 525] UID=GJ2019PC20 | family_rows=1 | sources_rows=6
[LINE 526] UID=BR2019PC16 | family_rows=2 | sources_rows=4
[LINE 527] UID=BR2019PC01 | family_rows=1 | sources_rows=3
[LINE 528] Existing error preserved | UID=GJ2019PC26
[LINE 529] UID=UP2019PC77 | family_rows=1 | sources_rows=6
[LINE 530] UID=MP2019PC18 | family_rows=1 | sources_rows=4
[LINE 531] UID=AP2019PC12 | family_rows=1 | sources_rows=4
[LINE 532] UID=TN2019PC13 | family_rows=1 | sources_rows=4
[LINE 533] UID=TN2019PC34 | family_rows=1 | sources_rows=6
[LINE 534] UID=AP2019PC04 | family_rows=1 | sources_rows=3
[LINE 535] UID=AP2019PC03 | family_rows=1 | sources_rows=7
[LINE 536] UID=TG2019PC15 | family_rows=1 | sources_rows=4
[LINE 537] UID=MH2019PC08 | family_rows=1 | sources_rows=6
[LINE 538] UID=KL2019PC04 | family_rows=6 | sources_rows=5
[LINE 539] UID=DL2019PC06 | family_rows=1 | sources_rows=4
[LINE 540] UID=MH2019PC14 | family_rows=1 | sources_rows=4
[LINE 541] UID=TG2019PC05 | family_rows=1 | sources_rows=8

PROCESSING COMPLETE
Total family rows: 720
Total source rows: 2333
