[LINE 1] UID=AP1989PC35 | family_rows=1 | sources_rows=4
[LINE 405] UID=WB1989PC29 | family_rows=2 | sources_rows=4
[LINE 406] UID=MH1989PC31 | family_rows=1 | sources_rows=4
[LINE 407] UID=AP1989PC02 | family_rows=3 | sources_rows=2
[LINE 408] UID=GJ1989PC13 | family_rows=1 | sources_rows=1
[LINE 409] UID=PB1989PC08 | family_rows=1 | sources_rows=4
[LINE 410] UID=BR1989PC35 | family_rows=1 | sources_rows=3
[LINE 411] UID=AP1989PC36 | family_rows=3 | sources_rows=6
[LINE 412] UID=TN1989PC28 | family_rows=1 | sources_rows=2
[LINE 413] UID=TN1989PC25 | family_rows=1 | sources_rows=4
[LINE 414] UID=PB1989PC05 | family_rows=1 | sources_rows=3
[LINE 415] UID=OR1989PC15 | family_rows=1 | sources_rows=3
[LINE 416] UID=UP1989PC55 | family_rows=1 | sources_rows=3
[LINE 417] UID=UP1989PC13 | family_rows=7 | sources_rows=5
[LINE 418] UID=TN1989PC21 | family_rows=1 | sources_rows=3
[LINE 419] UID=PY1989PC01 | family_rows=1 | sources_rows=1
[LINE 420] UID=KL1989PC06 | family_rows=1 | sources_rows=4
[LINE 421] UID=GJ1989PC05 | family_rows=1 | sources_rows=4
[LINE 422] UID=UP1989PC24 | family_rows=2 | sources_rows=4
[LINE 423] UID=TN1989PC32 | family_rows=1 | sources_rows=3
[LINE 424] UID=MH1989PC42 | family_rows=2 | sources_rows=5
[LINE 425] UID=OR1989PC08 | family_rows=1 | sources_rows=3
[LINE 426] UID=BR1989PC24 | family_rows=2 | sources_rows=5
[LINE 427] UID=WB1989PC34 | family_rows=1 | sources_rows=3
[LINE 428] UID=KL1989PC18 | family_rows=1 | sources_rows=2
[LINE 429] Existing error preserved | UID=UP1989PC23
[LINE 430] UID=KA1989PC03 | family_rows=1 | sources_rows=4
[LINE 431] Existing error preserved | UID=WB1989PC05
[LINE 432] UID=MP1989PC13 | family_rows=1 | sources_rows=3
[LINE 433] Existing error preserved | UID=MP1989PC17
[LINE 434] UID=AP1989PC08 | family_rows=1 | sources_rows=3
[LINE 435] Existing error preserved | UID=AP1989PC22
[LINE 436] UID=MH1989PC01 | family_rows=1 | sources_rows=5
[LINE 437] Existing error preserved | UID=MP1989PC32
[LINE 438] UID=GJ1989PC04 | family_rows=1 | sources_rows=4
[LINE 439] UID=BR1989PC26 | family_rows=2 | sources_rows=5
[LINE 440] UID=MP1989PC22 | family_rows=1 | sources_rows=3
[LINE 441] UID=TN1989PC34 | family_rows=1 | sources_rows=1
[LINE 442] UID=UP1989PC08 | family_rows=2 | sources_rows=4
[LINE 443] UID=MH1989PC22 | family_rows=4 | sources_rows=4
[LINE 444] UID=BR1989PC49 | family_rows=1 | sources_rows=3
[LINE 445] UID=TN1989PC15 | family_rows=1 | sources_rows=4
[LINE 446] UID=MH1989PC02 | family_rows=1 | sources_rows=2
[LINE 447] UID=MP1989PC09 | family_rows=1 | sources_rows=5
[LINE 448] UID=UP1989PC53 | family_rows=1 | sources_rows=1
[LINE 449] UID=HR1989PC05 | family_rows=9 | sources_rows=6
[LINE 450] UID=PB1989PC07 | family_rows=2 | sources_rows=3
[LINE 451] UID=BR1989PC16 | family_rows=1 | sources_rows=3
[LINE 452] UID=GJ1989PC15 | family_rows=1 | sources_rows=4
[LINE 453] UID=MP1989PC05 | family_rows=1 | sources_rows=2
[LINE 454] UID=UP1989PC84 | family_rows=2 | sources_rows=5
[LINE 455] UID=BR1989PC20 | family_rows=1 | sources_rows=1
[LINE 456] UID=UP1989PC49 | family_rows=1 | sources_rows=3
[LINE 457] UID=TN1989PC16 | family_rows=5 | sources_rows=7
[LINE 458] UID=UP1989PC42 | family_rows=1 | sources_rows=3
[LINE 459] UID=RJ1989PC17 | family_rows=3 | sources_rows=2
[LINE 460] UID=BR1989PC17 | family_rows=1 | sources_rows=3
[LINE 461] UID=OR1989PC17 | family_rows=1 | sources_rows=1
[LINE 462] UID=UP1989PC09 | family_rows=1 | sources_rows=1
[LINE 463] UID=MH1989PC46 | family_rows=4 | sources_rows=6
[LINE 464] UID=PB1989PC10 | family_rows=1 | sources_rows=4
[LINE 465] UID=MP1989PC16 | family_rows=1 | sources_rows=3
[LINE 466] UID=BR1989PC38 | family_rows=1 | sources_rows=4
[LINE 467] UID=MH1989PC44 | family_rows=1 | sources_rows=3
[LINE 468] UID=MP1989PC08 | family_rows=1 | sources_rows=4
[LINE 469] UID=RJ1989PC11 | family_rows=4 | sources_rows=3
[LINE 470] UID=AP1989PC31 | family_rows=1 | sources_rows=2
[LINE 471] UID=MP1989PC26 | family_rows=1 | sources_rows=3
[LINE 472] UID=WB1989PC26 | family_rows=1 | sources_rows=3
[LINE 473] UID=UP1989PC16 | family_rows=1 | sources_rows=1
[LINE 474] UID=MP1989PC11 | family_rows=1 | sources_rows=6
[LINE 475] UID=UP1989PC14 | family_rows=1 | sources_rows=5
[LINE 476] UID=MP1989PC33 | family_rows=1 | sources_rows=4
[LINE 477] UID=BR1989PC12 | family_rows=1 | sources_rows=3
[LINE 478] UID=ML1989PC01 | family_rows=2 | sources_rows=3
[LINE 479] UID=KA1989PC21 | family_rows=1 | sources_rows=1
[LINE 480] UID=MH1989PC37 | family_rows=1 | sources_rows=4
[LINE 481] UID=AP1989PC32 | family_rows=1 | sources_rows=5
[LINE 482] UID=MP1989PC10 | family_rows=1 | sources_rows=4
[LINE 483] UID=RJ1989PC05 | family_rows=6 | sources_rows=4
[LINE 484] UID=SK1989PC01 | family_rows=1 | sources_rows=4
[LINE 485] UID=AS1989PC02 | family_rows=1 | sources_rows=1
[LINE 486] UID=HP1989PC01 | family_rows=1 | sources_rows=3
[LINE 487] UID=BR1989PC51 | family_rows=1 | sources_rows=1
[LINE 488] UID=HR1989PC10 | family_rows=1 | sources_rows=3
[LINE 489] UID=BR1989PC11 | family_rows=1 | sources_rows=2
[LINE 490] UID=UP1989PC17 | family_rows=6 | sources_rows=8
[LINE 491] UID=TN1989PC33 | family_rows=1 | sources_rows=3
[LINE 492] UID=TN1989PC35 | family_rows=2 | sources_rows=3
[LINE 493] UID=BR1989PC05 | family_rows=1 | sources_rows=4
[LINE 494] UID=HR1989PC04 | family_rows=1 | sources_rows=4
[LINE 495] UID=DL1989PC02 | family_rows=1 | sources_rows=4
[LINE 496] UID=AP1989PC01 | family_rows=1 | sources_rows=4
[LINE 497] UID=JK1989PC02 | family_rows=1 | sources_rows=4
[LINE 498] Existing error preserved | UID=TN1989PC04
[LINE 499] UID=UP1989PC26 | family_rows=1 | sources_rows=3
[LINE 500] UID=OR1989PC20 | family_rows=1 | sources_rows=3
[LINE 501] UID=GJ1989PC24 | family_rows=1 | sources_rows=3
[LINE 502] UID=GJ1989PC02 | family_rows=1 | sources_rows=4
[LINE 503] UID=MP1989PC12 | family_rows=1 | sources_rows=3
[LINE 504] UID=WB1989PC30 | family_rows=1 | sources_rows=3
[LINE 505] UID=PB1989PC03 | family_rows=2 | sources_rows=5
[LINE 506] UID=UP1989PC01 | family_rows=1 | sources_rows=3
[LINE 507] UID=AP1989PC14 | family_rows=1 | sources_rows=4
[LINE 508] UID=TN1989PC37 | family_rows=1 | sources_rows=1
[LINE 509] UID=AS1989PC09 | family_rows=1 | sources_rows=5
[LINE 510] UID=MH1989PC10 | family_rows=1 | sources_rows=1
[LINE 511] UID=TN1989PC31 | family_rows=1 | sources_rows=3
[LINE 512] UID=TN1989PC10 | family_rows=1 | sources_rows=2
[LINE 513] UID=TN1989PC38 | family_rows=1 | sources_rows=3
[LINE 514] UID=TN1989PC17 | family_rows=1 | sources_rows=4
[LINE 515] UID=TN1989PC27 | family_rows=1 | sources_rows=4
[LINE 516] UID=TN1989PC36 | family_rows=1 | sources_rows=4
[LINE 517] UID=AP1989PC20 | family_rows=1 | sources_rows=6
[LINE 518] Existing error preserved | UID=TN1989PC08
[LINE 519] UID=RJ1989PC13 | family_rows=1 | sources_rows=4
[LINE 520] Existing error preserved | UID=KL1989PC09
[LINE 521] UID=TR1989PC02 | family_rows=3 | sources_rows=3
[LINE 522] UID=TR1989PC01 | family_rows=2 | sources_rows=7
[LINE 523] UID=KL1989PC20 | family_rows=1 | sources_rows=3
[LINE 524] UID=KA1989PC08 | family_rows=1 | sources_rows=3
[LINE 525] UID=ML1989PC02 | family_rows=1 | sources_rows=3
[LINE 526] UID=RJ1989PC18 | family_rows=1 | sources_rows=4
[LINE 527] UID=JK1989PC05 | family_rows=1 | sources_rows=4
[LINE 528] UID=KA1989PC18 | family_rows=1 | sources_rows=3
[LINE 529] UID=MP1989PC38 | family_rows=1 | sources_rows=5
[LINE 530] UID=WB1989PC25 | family_rows=1 | sources_rows=7
[LINE 531] UID=UP1989PC22 | family_rows=1 | sources_rows=1
[LINE 532] UID=BR1989PC09 | family_rows=1 | sources_rows=2
[LINE 533] UID=TN1989PC09 | family_rows=1 | sources_rows=1
[LINE 534] UID=UP1989PC52 | family_rows=4 | sources_rows=5
[LINE 535] UID=TN1989PC07 | family_rows=1 | sources_rows=1
[LINE 536] UID=MP1989PC31 | family_rows=1 | sources_rows=1
[LINE 537] UID=AP1989PC13 | family_rows=1 | sources_rows=5
[LINE 538] UID=AP1989PC04 | family_rows=4 | sources_rows=5
[LINE 539] UID=WB1989PC36 | family_rows=1 | sources_rows=3
[LINE 540] UID=AP1989PC39 | family_rows=2 | sources_rows=4
[LINE 541] UID=MH1989PC27 | family_rows=1 | sources_rows=4
[LINE 542] UID=MH1989PC20 | family_rows=1 | sources_rows=3
[LINE 543] UID=MH1989PC28 | family_rows=1 | sources_rows=3

PROCESSING COMPLETE
Total family rows: 706
Total source rows: 1806
