[LINE 1] UID=AP1967PC35 | family_rows=1 | sources_rows=3
[LINE 402] UID=PB1967PC324 | family_rows=1 | sources_rows=5
[LINE 403] UID=OR1967PC310 | family_rows=1 | sources_rows=3
[LINE 404] UID=UP1967PC407 | family_rows=3 | sources_rows=5
[LINE 405] UID=UP1967PC364 | family_rows=1 | sources_rows=1
[LINE 406] UID=TN1967PC203 | family_rows=1 | sources_rows=4
[LINE 407] UID=PY1967PC518 | family_rows=1 | sources_rows=4
[LINE 408] Existing error preserved | UID=KL1967PC483
[LINE 409] UID=MH1967PC262 | family_rows=1 | sources_rows=3
[LINE 410] UID=UP1967PC375 | family_rows=1 | sources_rows=4
[LINE 411] UID=TN1967PC212 | family_rows=3 | sources_rows=5
[LINE 412] UID=BR1967PC67 | family_rows=1 | sources_rows=1
[LINE 413] UID=OR1967PC303 | family_rows=1 | sources_rows=4
[LINE 414] UID=BR1967PC77 | family_rows=1 | sources_rows=3
[LINE 415] UID=WB1967PC469 | family_rows=1 | sources_rows=7
[LINE 416] Existing error preserved | UID=KL1967PC494
[LINE 417] UID=UP1967PC374 | family_rows=8 | sources_rows=5
[LINE 418] UID=KA1967PC271 | family_rows=2 | sources_rows=3
[LINE 419] UID=WB1967PC441 | family_rows=1 | sources_rows=4
[LINE 420] UID=MP1967PC158 | family_rows=1 | sources_rows=3
[LINE 421] UID=MP1967PC162 | family_rows=1 | sources_rows=4
[LINE 422] UID=AP1967PC08 | family_rows=1 | sources_rows=8
[LINE 423] Existing error preserved | UID=AP1967PC22
[LINE 424] UID=MH1967PC224 | family_rows=1 | sources_rows=3
[LINE 425] UID=GJ1967PC111 | family_rows=1 | sources_rows=3
[LINE 426] UID=BR1967PC79 | family_rows=1 | sources_rows=1
[LINE 427] UID=MP1967PC166 | family_rows=1 | sources_rows=3
[LINE 428] UID=TN1967PC218 | family_rows=1 | sources_rows=1
[LINE 429] Existing error preserved | UID=UP1967PC360
[LINE 430] UID=UP1967PC380 | family_rows=1 | sources_rows=1
[LINE 431] UID=MH1967PC243 | family_rows=1 | sources_rows=4
[LINE 432] UID=BR1967PC103 | family_rows=1 | sources_rows=4
[LINE 433] UID=MH1967PC225 | family_rows=1 | sources_rows=4
[LINE 434] UID=MP1967PC154 | family_rows=2 | sources_rows=4
[LINE 435] UID=UP1967PC405 | family_rows=1 | sources_rows=5
[LINE 436] UID=HR1967PC136 | family_rows=1 | sources_rows=3
[LINE 437] UID=BR1967PC72 | family_rows=5 | sources_rows=6
[LINE 438] UID=PB1967PC326 | family_rows=1 | sources_rows=3
[LINE 439] UID=GJ1967PC122 | family_rows=1 | sources_rows=1
[LINE 440] UID=MP1967PC171 | family_rows=1 | sources_rows=3
[LINE 441] UID=UP1967PC436 | family_rows=1 | sources_rows=5
[LINE 442] UID=BR1967PC73 | family_rows=1 | sources_rows=4
[LINE 443] UID=UP1967PC401 | family_rows=1 | sources_rows=3
[LINE 444] UID=TN1967PC198 | family_rows=1 | sources_rows=3
[LINE 445] UID=UP1967PC394 | family_rows=1 | sources_rows=5
[LINE 446] UID=BR1967PC70 | family_rows=1 | sources_rows=4
[LINE 447] UID=OR1967PC312 | family_rows=1 | sources_rows=4
[LINE 448] UID=MH1967PC266 | family_rows=5 | sources_rows=6
[LINE 449] UID=PB1967PC328 | family_rows=1 | sources_rows=3
[LINE 450] UID=BR1967PC94 | family_rows=1 | sources_rows=3
[LINE 451] UID=MH1967PC264 | family_rows=1 | sources_rows=2
[LINE 452] UID=MP1967PC153 | family_rows=1 | sources_rows=1
[LINE 453] UID=RJ1967PC339 | family_rows=1 | sources_rows=4
[LINE 454] UID=AP1967PC31 | family_rows=1 | sources_rows=1
[LINE 455] UID=WB1967PC461 | family_rows=1 | sources_rows=2
[LINE 456] UID=BR1967PC91 | family_rows=1 | sources_rows=5
[LINE 457] UID=UP1967PC367 | family_rows=1 | sources_rows=3
[LINE 458] UID=MP1967PC155 | family_rows=1 | sources_rows=5
[LINE 459] Existing error preserved | UID=UP1967PC365
[LINE 460] UID=MP1967PC177 | family_rows=1 | sources_rows=4
[LINE 461] UID=KA1967PC288 | family_rows=1 | sources_rows=3
[LINE 462] UID=MH1967PC257 | family_rows=1 | sources_rows=1
[LINE 463] UID=AP1967PC32 | family_rows=3 | sources_rows=4
[LINE 464] UID=MP1967PC156 | family_rows=1 | sources_rows=4
[LINE 465] UID=RJ1967PC333 | family_rows=1 | sources_rows=3
[LINE 466] UID=HP1967PC510 | family_rows=1 | sources_rows=5
[LINE 467] UID=BR1967PC105 | family_rows=1 | sources_rows=4
[LINE 468] UID=HR1967PC141 | family_rows=1 | sources_rows=4
[LINE 469] UID=BR1967PC66 | family_rows=1 | sources_rows=5
[LINE 470] UID=UP1967PC368 | family_rows=1 | sources_rows=3
[LINE 471] UID=TN1967PC217 | family_rows=1 | sources_rows=3
[LINE 472] UID=TN1967PC219 | family_rows=1 | sources_rows=3
[LINE 473] UID=BR1967PC60 | family_rows=1 | sources_rows=1
[LINE 474] UID=DL1967PC501 | family_rows=1 | sources_rows=4
[LINE 475] UID=AP1967PC01 | family_rows=2 | sources_rows=4
[LINE 476] UID=JK1967PC143 | family_rows=1 | sources_rows=3
[LINE 477] UID=TN1967PC187 | family_rows=1 | sources_rows=4
[LINE 478] UID=UP1967PC377 | family_rows=1 | sources_rows=4
[LINE 479] UID=OR1967PC313 | family_rows=1 | sources_rows=3
[LINE 480] UID=GJ1967PC130 | family_rows=1 | sources_rows=3
[LINE 481] UID=GJ1967PC110 | family_rows=1 | sources_rows=3
[LINE 482] UID=MP1967PC157 | family_rows=1 | sources_rows=5
[LINE 483] UID=WB1967PC465 | family_rows=1 | sources_rows=5
[LINE 484] UID=PB1967PC319 | family_rows=1 | sources_rows=4
[LINE 485] UID=UP1967PC353 | family_rows=2 | sources_rows=4
[LINE 486] UID=KL1967PC479 | family_rows=2 | sources_rows=2
[LINE 487] UID=TN1967PC221 | family_rows=1 | sources_rows=4
[LINE 488] UID=AS1967PC50 | family_rows=1 | sources_rows=3
[LINE 489] UID=TN1967PC216 | family_rows=1 | sources_rows=5
[LINE 490] UID=MP1967PC152 | family_rows=1 | sources_rows=4
[LINE 491] UID=TN1967PC193 | family_rows=1 | sources_rows=1
[LINE 492] UID=TN1967PC222 | family_rows=1 | sources_rows=3
[LINE 493] UID=TN1967PC200 | family_rows=1 | sources_rows=3
[LINE 494] UID=TN1967PC210 | family_rows=1 | sources_rows=4
[LINE 495] UID=TN1967PC220 | family_rows=1 | sources_rows=5
[LINE 496] UID=AP1967PC20 | family_rows=1 | sources_rows=3
[LINE 497] UID=TN1967PC191 | family_rows=1 | sources_rows=3
[LINE 498] UID=TN1967PC189 | family_rows=1 | sources_rows=4
[LINE 499] UID=RJ1967PC341 | family_rows=1 | sources_rows=4
[LINE 500] UID=KL1967PC485 | family_rows=1 | sources_rows=4
[LINE 501] UID=TR1967PC520 | family_rows=1 | sources_rows=1
[LINE 502] UID=TR1967PC519 | family_rows=1 | sources_rows=3
[LINE 503] UID=KL1967PC496 | family_rows=1 | sources_rows=3
[LINE 504] UID=KA1967PC275 | family_rows=1 | sources_rows=4
[LINE 505] Existing error preserved | UID=RJ1967PC345
[LINE 506] UID=JK1967PC146 | family_rows=1 | sources_rows=5
[LINE 507] UID=KA1967PC285 | family_rows=1 | sources_rows=5
[LINE 508] UID=MP1967PC178 | family_rows=1 | sources_rows=1
[LINE 509] UID=WB1967PC460 | family_rows=1 | sources_rows=1
[LINE 510] UID=UP1967PC373 | family_rows=1 | sources_rows=4
[LINE 511] UID=UP1967PC404 | family_rows=1 | sources_rows=3
[LINE 512] UID=TN1967PC190 | family_rows=1 | sources_rows=5
[LINE 513] UID=MP1967PC176 | family_rows=1 | sources_rows=4
[LINE 514] UID=AP1967PC13 | family_rows=1 | sources_rows=3
[LINE 515] UID=AP1967PC04 | family_rows=1 | sources_rows=4
[LINE 516] UID=WB1967PC471 | family_rows=1 | sources_rows=3
[LINE 517] UID=TN1967PC192 | family_rows=1 | sources_rows=4
[LINE 518] UID=AP1967PC38 | family_rows=1 | sources_rows=6
[LINE 519] UID=MH1967PC248 | family_rows=2 | sources_rows=3
[LINE 520] UID=MH1967PC249 | family_rows=1 | sources_rows=4

PROCESSING COMPLETE
Total family rows: 603
Total source rows: 1719
