#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
219,Goh,219,GEN,Aurangabad,Manoj Kumar,Bharatiya Janta Party,282657,152977,54.1 %,7672,5.0%
220,Obra,220,GEN,Aurangabad,Birendra Kumar Sinha,Rashtriya Janata Dal,290886,160747,55.3 %,11396,7.1%
221,Nabinagar,221,GEN,Aurangabad,Virendra Kumar Singh,Janata Dal (United),252629,135315,53.6 %,5261,3.9%
222,Kutumba (SC),222,SC,Aurangabad,Rajesh Kumar,Indian National Congress,242990,120039,49.4 %,10098,8.4%
223,Aurangabad,223,GEN,Aurangabad,Anand Shankar Singh,Indian National Congress,287591,152603,53.1 %,18398,12.1%
224,Rafiganj,224,GEN,Aurangabad,Ashok Kumar Singh,Janata Dal (United),303324,159371,52.5 %,9525,6.0%
225,Gurua,225,GEN,Gaya,Rajiv Nandan,Bharatiya Janta Party,259328,143557,55.4 %,6515,4.5%
226,Sherghati,226,GEN,Gaya,Vinod Prasad Yadav,Janata Dal (United),247117,148071,59.9 %,4834,3.3%
227,Imamganj (SC),227,SC,Gaya,Jitan Ram Manjhi,Hindustani Awam Morcha (Secular),266043,150175,56.4 %,29408,19.6%
228,Barachatti (SC),228,SC,Gaya,Samta Devi,Rashtriya Janata Dal,277202,156134,56.3 %,19126,12.2%
229,Bodh Gaya (SC),229,SC,Gaya,Kumar Sarvjeet,Rashtriya Janata Dal,288530,165385,57.3 %,30473,18.4%
230,Gaya Town,230,GEN,Gaya,Prem Kumar,Bharatiya Janta Party,247357,129090,52.2 %,22789,17.7%
231,Tikari,231,GEN,Gaya,Abhay Kumar Sinha,Janata Dal (United),280093,168816,60.3 %,31813,18.8%
232,Belaganj,232,GEN,Gaya,Surendra Prasad Yadav,Rashtriya Janata Dal,249087,143933,57.8 %,30341,21.1%
233,Atri,233,GEN,Gaya,Kunti Devi,Rashtriya Janata Dal,280859,155757,55.5 %,13817,8.9%
234,Wazirganj,234,GEN,Gaya,Awadhesh Kumar Singh,Indian National Congress,278353,169144,60.8 %,12759,7.5%
235,Rajauli (SC),235,SC,Nawada,Prakash Veer,Rashtriya Janata Dal,302570,154019,50.9 %,4615,3.0%
236,Hisua,236,GEN,Nawada,Anil Singh,Bharatiya Janta Party,341851,184238,53.9 %,12239,6.6%
237,Nawada,237,GEN,Nawada,Rajballabh Prasad,Rashtriya Janata Dal,320012,176056,55.0 %,16726,9.5%
238,Gobindpur,238,GEN,Nawada,Purnima Yadav,Indian National Congress,289206,140659,48.6 %,4399,3.1%
239,Warsaliganj,239,GEN,Nawada,Aruna Devi,Bharatiya Janta Party,323278,167821,51.9 %,19527,11.6%
240,Sikandra (SC),240,SC,Jamui,Sudhir Kumar Alias Banty Choudhary,Indian National Congress,278121,138531,49.8 %,7990,5.8%
241,Jamui,241,GEN,Jamui,Vijay Prakash,Rashtriya Janata Dal,278056,157621,56.7 %,8249,5.2%
242,Jhajha,242,GEN,Jamui,Rabindra Yadav,Bharatiya Janta Party,302617,163687,54.1 %,22086,13.5%
243,Chakai,243,GEN,Jamui,Savitri Devi,Rashtriya Janata Dal,266079,150335,56.5 %,12113,8.1%
