#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
225,Gurua,225,GEN,Gaya,Surendra Prasad Sinha,Bharatiya Janta Party,221346,120672,54.5 %,11436,9.5%
226,Sherghati,226,GEN,Gaya,Vinod Prasad Yadav,Janata Dal (United),200430,107696,53.7 %,6503,6.0%
227,Imamganj,227,SC,Gaya,Uday Narain Choudhary,Janata Dal (United),229249,109088,47.6 %,1211,1.1%
228,Barachatti,228,SC,Gaya,Jyoti Devi,Janata Dal (United),224439,114697,51.1 %,23746,20.7%
229,Bodh Gaya,229,SC,Gaya,Shyam Deo Paswan,Bharatiya Janta Party,238026,122013,51.3 %,11213,9.2%
230,Gaya Town,230,GEN,Gaya,Prem Kumar,Bharatiya Janta Party,214892,103153,48.0 %,28417,27.5%
231,Tikari,231,GEN,Gaya,Dr. Anil Kumar,Janata Dal (United),244914,131910,53.9 %,18541,14.1%
232,Belaganj,232,GEN,Gaya,Surendra Prasad Yadav,Rashtriya Janata Dal,219661,121803,55.5 %,4638,3.8%
233,Atri,233,GEN,Gaya,Krishna Nandan Yadav,Janata Dal (United),251793,117023,46.5 %,20610,17.6%
234,Wazirganj,234,GEN,Gaya,Virendra Singh,Bharatiya Janta Party,229540,122073,53.2 %,17766,14.6%
235,Rajauli,235,SC,Nawada,Kanhaiya Kumar,Bharatiya Janta Party,235696,108127,45.9 %,14090,13.0%
236,Hisua,236,GEN,Nawada,Anil Singh,Bharatiya Janta Party,271062,124430,45.9 %,3978,3.2%
237,Nawada,237,GEN,Nawada,Purnima Yadav,Janata Dal (United),263212,119019,45.2 %,6337,5.3%
238,Gobindpur,238,GEN,Nawada,Kaushal Yadav,Janata Dal (United),229223,100078,43.7 %,20887,20.9%
239,Warsaliganj,239,GEN,Nawada,Pradip Kumar,Janata Dal (United),263737,120861,45.8 %,5428,4.5%
240,Sikandra,240,SC,Jamui,Rameshwar Paswan,Janata Dal (United),227815,103824,45.6 %,12361,11.9%
241,Jamui,241,GEN,Jamui,Ajay Pratap,Janata Dal (United),227636,121783,53.5 %,24467,20.1%
242,Jhajha,242,GEN,Jamui,Damodar Rawat,Janata Dal (United),240437,124110,51.6 %,10204,8.2%
243,Chakai,243,GEN,Jamui,Sumit Kumar Singh,Jharkhand Mukti Morcha,228938,108259,47.3 %,188,0.2%
